website,id,date,layer_counts,all_packet_count,all_packet_sizes,all_packet_total_size,all_packet_min_size,all_packet_max_size,all_packet_average_size,tcp_packet_count,tcp_packet_sizes,tcp_packet_total_size,tcp_packet_min_size,tcp_packet_max_size,tcp_packet_average_size,udp_count,udp_packet_count,udp_packet_sizes,udp_packet_total_size,udp_packet_min_size,udp_packet_max_size,udp_packet_average_size,ip_packet_count,ip_packet_sizes,ip_packet_total_size,ip_packet_min_size,ip_packet_max_size,ip_packet_average_size,dns_count,dns_query_types,dns_response_codes,dns_incomplete_transactions,data_count,data_total_payload_size,data_min_payload_size,data_max_payload_size,data_avg_payload_size
https://www.asociacionlaamistadmatagalpa.org/menu.html/,fd637c74-ba33-472d-ab69-8f71517f8bce,2025-05-01 01:37:48,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,53816e16-5ca6-4505-bf65-7c5c0c983b78,2025-05-01 02:09:38,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,d6555105-f766-476b-9dc5-327b73be8f06,2025-05-01 02:41:16,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,ebf767fb-4102-49b5-8124-cd6827955025,2025-05-01 03:12:46,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,3481060c-8a87-48c4-b4f4-f6e491f020bd,2025-05-01 03:44:07,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,83c92ddf-27b9-490f-9f1e-11656e39bc04,2025-05-01 04:15:46,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,d44b66ba-6667-48a0-8ef1-b016f93cedc6,2025-05-01 04:47:25,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,d10ec15f-b4ad-471a-8c59-86cca40dc072,2025-05-01 05:19:08,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,5a9b09ed-7c1a-4392-8ba6-6b46e55632d8,2025-05-01 05:50:43,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,71e54e99-6a78-4a5d-9689-885032dc9be8,2025-05-01 06:22:42,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
