website,id,date,layer_counts,all_packet_count,all_packet_sizes,all_packet_total_size,all_packet_min_size,all_packet_max_size,all_packet_average_size,tcp_packet_count,tcp_packet_sizes,tcp_packet_total_size,tcp_packet_min_size,tcp_packet_max_size,tcp_packet_average_size,udp_count,udp_packet_count,udp_packet_sizes,udp_packet_total_size,udp_packet_min_size,udp_packet_max_size,udp_packet_average_size,ip_packet_count,ip_packet_sizes,ip_packet_total_size,ip_packet_min_size,ip_packet_max_size,ip_packet_average_size,dns_count,dns_query_types,dns_response_codes,dns_incomplete_transactions,data_count,data_total_payload_size,data_min_payload_size,data_max_payload_size,data_avg_payload_size
http://www.lahaonline.com/,40e646e7-f39e-4478-b7b0-ffda25259eb0,2025-05-01 06:35:30,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
http://www.lahaonline.com/,b3e323e0-6b83-48bd-b503-2bee25277009,2025-05-01 07:02:27,"{'eth': 8, 'ip': 8, 'tcp': 8, 'http': 1}",8,"[74, 74, 66, 203, 66, 66, 66, 66]",681,66,203,85.125,8,"[74, 74, 66, 203, 66, 66, 66, 66]",681,66,203,85.125,8,0,0,0,0.0,4.1665e-05,0.014541893,0.0078819046,0,0,[],0,0,0,0,8,"[74, 74, 66, 203, 66, 66, 66, 66]",681,66,203,85.125,8,0,0.0,0,{},{},0,0,0,0,0,0
http://www.lahaonline.com/,9e9dea79-11c3-4c99-aa81-af8ee163c37c,2025-05-01 07:29:28,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
http://www.lahaonline.com/,c4978caa-4954-410a-85fe-80c386314ec0,2025-05-01 07:56:27,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
http://www.lahaonline.com/,ce6fcc48-202c-41da-8274-f89b2212a0c5,2025-05-01 08:23:19,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
http://www.lahaonline.com/,cbc69ab5-ba28-4eba-a635-1c9340f97365,2025-05-01 08:49:56,"{'eth': 8, 'ip': 8, 'tcp': 8, 'http': 1}",8,"[74, 74, 66, 203, 66, 66, 66, 66]",681,66,203,85.125,8,"[74, 74, 66, 203, 66, 66, 66, 66]",681,66,203,85.125,8,0,0,0,0.0,3.7313e-05,0.013491667,0.0072455146,0,0,[],0,0,0,0,8,"[74, 74, 66, 203, 66, 66, 66, 66]",681,66,203,85.125,8,0,0.0,0,{},{},0,0,0,0,0,0
http://www.lahaonline.com/,b8a7f49c-4fe8-47e9-9432-5a02d0ee2d53,2025-05-01 09:16:30,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
http://www.lahaonline.com/,de2cc51b-d606-4fb3-b097-160d49c416c9,2025-05-01 09:42:59,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
http://www.lahaonline.com/,72c14ecb-f321-4c6e-8c26-d5774bc7a6fb,2025-05-01 10:09:54,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
http://www.lahaonline.com/,8d5ed939-a52a-4688-93a8-828adeed6c86,2025-05-01 10:36:26,"{'eth': 8, 'ip': 8, 'tcp': 8, 'http': 1}",8,"[74, 74, 66, 203, 66, 66, 66, 66]",681,66,203,85.125,8,"[74, 74, 66, 203, 66, 66, 66, 66]",681,66,203,85.125,8,0,0,0,0.0,3.117e-05,0.015193442,0.0081462032,0,0,[],0,0,0,0,8,"[74, 74, 66, 203, 66, 66, 66, 66]",681,66,203,85.125,8,0,0.0,0,{},{},0,0,0,0,0,0
