website,id,date,layer_counts,all_packet_count,all_packet_sizes,all_packet_total_size,all_packet_min_size,all_packet_max_size,all_packet_average_size,tcp_packet_count,tcp_packet_sizes,tcp_packet_total_size,tcp_packet_min_size,tcp_packet_max_size,tcp_packet_average_size,udp_count,udp_packet_count,udp_packet_sizes,udp_packet_total_size,udp_packet_min_size,udp_packet_max_size,udp_packet_average_size,ip_packet_count,ip_packet_sizes,ip_packet_total_size,ip_packet_min_size,ip_packet_max_size,ip_packet_average_size,dns_count,dns_query_types,dns_response_codes,dns_incomplete_transactions,data_count,data_total_payload_size,data_min_payload_size,data_max_payload_size,data_avg_payload_size
https://www.asociacionlaamistadmatagalpa.org/menu.html/,a10c57a8-d541-42c7-aa40-7e0dd79d4882,2025-05-01 06:51:50,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,075628dd-ad13-4eed-9992-e3b2af7f6948,2025-05-01 07:18:45,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,f5ab0c79-804f-440b-b05f-0d2f30410cc0,2025-05-01 07:45:57,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,64f5cc20-c348-4214-b98a-5c853c2a91bd,2025-05-01 08:12:49,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,974963fb-1c00-48a7-9bcb-aa555e8aa830,2025-05-01 08:39:23,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,f816ac9f-db5d-4842-97f8-680c7e020200,2025-05-01 09:06:04,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,a7b6e9da-ee0c-4a6b-9aa6-feff664c1c05,2025-05-01 09:32:26,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,611a9cc3-fd1c-44af-b18c-13a4f7809bed,2025-05-01 09:59:25,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,b075c347-f71c-4bde-9868-244f89ca7566,2025-05-01 10:25:51,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
https://www.asociacionlaamistadmatagalpa.org/menu.html/,0d333676-01b0-4f63-b182-d53d65af9a2f,2025-05-01 10:52:27,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
