website,id,date,layer_counts,all_packet_count,all_packet_sizes,all_packet_total_size,all_packet_min_size,all_packet_max_size,all_packet_average_size,tcp_packet_count,tcp_packet_sizes,tcp_packet_total_size,tcp_packet_min_size,tcp_packet_max_size,tcp_packet_average_size,tcp_count,tcp_retransmissions,tcp_duplicate_acks,tcp_fast_retransmissions,tcp_retransmission_percentage,tcp_min_rtt,tcp_max_rtt,tcp_avg_rtt,udp_count,udp_packet_count,udp_packet_sizes,udp_packet_total_size,udp_packet_min_size,udp_packet_max_size,udp_packet_average_size,ip_packet_count,ip_packet_sizes,ip_packet_total_size,ip_packet_min_size,ip_packet_max_size,ip_packet_average_size,ip_count,ip_fragmented,ip_fragmentation_percentage,dns_count,dns_query_types,dns_response_codes,dns_incomplete_transactions,data_count,data_total_payload_size,data_min_payload_size,data_max_payload_size,data_avg_payload_size,param_frag_size,param_tcp_frag,param_record_frag
http://vporn.com/,fafef200-35b2-4abe-b324-7ef96d382f18,2025-04-25 19:37:20,"{'eth': 8, 'ip': 8, 'tcp': 8, 'DATA': 1, 'http': 1}",8,"[78, 74, 66, 91, 91, 88, 138, 78]",704,66,138,88.0,8,"[78, 74, 66, 91, 91, 88, 138, 78]",704,66,138,88.0,8,1,0,0,12.5,0.000232,0.142963,0.052282,0,0,[],0,0,0,0,8,"[78, 74, 66, 91, 91, 88, 138, 78]",704,66,138,88.0,8,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
http://vporn.com/,346c6c53-aeb9-486c-8027-dacd3996b3d7,2025-04-25 19:37:46,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
http://vporn.com/,baa27c77-3b39-4d08-95cf-f765447dbbea,2025-04-25 19:38:11,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
http://vporn.com/,8288536c-fc6f-4361-9c2a-524bd7040dfd,2025-04-25 19:38:37,"{'eth': 9, 'ip': 9, 'tcp': 9, 'DATA': 1, 'http': 1}",9,"[78, 74, 66, 91, 91, 88, 66, 66, 66]",686,66,91,76.22222222222223,9,"[78, 74, 66, 91, 91, 88, 66, 66, 66]",686,66,91,76.22222222222223,9,0,0,0,0.0,0.000249,0.124332,0.0351944,0,0,[],0,0,0,0,9,"[78, 74, 66, 91, 91, 88, 66, 66, 66]",686,66,91,76.22222222222223,9,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
http://vporn.com/,ce9217b1-a764-4bbf-8b9b-1f798d031f05,2025-04-25 19:39:03,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
http://vporn.com/,64aeeb90-6d9c-4b00-b1f7-0bd35a0c3d3e,2025-04-25 19:39:29,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
http://vporn.com/,141376b8-6855-40f2-93c7-ab7f19d7b584,2025-04-25 19:39:54,"{'eth': 9, 'ip': 9, 'tcp': 9, 'DATA': 1, 'http': 1}",9,"[78, 74, 66, 91, 91, 88, 66, 66, 66]",686,66,91,76.22222222222223,9,"[78, 74, 66, 91, 91, 88, 66, 66, 66]",686,66,91,76.22222222222223,9,0,0,0,0.0,0.000243,0.018222,0.013835,0,0,[],0,0,0,0,9,"[78, 74, 66, 91, 91, 88, 66, 66, 66]",686,66,91,76.22222222222223,9,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
http://vporn.com/,cfeb8123-f6d9-40f6-b60b-efd6262fc27e,2025-04-25 19:40:19,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
http://vporn.com/,5287a9fb-5a23-4dc4-b508-f67bf165f828,2025-04-25 19:40:46,"{'eth': 9, 'ip': 9, 'tcp': 9, 'DATA': 1, 'http': 1}",9,"[78, 74, 66, 91, 91, 88, 66, 66, 66]",686,66,91,76.22222222222223,9,"[78, 74, 66, 91, 91, 88, 66, 66, 66]",686,66,91,76.22222222222223,9,0,0,0,0.0,0.000247,0.017269,0.013206,0,0,[],0,0,0,0,9,"[78, 74, 66, 91, 91, 88, 66, 66, 66]",686,66,91,76.22222222222223,9,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
http://vporn.com/,88ec1b67-cd77-4737-8fd8-cfee040a8805,2025-04-25 19:41:12,"{'eth': 9, 'ip': 9, 'tcp': 9, 'DATA': 1, 'http': 1}",9,"[78, 74, 66, 91, 91, 88, 66, 66, 66]",686,66,91,76.22222222222223,9,"[78, 74, 66, 91, 91, 88, 66, 66, 66]",686,66,91,76.22222222222223,9,0,0,0,0.0,0.000235,0.017242,0.013256,0,0,[],0,0,0,0,9,"[78, 74, 66, 91, 91, 88, 66, 66, 66]",686,66,91,76.22222222222223,9,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
