DNS,Connect,TLS,TTFB,Time Pretransfer,Total,Redirect,Speed Download,Speed Upload,HTTP Code,Num Connects
1.8e-05,0.000332,0.38473,0.573963,0.384781,0.574323,0.0,282.0,0.0,429.0,1.0
2.1e-05,0.00033,0.383513,0.927338,0.383564,1.113545,0.0,45254.0,0.0,200.0,1.0
1.9e-05,0.000316,0.384272,0.573377,0.384412,0.573528,0.0,282.0,0.0,429.0,1.0
1.7e-05,0.000315,0.394721,0.968511,0.394879,1.159409,0.0,43464.0,0.0,200.0,1.0
2.4e-05,0.000329,0.384039,0.964144,0.384175,1.150302,0.0,43808.0,0.0,200.0,1.0
2.1e-05,0.000336,0.39406,0.587588,0.394116,0.587705,0.0,275.0,0.0,429.0,1.0
2.4e-05,0.000333,0.383535,0.989757,0.383585,1.175464,0.0,42870.0,0.0,200.0,1.0
2e-05,0.000324,0.393999,0.98443,0.394056,1.1756,0.0,42865.0,0.0,200.0,1.0
3.4e-05,0.00033,0.394269,0.949189,0.394321,1.140263,0.0,44194.0,0.0,200.0,1.0
1.8e-05,0.000317,0.393498,1.051079,0.393549,1.242215,0.0,40567.0,0.0,200.0,1.0
1.8e-05,0.000322,0.382145,0.977319,0.382197,1.162965,0.0,43331.0,0.0,200.0,1.0
1.7e-05,0.000364,0.383125,0.926136,0.383176,1.112212,0.0,45308.0,0.0,200.0,1.0
3.9e-05,0.000407,0.381922,0.926115,0.381974,1.111436,0.0,45340.0,0.0,200.0,1.0
2.2e-05,0.000319,0.383863,0.571515,0.383915,0.571704,0.0,283.0,0.0,429.0,1.0
2.3e-05,0.000325,0.400913,0.59714,0.400965,0.597244,0.0,271.0,0.0,429.0,1.0
2.1e-05,0.000313,0.398677,0.592658,0.398732,0.592772,0.0,273.0,0.0,429.0,1.0
1.8e-05,0.000329,0.382655,0.570733,0.382717,0.570923,0.0,283.0,0.0,429.0,1.0
2.1e-05,0.00032,0.38627,0.974948,0.386322,1.161976,0.0,43368.0,0.0,200.0,1.0
2.2e-05,0.000314,0.39042,0.912775,0.390471,1.102587,0.0,45704.0,0.0,200.0,1.0
2.2e-05,0.00033,0.384803,0.574099,0.384853,0.574238,0.0,282.0,0.0,429.0,1.0
2.2e-05,0.000331,0.3843,0.810404,0.38435,0.8106,0.0,199.0,0.0,429.0,1.0
2.1e-05,0.000329,0.393534,0.974262,0.393584,1.346942,0.0,37412.0,0.0,200.0,1.0
1.9e-05,0.000336,0.383242,0.976735,0.383293,1.162693,0.0,43341.0,0.0,200.0,1.0
2.2e-05,0.000322,0.384573,0.983188,0.384625,1.169804,0.0,43078.0,0.0,200.0,1.0
1.7e-05,0.000319,0.381216,0.568555,0.381267,0.568739,0.0,284.0,0.0,429.0,1.0
2.3e-05,0.000326,0.395501,1.02808,0.395552,1.220969,0.0,41272.0,0.0,200.0,1.0
1.7e-05,0.000316,0.384926,0.957805,0.384977,1.144483,0.0,44031.0,0.0,200.0,1.0
2.1e-05,0.000334,0.38191,0.998458,0.38196,1.183797,0.0,42568.0,0.0,200.0,1.0
1.7e-05,0.000348,0.382437,0.570564,0.382488,0.570674,0.0,283.0,0.0,429.0,1.0
1.9e-05,0.000324,0.392841,0.586229,0.392891,0.586343,0.0,276.0,0.0,429.0,1.0
1.7e-05,0.000318,0.383195,0.953254,0.383247,1.139199,0.0,44235.0,0.0,200.0,1.0
1.8e-05,0.000356,0.579189,0.773085,0.579241,0.773264,0.0,209.0,0.0,429.0,1.0
2.1e-05,0.00033,0.392724,0.586002,0.392775,0.586121,0.0,276.0,0.0,429.0,1.0
1.9e-05,0.000295,0.382595,0.954423,0.382646,1.140304,0.0,44192.0,0.0,200.0,1.0
2.2e-05,0.000318,0.390993,0.582907,0.391044,0.583027,0.0,277.0,0.0,429.0,1.0
2.1e-05,0.000312,0.392648,0.585568,0.392775,0.585679,0.0,276.0,0.0,429.0,1.0
2e-05,0.000327,0.384102,0.572985,0.384155,0.573094,0.0,282.0,0.0,429.0,1.0
2.1e-05,0.000332,0.393438,0.586902,0.393491,0.587021,0.0,275.0,0.0,429.0,1.0
1.7e-05,0.000316,0.380469,0.567893,0.380596,0.568001,0.0,285.0,0.0,429.0,1.0
