DNS,Connect,TLS,TTFB,Time Pretransfer,Total,Redirect,Speed Download,Speed Upload,HTTP Code,Num Connects
2.1e-05,0.00032,0.413954,1.201623,0.414005,1.403091,0.0,35915.0,0.0,200.0,1.0
2.1e-05,0.000315,0.403204,1.146373,0.403256,1.342355,0.0,37540.0,0.0,200.0,1.0
2.2e-05,0.000317,0.405059,0.608289,0.40511,0.608416,0.0,266.0,0.0,429.0,1.0
1.8e-05,0.000321,0.413132,1.17716,0.413185,1.378164,0.0,36565.0,0.0,200.0,1.0
2.3e-05,0.00032,0.406328,1.159883,0.406385,1.357063,0.0,37133.0,0.0,200.0,1.0
2.2e-05,0.000318,0.412911,1.17404,0.41296,1.375044,0.0,36648.0,0.0,200.0,1.0
2.3e-05,0.000321,0.404032,1.181979,0.404083,1.3784,0.0,36559.0,0.0,200.0,1.0
1.7e-05,0.000331,0.404966,1.19153,0.405017,1.388433,0.0,36294.0,0.0,200.0,1.0
1.7e-05,0.000322,0.405142,0.603706,0.405193,0.603821,0.0,268.0,0.0,429.0,1.0
2.1e-05,0.000306,0.405818,0.605529,0.405868,0.605644,0.0,267.0,0.0,429.0,1.0
2.3e-05,0.000328,0.414613,1.146287,0.414665,1.348056,0.0,37381.0,0.0,200.0,1.0
2.3e-05,0.000342,0.416989,0.621334,0.41704,0.621443,0.0,260.0,0.0,429.0,1.0
1.8e-05,0.000328,0.392078,0.586061,0.392129,0.586176,0.0,276.0,0.0,429.0,1.0
2.1e-05,0.000308,0.415329,0.618793,0.41538,0.618973,0.0,261.0,0.0,429.0,1.0
1.6e-05,0.000325,0.412831,0.61604,0.412889,0.616169,0.0,262.0,0.0,429.0,1.0
1.7e-05,0.000317,0.404098,0.60331,0.40415,0.603494,0.0,268.0,0.0,429.0,1.0
2.2e-05,0.000339,0.413707,0.617684,0.413757,0.617793,0.0,262.0,0.0,429.0,1.0
2.8e-05,0.000327,0.404445,1.172831,0.404577,1.36932,0.0,36801.0,0.0,200.0,1.0
1.9e-05,0.000317,0.416332,1.18215,0.416387,1.383918,0.0,36413.0,0.0,200.0,1.0
