DNS,Connect,TLS,TTFB,Time Pretransfer,Total,Redirect,Speed Download,Speed Upload,HTTP Code,Num Connects
2.7e-05,0.000338,0.391355,1.008555,0.39141,1.19844,0.0,42048.0,0.0,200.0,1.0
2.1e-05,0.00033,0.390772,0.952022,0.390902,1.142569,0.0,44104.0,0.0,200.0,1.0
1.8e-05,0.000312,0.381547,0.961243,0.381703,1.14721,0.0,43926.0,0.0,200.0,1.0
2.1e-05,0.000324,0.380754,0.949997,0.380804,1.135516,0.0,44378.0,0.0,200.0,1.0
2.3e-05,0.000329,0.392178,0.585264,0.392328,0.585383,0.0,276.0,0.0,429.0,1.0
1.9e-05,0.000322,0.381246,0.955105,0.381298,1.140871,0.0,44170.0,0.0,200.0,1.0
1.8e-05,0.000344,0.3889,0.964955,0.38896,1.154757,0.0,43639.0,0.0,200.0,1.0
2.2e-05,0.000317,0.392582,0.586621,0.392644,0.586738,0.0,276.0,0.0,429.0,1.0
2.5e-05,0.000337,0.389396,0.582016,0.389447,0.582198,0.0,278.0,0.0,429.0,1.0
1.6e-05,0.000335,0.38953,0.582152,0.389588,0.582346,0.0,278.0,0.0,429.0,1.0
2.2e-05,0.000322,0.389991,0.582695,0.390121,0.582812,0.0,277.0,0.0,429.0,1.0
2.1e-05,0.000328,0.389723,0.58292,0.389774,0.58304,0.0,277.0,0.0,429.0,1.0
1.7e-05,0.000309,0.383263,0.573088,0.383315,0.573194,0.0,282.0,0.0,429.0,1.0
2.5e-05,0.000352,0.390465,0.583579,0.390517,0.583699,0.0,277.0,0.0,429.0,1.0
2e-05,0.000322,0.38075,0.569064,0.3808,0.569188,0.0,284.0,0.0,429.0,1.0
2e-05,0.000321,0.381134,0.569271,0.381184,0.569389,0.0,284.0,0.0,429.0,1.0
1.9e-05,0.000324,0.380992,0.574016,0.381043,0.574195,0.0,282.0,0.0,429.0,1.0
1.7e-05,0.000319,0.389522,0.581609,0.389579,0.581722,0.0,278.0,0.0,429.0,1.0
2.1e-05,0.000329,0.382972,0.572396,0.383024,0.572514,0.0,282.0,0.0,429.0,1.0
4e-05,0.000376,0.390583,0.907075,0.390634,1.097673,0.0,45908.0,0.0,200.0,1.0
2.3e-05,0.000324,0.381607,0.57,0.381667,0.570117,0.0,284.0,0.0,429.0,1.0
1.8e-05,0.000328,0.381919,0.570227,0.381974,0.570337,0.0,284.0,0.0,429.0,1.0
2.1e-05,0.000351,0.393776,0.588732,0.393826,0.588841,0.0,275.0,0.0,429.0,1.0
1.7e-05,0.000321,0.382187,0.570937,0.382239,0.571048,0.0,283.0,0.0,429.0,1.0
2.1e-05,0.000329,0.385546,0.994704,0.385606,1.183618,0.0,42575.0,0.0,200.0,1.0
2e-05,0.00033,0.391702,0.963161,0.391752,1.154469,0.0,43650.0,0.0,200.0,1.0
2e-05,0.000329,0.380387,0.877356,0.380437,1.06275,0.0,47417.0,0.0,200.0,1.0
1.7e-05,0.000338,0.568626,0.758411,0.56868,0.758553,0.0,213.0,0.0,429.0,1.0
2e-05,0.00034,0.379333,0.566374,0.379384,0.566588,0.0,285.0,0.0,429.0,1.0
2.1e-05,0.000318,0.390499,0.583251,0.390626,0.58336,0.0,277.0,0.0,429.0,1.0
1.7e-05,0.000318,0.380461,6.576279,0.380512,6.761971,0.0,7452.0,0.0,200.0,1.0
1.8e-05,0.000325,0.563183,1.136513,0.563235,1.321933,0.0,38120.0,0.0,200.0,1.0
2e-05,0.000329,0.382498,0.571553,0.382549,0.571663,0.0,283.0,0.0,429.0,1.0
1.8e-05,0.000327,0.389937,0.582653,0.389985,0.582757,0.0,277.0,0.0,429.0,1.0
2.1e-05,0.00032,0.388751,0.580916,0.388803,0.581033,0.0,278.0,0.0,429.0,1.0
2e-05,0.000325,0.390383,0.996582,0.390434,1.186989,0.0,42454.0,0.0,200.0,1.0
1.7e-05,0.000313,0.391324,0.979085,0.391374,1.169509,0.0,43089.0,0.0,200.0,1.0
1.8e-05,0.000312,0.390907,0.584236,0.390959,0.584452,0.0,277.0,0.0,429.0,1.0
1.7e-05,0.000316,0.394003,1.000911,0.394059,1.191546,0.0,42292.0,0.0,200.0,1.0
