DNS,Connect,TLS,TTFB,Time Pretransfer,Total,Redirect,Speed Download,Speed Upload,HTTP Code,Num Connects
2.3e-05,0.000336,0.383905,0.572566,0.383968,0.572933,0.0,282.0,0.0,429.0,1.0
2e-05,0.000314,0.383797,0.931073,0.383848,1.117057,0.0,45112.0,0.0,200.0,1.0
2.1e-05,0.000319,0.391309,0.583584,0.391364,0.583698,0.0,277.0,0.0,429.0,1.0
1.7e-05,0.000326,0.3835,0.959888,0.383551,1.146054,0.0,43970.0,0.0,200.0,1.0
1.9e-05,0.000318,0.42696,0.616327,0.427011,0.616454,0.0,262.0,0.0,429.0,1.0
2.3e-05,0.000315,0.392571,0.585339,0.392625,0.58554,0.0,276.0,0.0,429.0,1.0
1.7e-05,0.000317,0.392606,0.99304,0.392659,1.183896,0.0,42565.0,0.0,200.0,1.0
1.9e-05,0.00032,0.391106,0.583772,0.391234,0.583883,0.0,277.0,0.0,429.0,1.0
2.3e-05,0.000314,0.381171,0.975791,0.381221,1.160488,0.0,43423.0,0.0,200.0,1.0
2.2e-05,0.000327,0.382451,1.028488,0.382501,1.214587,0.0,41489.0,0.0,200.0,1.0
2e-05,0.00034,0.39129,0.949798,0.39134,1.139794,0.0,44212.0,0.0,200.0,1.0
1.7e-05,0.000326,0.390756,0.909688,0.390806,1.099425,0.0,45835.0,0.0,200.0,1.0
2.2e-05,0.000323,0.383872,0.896423,0.383922,1.083393,0.0,46514.0,0.0,200.0,1.0
2.2e-05,0.000337,0.424284,0.612411,0.424334,0.612522,0.0,264.0,0.0,429.0,1.0
2.2e-05,0.000316,0.383114,0.572113,0.383164,0.57223,0.0,283.0,0.0,429.0,1.0
2e-05,0.000326,0.382997,0.571211,0.383079,0.57132,0.0,283.0,0.0,429.0,1.0
2e-05,0.000319,0.393062,0.586581,0.393187,0.586691,0.0,276.0,0.0,429.0,1.0
1.7e-05,0.000326,0.384726,0.574103,0.384782,0.57423,0.0,282.0,0.0,429.0,1.0
1.8e-05,0.000327,0.392877,0.91729,0.392935,1.108244,0.0,45471.0,0.0,200.0,1.0
1.7e-05,0.000324,0.39209,0.585104,0.392151,0.585286,0.0,276.0,0.0,429.0,1.0
1.7e-05,0.000332,0.38289,0.571197,0.383018,0.571322,0.0,283.0,0.0,429.0,1.0
2.3e-05,0.000309,0.383246,0.962579,0.383297,1.148569,0.0,43874.0,0.0,200.0,1.0
2.1e-05,0.000329,0.391854,0.584765,0.391987,0.584882,0.0,276.0,0.0,429.0,1.0
2.1e-05,0.000384,0.39323,0.5852,0.393282,0.585313,0.0,276.0,0.0,429.0,1.0
2.2e-05,0.000321,0.391973,0.929443,0.3921,1.120086,0.0,44990.0,0.0,200.0,1.0
1.8e-05,0.00035,0.391665,0.963785,0.391717,1.154057,0.0,43665.0,0.0,200.0,1.0
2e-05,0.000338,0.393418,0.977496,0.393468,1.168554,0.0,43124.0,0.0,200.0,1.0
1.8e-05,0.000326,0.383138,0.944208,0.383188,1.130356,0.0,44581.0,0.0,200.0,1.0
1.8e-05,0.000318,0.394942,0.962917,0.394992,1.154503,0.0,43649.0,0.0,200.0,1.0
1.7e-05,0.000314,0.392539,0.585513,0.39259,0.585704,0.0,276.0,0.0,429.0,1.0
2.2e-05,0.000338,0.381977,0.569939,0.382107,0.570044,0.0,284.0,0.0,429.0,1.0
1.7e-05,0.000323,0.380976,0.568222,0.381027,0.568389,0.0,285.0,0.0,429.0,1.0
3.1e-05,0.000352,0.384847,0.936142,0.384899,1.12314,0.0,44867.0,0.0,200.0,1.0
1.9e-05,0.000319,0.394299,0.939336,0.39443,1.130937,0.0,44558.0,0.0,200.0,1.0
2.1e-05,0.000322,0.951123,1.497439,0.951176,1.687177,0.0,29868.0,0.0,200.0,1.0
2.1e-05,0.000331,0.393789,0.587538,0.393915,0.587654,0.0,275.0,0.0,429.0,1.0
2.1e-05,0.000329,0.393578,0.587343,0.39363,0.587481,0.0,275.0,0.0,429.0,1.0
