DNS,Connect,TLS,TTFB,Time Pretransfer,Total,Redirect,Speed Download,Speed Upload,HTTP Code,Num Connects
2.1e-05,0.000327,0.392106,0.584906,0.392158,0.585209,0.0,276.0,0.0,429.0,1.0
1.9e-05,0.000324,0.384795,0.573734,0.384846,0.573917,0.0,282.0,0.0,429.0,1.0
1.8e-05,0.000318,0.385555,0.575404,0.385606,0.575602,0.0,281.0,0.0,429.0,1.0
2.2e-05,0.000322,0.394778,1.050805,0.39483,1.240515,0.0,40622.0,0.0,200.0,1.0
2.4e-05,0.000322,0.384417,0.93907,0.384545,1.126017,0.0,44753.0,0.0,200.0,1.0
1.8e-05,0.00033,0.382634,0.570891,0.382685,0.570999,0.0,283.0,0.0,429.0,1.0
2.4e-05,0.000322,0.382901,0.957355,0.383028,1.14317,0.0,44081.0,0.0,200.0,1.0
2.1e-05,0.000324,0.384752,1.000853,0.384805,1.187804,0.0,42425.0,0.0,200.0,1.0
1.8e-05,0.000323,0.381308,0.568985,0.38136,0.569093,0.0,284.0,0.0,429.0,1.0
1.9e-05,0.00032,0.384947,0.574294,0.384999,0.574475,0.0,281.0,0.0,429.0,1.0
2.2e-05,0.000335,0.391915,0.589986,0.391972,0.590169,0.0,274.0,0.0,429.0,1.0
2.2e-05,0.000322,0.383085,0.571649,0.383137,0.571773,0.0,283.0,0.0,429.0,1.0
2.2e-05,0.000323,0.384161,0.573289,0.384213,0.573408,0.0,282.0,0.0,429.0,1.0
1.6e-05,0.00032,0.394398,0.965725,0.394447,1.157187,0.0,43547.0,0.0,200.0,1.0
2e-05,0.00033,0.384258,0.572665,0.384309,0.57278,0.0,282.0,0.0,429.0,1.0
2e-05,0.00033,0.580616,0.773664,0.580667,0.773769,0.0,209.0,0.0,429.0,1.0
1.8e-05,0.000322,0.38142,0.569219,0.381471,0.569402,0.0,284.0,0.0,429.0,1.0
1.7e-05,0.00032,0.392538,0.585377,0.392598,0.585502,0.0,276.0,0.0,429.0,1.0
1.8e-05,0.000315,0.394428,0.588055,0.394557,0.58819,0.0,275.0,0.0,429.0,1.0
2.3e-05,0.000332,0.391203,0.583897,0.391332,0.584005,0.0,277.0,0.0,429.0,1.0
1.7e-05,0.000324,0.382149,0.570325,0.3822,0.570503,0.0,283.0,0.0,429.0,1.0
2e-05,0.000318,0.39226,0.584826,0.392312,0.585007,0.0,276.0,0.0,429.0,1.0
2.8e-05,0.003556,0.38995,0.580106,0.391334,0.580233,0.0,279.0,0.0,429.0,1.0
2e-05,0.000323,0.384221,0.962333,0.384353,1.148095,0.0,43892.0,0.0,200.0,1.0
2.1e-05,0.000336,0.38154,0.949499,0.381669,1.134915,0.0,44402.0,0.0,200.0,1.0
2.4e-05,0.000319,0.393838,0.587992,0.393888,0.588103,0.0,275.0,0.0,429.0,1.0
2.3e-05,0.00033,0.381674,0.570041,0.381802,0.570147,0.0,284.0,0.0,429.0,1.0
2.4e-05,0.000361,0.384649,0.573473,0.384776,0.573659,0.0,282.0,0.0,429.0,1.0
2.2e-05,0.000341,0.383033,0.984436,0.383084,1.170461,0.0,43053.0,0.0,200.0,1.0
2.1e-05,0.000324,0.393811,1.005376,0.39386,1.196704,0.0,42109.0,0.0,200.0,1.0
2.2e-05,0.000328,0.383188,0.571247,0.383239,0.571437,0.0,283.0,0.0,429.0,1.0
1.8e-05,0.000318,0.429027,0.98799,0.42908,1.175774,0.0,42859.0,0.0,200.0,1.0
2e-05,0.000368,0.392301,0.585225,0.392351,0.58534,0.0,276.0,0.0,429.0,1.0
1.7e-05,0.000317,0.390987,0.582779,0.391039,0.582906,0.0,277.0,0.0,429.0,1.0
2.1e-05,0.00032,0.386236,0.575934,0.386287,0.57607,0.0,281.0,0.0,429.0,1.0
2.2e-05,0.000321,0.393288,0.586744,0.393341,0.586863,0.0,276.0,0.0,429.0,1.0
2.2e-05,0.000325,0.391981,0.584483,0.392031,0.584603,0.0,277.0,0.0,429.0,1.0
1.8e-05,0.000315,0.383481,0.571605,0.383641,0.571726,0.0,283.0,0.0,429.0,1.0
1.8e-05,0.000318,0.392309,0.96907,0.392365,1.159613,0.0,43456.0,0.0,200.0,1.0
2.1e-05,0.000331,0.394476,0.588637,0.39453,0.588739,0.0,275.0,0.0,429.0,1.0
2.3e-05,0.000324,0.39533,0.589188,0.395459,0.589302,0.0,274.0,0.0,429.0,1.0
1.7e-05,0.000314,0.393269,0.58702,0.393323,0.587228,0.0,275.0,0.0,429.0,1.0
1.7e-05,0.000323,0.393343,0.586541,0.393395,0.586653,0.0,276.0,0.0,429.0,1.0
1.7e-05,0.000317,0.708934,1.293079,0.708997,1.478947,0.0,34073.0,0.0,200.0,1.0
2.2e-05,0.000317,0.393372,0.587077,0.393423,0.58726,0.0,275.0,0.0,429.0,1.0
1.7e-05,0.000328,0.393692,0.960556,0.393743,1.151728,0.0,43754.0,0.0,200.0,1.0
2.2e-05,0.000315,0.390349,0.582764,0.3904,0.582942,0.0,277.0,0.0,429.0,1.0
2.1e-05,0.000319,0.383072,0.571549,0.383123,0.571729,0.0,283.0,0.0,429.0,1.0
2e-05,0.000321,0.39306,0.585793,0.393112,0.585899,0.0,276.0,0.0,429.0,1.0
2.2e-05,0.000317,0.392382,0.960421,0.392433,1.151061,0.0,43779.0,0.0,200.0,1.0
2.1e-05,0.000317,0.394702,0.942351,0.394756,1.133983,0.0,44438.0,0.0,200.0,1.0
2.4e-05,0.000326,0.391724,1.017687,0.391776,1.207751,0.0,41724.0,0.0,200.0,1.0
2.1e-05,0.000317,0.382785,0.982572,0.382841,1.168569,0.0,43123.0,0.0,200.0,1.0
2.8e-05,0.003511,0.573085,1.176977,0.57337,1.364805,0.0,36923.0,0.0,200.0,1.0
2.1e-05,0.000324,0.38265,0.952084,0.382702,1.137981,0.0,44282.0,0.0,200.0,1.0
2.3e-05,0.000325,0.393862,1.03784,0.393927,1.229006,0.0,41003.0,0.0,200.0,1.0
