DNS,Connect,TLS,TTFB,Time Pretransfer,Total,Redirect,Speed Download,Speed Upload,HTTP Code,Num Connects
2.1e-05,0.000335,0.391015,0.955426,0.391067,1.145857,0.0,43978.0,0.0,200.0,1.0
1.8e-05,0.000314,0.391776,0.584774,0.391828,0.584883,0.0,276.0,0.0,429.0,1.0
2.2e-05,0.000335,0.394557,1.001459,0.394608,1.192315,0.0,42264.0,0.0,200.0,1.0
2.3e-05,0.000321,0.384555,0.976141,0.384605,1.162721,0.0,43340.0,0.0,200.0,1.0
2.1e-05,0.000317,0.38105,0.56847,0.3811,0.568628,0.0,284.0,0.0,429.0,1.0
2.4e-05,0.000317,0.390931,0.583393,0.390982,0.583499,0.0,277.0,0.0,429.0,1.0
2.2e-05,0.000318,0.383618,0.571788,0.383683,0.571904,0.0,283.0,0.0,429.0,1.0
2e-05,0.000323,0.567332,0.757214,0.567384,0.757324,0.0,213.0,0.0,429.0,1.0
1.8e-05,0.000333,0.394822,0.589216,0.394875,0.589336,0.0,274.0,0.0,429.0,1.0
2e-05,0.00032,0.390259,0.582998,0.390311,0.583108,0.0,277.0,0.0,429.0,1.0
2.2e-05,0.000348,0.394681,0.589811,0.394732,0.589925,0.0,274.0,0.0,429.0,1.0
2e-05,0.00032,0.38275,0.570522,0.382803,0.570626,0.0,283.0,0.0,429.0,1.0
2e-05,0.000318,0.396103,0.591323,0.396154,0.591551,0.0,273.0,0.0,429.0,1.0
1.7e-05,0.000358,0.391737,1.034922,0.391787,1.225631,0.0,41115.0,0.0,200.0,1.0
2.5e-05,0.000309,0.911433,1.102854,0.911484,1.102966,0.0,146.0,0.0,429.0,1.0
2.2e-05,0.000327,0.391024,0.583468,0.391076,0.583587,0.0,277.0,0.0,429.0,1.0
1.9e-05,0.000325,0.392902,0.586452,0.392954,0.58664,0.0,276.0,0.0,429.0,1.0
2e-05,0.000318,0.564784,0.752484,0.564836,0.752668,0.0,215.0,0.0,429.0,1.0
1.8e-05,0.000319,0.390701,0.582998,0.390752,0.583195,0.0,277.0,0.0,429.0,1.0
2.2e-05,0.000326,0.389568,0.582375,0.389621,0.582492,0.0,278.0,0.0,429.0,1.0
1.8e-05,0.000317,0.380732,0.969997,0.380782,1.155084,0.0,43627.0,0.0,200.0,1.0
2.3e-05,0.000322,0.39363,0.918893,0.393681,1.109639,0.0,45413.0,0.0,200.0,1.0
1.7e-05,0.000316,0.390239,0.582871,0.39029,0.583049,0.0,277.0,0.0,429.0,1.0
2.1e-05,0.00032,0.395243,0.589102,0.395295,0.589308,0.0,274.0,0.0,429.0,1.0
1.6e-05,0.000314,0.393288,0.587133,0.393339,0.587345,0.0,275.0,0.0,429.0,1.0
2.2e-05,0.000334,0.385475,0.573911,0.385525,0.574042,0.0,282.0,0.0,429.0,1.0
2.4e-05,0.000337,0.38267,0.962368,0.38272,1.147735,0.0,43906.0,0.0,200.0,1.0
3e-05,0.000332,0.391464,0.582553,0.391517,0.582666,0.0,278.0,0.0,429.0,1.0
2.1e-05,0.00032,0.395014,0.589461,0.395064,0.589581,0.0,274.0,0.0,429.0,1.0
1.9e-05,0.000315,0.391089,0.584086,0.391141,0.584213,0.0,277.0,0.0,429.0,1.0
2e-05,0.000316,0.394412,0.588084,0.394484,0.588189,0.0,275.0,0.0,429.0,1.0
2e-05,0.000322,0.383095,0.973704,0.383147,1.159467,0.0,43462.0,0.0,200.0,1.0
2.1e-05,0.000314,0.393177,0.586371,0.393228,0.586482,0.0,276.0,0.0,429.0,1.0
2.3e-05,0.000328,0.383255,0.953635,0.38331,1.139773,0.0,44213.0,0.0,200.0,1.0
2.2e-05,0.000323,0.386539,0.970417,0.386608,1.157373,0.0,43540.0,0.0,200.0,1.0
2.1e-05,0.000329,0.394081,0.588824,0.394133,0.589003,0.0,275.0,0.0,429.0,1.0
2.2e-05,0.000344,0.578209,1.156593,0.578392,1.34659,0.0,37422.0,0.0,200.0,1.0
2.2e-05,0.00032,0.382803,0.570714,0.382856,0.570828,0.0,283.0,0.0,429.0,1.0
2.1e-05,0.000312,0.393973,0.586559,0.394024,0.586667,0.0,276.0,0.0,429.0,1.0
2e-05,0.000315,0.383067,0.988598,0.383117,1.174917,0.0,42890.0,0.0,200.0,1.0
2.3e-05,0.000335,0.39378,0.58767,0.39391,0.587774,0.0,275.0,0.0,429.0,1.0
1.7e-05,0.00033,0.393194,1.015209,0.393322,1.206776,0.0,41758.0,0.0,200.0,1.0
2.3e-05,0.000323,0.390844,0.979988,0.390897,1.1695,0.0,43089.0,0.0,200.0,1.0
2.3e-05,0.000326,0.393084,0.585144,0.393146,0.585257,0.0,276.0,0.0,429.0,1.0
1.7e-05,0.00032,0.392361,1.005813,0.392412,1.196266,0.0,42125.0,0.0,200.0,1.0
2.4e-05,0.000347,0.394816,0.983538,0.394868,1.175052,0.0,42885.0,0.0,200.0,1.0
2.1e-05,0.000316,0.382693,0.570617,0.382743,0.570748,0.0,283.0,0.0,429.0,1.0
2.2e-05,0.000313,0.386928,0.966155,0.38698,1.153861,0.0,43673.0,0.0,200.0,1.0
2.4e-05,0.000323,0.383288,0.958479,0.383338,1.144343,0.0,44036.0,0.0,200.0,1.0
2.1e-05,0.000328,0.381961,0.95796,0.382013,1.143657,0.0,44063.0,0.0,200.0,1.0
2.3e-05,0.000322,0.392465,0.967378,0.392612,1.158339,0.0,43504.0,0.0,200.0,1.0
1.8e-05,0.00032,0.384235,0.573262,0.384286,0.573371,0.0,282.0,0.0,429.0,1.0
1.8e-05,0.000316,0.382991,0.928765,0.383045,1.11464,0.0,45210.0,0.0,200.0,1.0
1.7e-05,0.000321,0.393286,0.966188,0.393413,1.157289,0.0,43544.0,0.0,200.0,1.0
2.1e-05,0.000324,0.382332,0.570294,0.382383,0.57042,0.0,284.0,0.0,429.0,1.0
2.1e-05,0.000319,0.394224,1.030108,0.394275,1.221621,0.0,41250.0,0.0,200.0,1.0
1.7e-05,0.000368,0.395028,1.051161,0.395079,1.242904,0.0,40544.0,0.0,200.0,1.0
1.9e-05,0.000326,0.390828,0.586555,0.39088,0.586755,0.0,276.0,0.0,429.0,1.0
2.1e-05,0.000319,0.392448,0.585423,0.3925,0.585679,0.0,276.0,0.0,429.0,1.0
2.4e-05,0.000326,0.569928,0.760603,0.570057,0.760719,0.0,212.0,0.0,429.0,1.0
2.3e-05,0.000365,0.382839,0.570248,0.382963,0.570357,0.0,284.0,0.0,429.0,1.0
2.1e-05,0.000312,0.392453,0.98748,0.392503,1.178185,0.0,42771.0,0.0,200.0,1.0
2.1e-05,0.00033,0.394476,0.588631,0.394526,0.588771,0.0,275.0,0.0,429.0,1.0
2.2e-05,0.000315,0.382467,0.998958,0.382517,1.184577,0.0,42540.0,0.0,200.0,1.0
2e-05,0.000327,0.380965,0.570867,0.381088,0.570978,0.0,283.0,0.0,429.0,1.0
1.8e-05,0.000321,0.386898,0.57657,0.387027,0.576683,0.0,280.0,0.0,429.0,1.0
2.1e-05,0.000314,0.384785,0.984562,0.384915,1.171375,0.0,43020.0,0.0,200.0,1.0
2.1e-05,0.00032,0.393097,0.586734,0.393149,0.586852,0.0,276.0,0.0,429.0,1.0
2.3e-05,0.000355,0.382376,0.993175,0.382427,1.179206,0.0,42734.0,0.0,200.0,1.0
