DNS,Connect,TLS,TTFB,Time Pretransfer,Total,Redirect,Speed Download,Speed Upload,HTTP Code,Num Connects
2.9e-05,0.00056,0.08333,0.112656,0.083393,0.112953,0.0,1434.0,0.0,429.0,1.0
2.8e-05,0.000777,0.08169,0.326199,0.081763,0.368084,0.0,136906.0,0.0,200.0,1.0
3.5e-05,0.000729,0.077374,0.108941,0.077436,0.109059,0.0,1485.0,0.0,429.0,1.0
2.7e-05,0.000673,0.076118,0.361954,0.076217,0.404819,0.0,124482.0,0.0,200.0,1.0
2.3e-05,0.0005,0.093519,0.435614,0.093598,0.478297,0.0,105359.0,0.0,200.0,1.0
3.1e-05,0.000495,0.075251,0.103789,0.075308,0.103927,0.0,1558.0,0.0,429.0,1.0
3.2e-05,0.000492,0.076585,0.332033,0.076651,0.376148,0.0,133971.0,0.0,200.0,1.0
2.4e-05,0.000518,0.095704,0.125553,0.095777,0.125678,0.0,1289.0,0.0,429.0,1.0
2.8e-05,0.000495,0.092004,0.390721,0.092071,0.434653,0.0,115938.0,0.0,200.0,1.0
2.3e-05,0.000553,0.078535,0.337042,0.078598,0.37866,0.0,133082.0,0.0,200.0,1.0
2.2e-05,0.000487,0.076255,0.358761,0.076331,0.401381,0.0,125549.0,0.0,200.0,1.0
2.3e-05,0.000756,0.080676,0.350692,0.080742,0.392723,0.0,128316.0,0.0,200.0,1.0
2.7e-05,0.000536,0.077683,0.10606,0.077747,0.106193,0.0,1525.0,0.0,429.0,1.0
2.2e-05,0.000496,0.076729,0.105338,0.076796,0.105461,0.0,1536.0,0.0,429.0,1.0
2.2e-05,0.000525,0.077819,0.329562,0.077884,0.372578,0.0,135254.0,0.0,200.0,1.0
3.8e-05,0.000516,0.076707,0.331407,0.07678,0.373203,0.0,135028.0,0.0,200.0,1.0
2.3e-05,0.000668,0.093033,12.03889,0.093099,12.051817,0.0,4181.0,0.0,200.0,1.0
2.7e-05,0.000497,0.076871,0.346425,0.076932,0.386908,0.0,130245.0,0.0,200.0,1.0
6.2e-05,0.000629,0.078591,0.10755,0.078655,0.107675,0.0,1504.0,0.0,429.0,1.0
2.2e-05,0.000489,0.077151,0.349255,0.077222,0.39295,0.0,128242.0,0.0,200.0,1.0
2.5e-05,0.000489,0.077469,0.106942,0.077531,0.107052,0.0,1513.0,0.0,429.0,1.0
2.4e-05,0.000555,0.076248,0.105858,0.076315,0.105973,0.0,1528.0,0.0,429.0,1.0
3.4e-05,0.000563,0.091527,0.353672,0.091605,0.396793,0.0,127000.0,0.0,200.0,1.0
2.2e-05,0.000519,0.076815,0.106451,0.076875,0.10663,0.0,1519.0,0.0,429.0,1.0
2.6e-05,0.000547,0.079571,0.350637,0.079666,0.398837,0.0,126349.0,0.0,200.0,1.0
2.3e-05,0.000537,0.07502,0.104945,0.075085,0.105077,0.0,1541.0,0.0,429.0,1.0
2.8e-05,0.000536,0.074812,0.104823,0.074889,0.10498,0.0,1543.0,0.0,429.0,1.0
2.1e-05,0.000486,0.0764,0.107937,0.076463,0.108061,0.0,1499.0,0.0,429.0,1.0
2.6e-05,0.000484,0.093511,0.124512,0.093581,0.124641,0.0,1299.0,0.0,429.0,1.0
2.2e-05,0.000677,0.08446,0.36681,0.084529,0.410476,0.0,122767.0,0.0,200.0,1.0
3.1e-05,0.000576,0.093148,0.122084,0.093236,0.122269,0.0,1324.0,0.0,429.0,1.0
2.6e-05,0.000486,0.078402,0.336363,0.078497,0.378253,0.0,133225.0,0.0,200.0,1.0
2.2e-05,0.000483,0.076794,0.10621,0.076879,0.106327,0.0,1523.0,0.0,429.0,1.0
2.7e-05,0.000491,0.093917,0.125388,0.09399,0.125515,0.0,1290.0,0.0,429.0,1.0
2.7e-05,0.000499,0.093238,0.363396,0.093311,0.40515,0.0,124381.0,0.0,200.0,1.0
2.8e-05,0.000532,0.082815,0.111727,0.082879,0.111853,0.0,1448.0,0.0,429.0,1.0
2.6e-05,0.000501,0.091524,11.489594,0.091594,11.530906,0.0,4370.0,0.0,200.0,1.0
2.8e-05,0.000516,0.075239,0.104189,0.075298,0.104304,0.0,1553.0,0.0,429.0,1.0
3e-05,0.00051,0.092605,0.122245,0.092709,0.12238,0.0,1323.0,0.0,429.0,1.0
2.5e-05,0.000491,0.092463,0.347102,0.092548,0.389943,0.0,129231.0,0.0,200.0,1.0
2.2e-05,0.000506,0.084367,0.113066,0.085249,0.11322,0.0,1430.0,0.0,429.0,1.0
2.3e-05,0.00059,0.093895,0.358854,0.093977,0.401651,0.0,125464.0,0.0,200.0,1.0
3.3e-05,0.000512,0.076902,0.106346,0.076964,0.106511,0.0,1520.0,0.0,429.0,1.0
2.6e-05,0.000498,0.093565,0.320067,0.09364,0.363897,0.0,138481.0,0.0,200.0,1.0
2.9e-05,0.000511,0.079315,0.34613,0.079388,0.389461,0.0,129391.0,0.0,200.0,1.0
2.2e-05,0.000654,0.088155,0.117742,0.088223,0.117903,0.0,1374.0,0.0,429.0,1.0
2.1e-05,0.000587,0.075703,0.292111,0.075775,0.333276,0.0,151205.0,0.0,200.0,1.0
3e-05,0.000491,0.09586,0.12565,0.095931,0.125769,0.0,1288.0,0.0,429.0,1.0
2.5e-05,0.000515,0.077739,0.3162,0.077812,0.359199,0.0,140292.0,0.0,200.0,1.0
3.6e-05,0.000508,0.083714,0.115425,0.08381,0.115618,0.0,1401.0,0.0,429.0,1.0
2.7e-05,0.000491,0.079687,0.365157,0.079756,0.40628,0.0,124035.0,0.0,200.0,1.0
6.4e-05,0.000578,0.081318,0.370871,0.081387,0.412449,0.0,122179.0,0.0,200.0,1.0
7.7e-05,0.000713,0.081238,0.373141,0.081318,0.416591,0.0,120965.0,0.0,200.0,1.0
2.1e-05,0.000515,0.078416,0.34727,0.078495,0.389572,0.0,129354.0,0.0,200.0,1.0
4.6e-05,0.000586,0.092274,0.380184,0.092351,0.422509,0.0,119270.0,0.0,200.0,1.0
2.6e-05,0.000517,0.092439,0.121619,0.092504,0.121747,0.0,1330.0,0.0,429.0,1.0
2.9e-05,0.000551,0.093073,0.320342,0.093143,0.363492,0.0,138635.0,0.0,200.0,1.0
2.6e-05,0.000545,0.082184,0.111904,0.082264,0.112203,0.0,1443.0,0.0,429.0,1.0
2.3e-05,0.000617,0.091386,0.344487,0.091474,0.387314,0.0,130108.0,0.0,200.0,1.0
2.9e-05,0.000574,0.077901,0.107793,0.077967,0.107923,0.0,1501.0,0.0,429.0,1.0
2.6e-05,0.000516,0.182322,0.211596,0.182384,0.211713,0.0,765.0,0.0,429.0,1.0
4e-05,0.003492,0.091626,0.386506,0.091701,0.430336,0.0,117101.0,0.0,200.0,1.0
2.3e-05,0.000499,0.093113,0.123395,0.093217,0.123545,0.0,1311.0,0.0,429.0,1.0
2.9e-05,0.000529,0.07578,0.309768,0.075859,0.351536,0.0,143350.0,0.0,200.0,1.0
2.5e-05,0.000848,0.076542,0.341669,0.076606,0.382668,0.0,131688.0,0.0,200.0,1.0
3.6e-05,0.000523,0.078101,0.354469,0.078178,0.395346,0.0,127465.0,0.0,200.0,1.0
3.2e-05,0.000566,0.075168,0.378827,0.075241,0.421028,0.0,119690.0,0.0,200.0,1.0
2.6e-05,0.000493,0.091534,0.361272,0.091639,0.403292,0.0,124954.0,0.0,200.0,1.0
2.2e-05,0.000689,0.077268,0.341623,0.077368,0.385517,0.0,130715.0,0.0,200.0,1.0
2.6e-05,0.000497,0.094661,0.380812,0.094728,0.423603,0.0,118962.0,0.0,200.0,1.0
2.6e-05,0.000503,0.080439,0.352791,0.080501,0.395206,0.0,127510.0,0.0,200.0,1.0
2.8e-05,0.000497,0.075449,0.342106,0.075527,0.384188,0.0,131167.0,0.0,200.0,1.0
2.6e-05,0.000505,0.094322,0.124461,0.094415,0.124581,0.0,1300.0,0.0,429.0,1.0
2.5e-05,0.000525,0.078189,0.341434,0.078258,0.383346,0.0,131455.0,0.0,200.0,1.0
3.5e-05,0.000566,0.083231,0.339985,0.083308,0.38028,0.0,132515.0,0.0,200.0,1.0
