DNS,Connect,TLS,TTFB,Time Pretransfer,Total,Redirect,Speed Download,Speed Upload,HTTP Code,Num Connects
2e-05,0.000487,0.077013,0.105904,0.077082,0.106353,0.0,1523.0,0.0,429.0,1.0
2.7e-05,0.000511,0.092563,0.286975,0.092659,0.33011,0.0,152655.0,0.0,200.0,1.0
2.7e-05,0.000525,0.165672,0.504774,0.165737,0.570015,0.0,88406.0,0.0,200.0,1.0
2.7e-05,0.000593,0.095419,0.124806,0.095497,0.124926,0.0,1296.0,0.0,429.0,1.0
2.5e-05,0.00079,0.094774,0.371854,0.09485,0.413,0.0,122016.0,0.0,200.0,1.0
2.6e-05,0.000546,0.092304,0.347169,0.092388,0.387602,0.0,130012.0,0.0,200.0,1.0
2.1e-05,0.000486,0.078581,0.354127,0.078651,0.398169,0.0,126561.0,0.0,200.0,1.0
2.1e-05,0.000484,0.096335,0.390698,0.096403,0.433379,0.0,116279.0,0.0,200.0,1.0
2.7e-05,0.000498,0.092617,0.384031,0.092686,0.42809,0.0,117715.0,0.0,200.0,1.0
2.7e-05,0.000497,0.090659,0.129726,0.090817,0.129868,0.0,1247.0,0.0,429.0,1.0
2.8e-05,0.000567,0.12736,0.399068,0.127426,0.440693,0.0,114349.0,0.0,200.0,1.0
2.1e-05,0.000485,0.09108,0.364378,0.091152,0.407255,0.0,123738.0,0.0,200.0,1.0
2.3e-05,0.000502,0.077565,0.106436,0.07764,0.106592,0.0,1519.0,0.0,429.0,1.0
4.1e-05,0.000546,0.079835,0.109333,0.079902,0.10947,0.0,1479.0,0.0,429.0,1.0
3.1e-05,0.000524,0.075699,0.106087,0.075761,0.106219,0.0,1525.0,0.0,429.0,1.0
3.1e-05,0.000497,0.096386,0.343288,0.096457,0.385324,0.0,130780.0,0.0,200.0,1.0
2.9e-05,0.000505,0.076545,0.324654,0.076611,0.367899,0.0,136975.0,0.0,200.0,1.0
2.7e-05,0.000495,0.092458,0.121374,0.092527,0.121529,0.0,1333.0,0.0,429.0,1.0
2.5e-05,0.000482,0.092312,0.348476,0.092392,0.392016,0.0,128548.0,0.0,200.0,1.0
2.8e-05,0.000591,0.076498,0.352281,0.076559,0.396255,0.0,127173.0,0.0,200.0,1.0
2.8e-05,0.000527,0.097317,0.346915,0.097389,0.389947,0.0,129230.0,0.0,200.0,1.0
2.6e-05,0.000497,0.092747,0.362496,0.092816,0.406385,0.0,124003.0,0.0,200.0,1.0
2.2e-05,0.000512,0.078805,0.346838,0.078872,0.389166,0.0,129489.0,0.0,200.0,1.0
2.2e-05,0.000575,0.092652,0.120934,0.092727,0.121098,0.0,1337.0,0.0,429.0,1.0
2.5e-05,0.000502,0.077199,0.317102,0.077261,0.358912,0.0,140404.0,0.0,200.0,1.0
3.8e-05,0.000531,0.078882,0.333441,0.078947,0.375173,0.0,134319.0,0.0,200.0,1.0
2.4e-05,0.000544,0.092654,0.121827,0.092729,0.122168,0.0,1326.0,0.0,429.0,1.0
5.9e-05,0.000547,0.079985,0.306447,0.080072,0.348291,0.0,144686.0,0.0,200.0,1.0
2.4e-05,0.000576,0.094728,0.37577,0.094807,0.417328,0.0,120751.0,0.0,200.0,1.0
2.1e-05,0.000504,0.077597,0.106278,0.077659,0.106471,0.0,1521.0,0.0,429.0,1.0
2.5e-05,0.000483,0.092377,0.345256,0.092453,0.385951,0.0,130568.0,0.0,200.0,1.0
2.6e-05,0.000546,0.084579,0.113618,0.084645,0.113818,0.0,1423.0,0.0,429.0,1.0
2.3e-05,0.000506,0.075437,0.104563,0.075496,0.104691,0.0,1547.0,0.0,429.0,1.0
2.2e-05,0.000492,0.076239,0.331828,0.076299,0.374192,0.0,134671.0,0.0,200.0,1.0
2.8e-05,0.000584,0.078433,0.361296,0.078504,0.404151,0.0,124688.0,0.0,200.0,1.0
2.1e-05,0.00051,0.081301,0.111921,0.081369,0.112042,0.0,1445.0,0.0,429.0,1.0
2.7e-05,0.000557,0.080305,0.109515,0.080388,0.109675,0.0,1477.0,0.0,429.0,1.0
3e-05,0.000506,0.080478,0.110157,0.080553,0.110328,0.0,1468.0,0.0,429.0,1.0
2.1e-05,0.00049,0.09226,0.12093,0.092332,0.121074,0.0,1338.0,0.0,429.0,1.0
2.9e-05,0.000494,0.094961,0.126898,0.095217,0.127046,0.0,1275.0,0.0,429.0,1.0
2.2e-05,0.000482,0.091018,0.119824,0.091084,0.119954,0.0,1350.0,0.0,429.0,1.0
2.6e-05,0.00051,0.076205,0.376911,0.076292,0.417523,0.0,120695.0,0.0,200.0,1.0
2.7e-05,0.000543,0.07594,0.331466,0.076003,0.372637,0.0,135233.0,0.0,200.0,1.0
2.1e-05,0.000498,0.077483,0.345211,0.077547,0.38894,0.0,129564.0,0.0,200.0,1.0
3.3e-05,0.000547,0.075888,0.328611,0.07595,0.369394,0.0,136420.0,0.0,200.0,1.0
2.9e-05,0.000506,0.094942,0.403936,0.095019,0.445762,0.0,113049.0,0.0,200.0,1.0
2.3e-05,0.000571,0.076785,0.130753,0.076856,0.130873,0.0,1237.0,0.0,429.0,1.0
3e-05,0.000495,0.077578,0.362608,0.077645,0.403283,0.0,124956.0,0.0,200.0,1.0
3.4e-05,0.000542,0.077347,0.107468,0.077436,0.107596,0.0,1505.0,0.0,429.0,1.0
3e-05,0.000488,0.091369,0.120149,0.091436,0.120275,0.0,1346.0,0.0,429.0,1.0
2.5e-05,0.000496,0.091623,0.120321,0.091691,0.120447,0.0,1344.0,0.0,429.0,1.0
2.1e-05,0.000492,0.07866,0.327202,0.078722,0.36984,0.0,136256.0,0.0,200.0,1.0
2.3e-05,0.00049,0.07902,0.323051,0.079086,0.363786,0.0,138523.0,0.0,200.0,1.0
3e-05,0.000539,0.081161,0.110935,0.08125,0.111064,0.0,1458.0,0.0,429.0,1.0
3e-05,0.000485,0.078921,0.108287,0.078998,0.108406,0.0,1494.0,0.0,429.0,1.0
2.9e-05,0.000904,0.079265,0.108773,0.079342,0.108897,0.0,1487.0,0.0,429.0,1.0
2.8e-05,0.000541,0.092526,0.122744,0.092595,0.122869,0.0,1318.0,0.0,429.0,1.0
2e-05,0.000496,0.095683,0.372275,0.095754,0.413731,0.0,121801.0,0.0,200.0,1.0
2.7e-05,0.000491,0.076354,0.105761,0.076423,0.105876,0.0,1530.0,0.0,429.0,1.0
2.6e-05,0.000493,0.077907,0.108503,0.077967,0.108626,0.0,1491.0,0.0,429.0,1.0
2.8e-05,0.000492,0.076755,0.33157,0.076845,0.375084,0.0,134351.0,0.0,200.0,1.0
2.2e-05,0.000584,0.092552,0.12232,0.092655,0.122447,0.0,1323.0,0.0,429.0,1.0
4.4e-05,0.00056,0.092891,0.420459,0.09297,0.460931,0.0,109328.0,0.0,200.0,1.0
2.5e-05,0.000516,0.093635,0.123214,0.093722,0.123331,0.0,1313.0,0.0,429.0,1.0
2.9e-05,0.000684,0.091815,0.377268,0.091888,0.418699,0.0,120356.0,0.0,200.0,1.0
2.5e-05,0.00048,0.076385,0.333957,0.076464,0.377941,0.0,133335.0,0.0,200.0,1.0
2.8e-05,0.000504,0.092301,0.121921,0.092365,0.122041,0.0,1327.0,0.0,429.0,1.0
2.9e-05,0.000497,0.079284,0.108963,0.079356,0.109099,0.0,1484.0,0.0,429.0,1.0
2.8e-05,0.000537,0.094534,0.123279,0.094611,0.12341,0.0,1312.0,0.0,429.0,1.0
3.5e-05,0.004211,0.112355,0.310904,0.112428,0.35308,0.0,142724.0,0.0,200.0,1.0
2.7e-05,0.000748,0.093141,0.345447,0.093231,0.388979,0.0,129551.0,0.0,200.0,1.0
2.3e-05,0.000504,0.094783,0.123361,0.094859,0.123494,0.0,1311.0,0.0,429.0,1.0
3.3e-05,0.000507,0.078044,0.107243,0.078125,0.107374,0.0,1508.0,0.0,429.0,1.0
2.2e-05,0.000489,0.078744,0.340408,0.078813,0.383247,0.0,131489.0,0.0,200.0,1.0
2.4e-05,0.000483,0.077407,0.333405,0.077484,0.376128,0.0,133978.0,0.0,200.0,1.0
2.7e-05,0.000503,0.077416,0.117813,0.077475,0.11794,0.0,1373.0,0.0,429.0,1.0
2.6e-05,0.000531,0.078693,0.108907,0.078757,0.109035,0.0,1485.0,0.0,429.0,1.0
3.3e-05,0.00051,0.078427,0.363098,0.078527,0.40673,0.0,123897.0,0.0,200.0,1.0
3.3e-05,0.000519,0.091796,0.367269,0.091861,0.409862,0.0,122951.0,0.0,200.0,1.0
2.5e-05,0.000492,0.095673,0.125074,0.095739,0.125211,0.0,1293.0,0.0,429.0,1.0
2.7e-05,0.000506,0.079088,0.334945,0.079174,0.375848,0.0,134078.0,0.0,200.0,1.0
2.3e-05,0.00049,0.094805,0.336605,0.094895,0.380056,0.0,132593.0,0.0,200.0,1.0
2.4e-05,0.000486,0.093013,0.337899,0.093084,0.382053,0.0,131900.0,0.0,200.0,1.0
3.6e-05,0.000528,0.091702,0.368698,0.091772,0.411372,0.0,122499.0,0.0,200.0,1.0
2.6e-05,0.000502,0.09095,0.131114,0.09102,0.131258,0.0,1234.0,0.0,429.0,1.0
2.5e-05,0.000631,0.128765,0.430274,0.128851,0.471701,0.0,106832.0,0.0,200.0,1.0
2.7e-05,0.000505,0.095369,5.541971,0.095441,5.58241,0.0,9027.0,0.0,200.0,1.0
2.6e-05,0.000498,0.119536,0.460921,0.119602,0.502316,0.0,100321.0,0.0,200.0,1.0
2.2e-05,0.000499,0.092121,0.407214,0.09219,0.447814,0.0,112531.0,0.0,200.0,1.0
2.9e-05,0.000486,0.090914,0.405423,0.090979,0.448124,0.0,112453.0,0.0,200.0,1.0
2.2e-05,0.00051,0.132189,0.405179,0.132499,0.448698,0.0,112309.0,0.0,200.0,1.0
2.3e-05,0.000508,0.126726,0.400812,0.126812,0.44214,0.0,113975.0,0.0,200.0,1.0
2.3e-05,0.000534,0.094786,0.135871,0.094873,0.136022,0.0,1190.0,0.0,429.0,1.0
2.3e-05,0.000507,0.082116,0.112503,0.082293,0.112646,0.0,1438.0,0.0,429.0,1.0
4.8e-05,0.000576,0.077255,0.379087,0.077334,0.420718,0.0,119778.0,0.0,200.0,1.0
3.3e-05,0.000664,0.083106,0.34109,0.083177,0.382766,0.0,131654.0,0.0,200.0,1.0
2.7e-05,0.000524,0.092622,0.355397,0.092692,0.399071,0.0,126275.0,0.0,200.0,1.0
2.1e-05,0.000483,0.080268,0.11037,0.080341,0.110509,0.0,1465.0,0.0,429.0,1.0
2.5e-05,0.000518,0.078643,0.108079,0.078708,0.108367,0.0,1494.0,0.0,429.0,1.0
2.5e-05,0.000505,0.081089,0.331011,0.081156,0.3722,0.0,135392.0,0.0,200.0,1.0
