DNS,Connect,TLS,TTFB,Time Pretransfer,Total,Redirect,Speed Download,Speed Upload,HTTP Code,Num Connects
2.3e-05,0.00048,0.091447,0.414067,0.091516,0.455072,0.0,110736.0,0.0,200.0,1.0
2.1e-05,0.000491,0.077616,0.33326,0.077684,0.374927,0.0,134407.0,0.0,200.0,1.0
2.5e-05,0.000538,0.079133,0.304114,0.079203,0.345036,0.0,146051.0,0.0,200.0,1.0
2.2e-05,0.000495,0.092337,0.12141,0.092403,0.121772,0.0,1330.0,0.0,429.0,1.0
2.6e-05,0.000565,0.091513,0.12102,0.091644,0.12115,0.0,1337.0,0.0,429.0,1.0
2.5e-05,0.000509,0.075368,0.104389,0.07543,0.104632,0.0,1548.0,0.0,429.0,1.0
2.2e-05,0.000626,0.091197,0.344761,0.091265,0.386976,0.0,130222.0,0.0,200.0,1.0
2.5e-05,0.000513,0.080056,0.109645,0.080122,0.109808,0.0,1475.0,0.0,429.0,1.0
2.7e-05,0.000491,0.078349,0.107774,0.07843,0.107904,0.0,1501.0,0.0,429.0,1.0
2.6e-05,0.000528,0.077099,0.106446,0.077168,0.106701,0.0,1518.0,0.0,429.0,1.0
2.5e-05,0.000489,0.078902,0.334708,0.078973,0.376799,0.0,133739.0,0.0,200.0,1.0
2.4e-05,0.000476,0.076108,0.337714,0.076184,0.379887,0.0,132652.0,0.0,200.0,1.0
2.9e-05,0.000482,0.078389,0.109054,0.078462,0.109169,0.0,1483.0,0.0,429.0,1.0
2.6e-05,0.000516,0.09197,0.36887,0.092039,0.409322,0.0,123113.0,0.0,200.0,1.0
2.1e-05,0.000481,0.078371,0.342903,0.078452,0.383711,0.0,131330.0,0.0,200.0,1.0
2.6e-05,0.000525,0.385614,0.669239,0.38571,0.77707,0.0,64850.0,0.0,200.0,1.0
2.3e-05,0.000551,0.075587,0.107016,0.075651,0.107152,0.0,1511.0,0.0,429.0,1.0
2.6e-05,0.000568,0.076191,0.335144,0.076254,0.377384,0.0,133532.0,0.0,200.0,1.0
2.1e-05,0.000501,0.077852,0.355745,0.07792,0.39806,0.0,126596.0,0.0,200.0,1.0
3e-05,0.000611,0.08915,0.336603,0.089222,0.377118,0.0,133626.0,0.0,200.0,1.0
3e-05,0.000587,0.081491,0.32402,0.081557,0.365902,0.0,137722.0,0.0,200.0,1.0
2.2e-05,0.000486,0.078815,0.112166,0.078896,0.112298,0.0,1442.0,0.0,429.0,1.0
2.6e-05,0.000498,0.077436,0.106853,0.077502,0.106995,0.0,1514.0,0.0,429.0,1.0
2.6e-05,0.000939,0.077872,0.107858,0.077936,0.108201,0.0,1497.0,0.0,429.0,1.0
2.2e-05,0.000521,0.076949,0.327772,0.07701,0.371821,0.0,135530.0,0.0,200.0,1.0
3.6e-05,0.000517,0.097035,0.126857,0.09712,0.127019,0.0,1275.0,0.0,429.0,1.0
4e-05,0.000504,0.091791,0.398822,0.091899,0.441262,0.0,114201.0,0.0,200.0,1.0
2.1e-05,0.000491,0.0933,0.38214,0.093372,0.423633,0.0,118954.0,0.0,200.0,1.0
2.1e-05,0.000532,0.095033,0.385776,0.095099,0.427759,0.0,117806.0,0.0,200.0,1.0
2.6e-05,0.000489,0.092987,0.335516,0.093071,0.378737,0.0,133055.0,0.0,200.0,1.0
2.6e-05,0.000505,0.077763,0.37278,0.077832,0.413507,0.0,121867.0,0.0,200.0,1.0
2.3e-05,0.000545,0.07704,0.106219,0.077126,0.106346,0.0,1523.0,0.0,429.0,1.0
2.8e-05,0.000552,0.080491,0.392206,0.080561,0.43481,0.0,115896.0,0.0,200.0,1.0
3.6e-05,0.000513,0.079846,0.370176,0.079913,0.414211,0.0,121660.0,0.0,200.0,1.0
2.6e-05,0.00052,0.092418,0.358051,0.092533,0.400803,0.0,125730.0,0.0,200.0,1.0
2.8e-05,0.000528,0.09423,0.430164,0.094443,0.47248,0.0,106656.0,0.0,200.0,1.0
2.6e-05,0.00049,0.0934,0.4261,0.09348,0.46772,0.0,107741.0,0.0,200.0,1.0
2.6e-05,0.000485,0.090877,0.1193,0.091104,0.119425,0.0,1356.0,0.0,429.0,1.0
2.1e-05,0.000512,0.079178,0.323306,0.079246,0.364885,0.0,138106.0,0.0,200.0,1.0
2.5e-05,0.000499,0.076935,0.105445,0.077102,0.105603,0.0,1534.0,0.0,429.0,1.0
2.5e-05,0.0005,0.077674,0.402029,0.077891,0.442793,0.0,113807.0,0.0,200.0,1.0
2.2e-05,0.000505,0.079516,0.310931,0.079596,0.354499,0.0,142152.0,0.0,200.0,1.0
4.7e-05,0.000671,0.078175,0.381361,0.078266,0.425091,0.0,118546.0,0.0,200.0,1.0
2.3e-05,0.000509,0.092929,0.545934,0.092998,0.589863,0.0,85431.0,0.0,200.0,1.0
2.8e-05,0.000553,0.077062,0.105729,0.077135,0.105871,0.0,1530.0,0.0,429.0,1.0
2.5e-05,0.000487,0.078477,0.107953,0.078541,0.108072,0.0,1499.0,0.0,429.0,1.0
3e-05,0.000501,0.075675,0.335542,0.075747,0.378888,0.0,133002.0,0.0,200.0,1.0
2.6e-05,0.000478,0.092377,0.330768,0.092454,0.373466,0.0,134933.0,0.0,200.0,1.0
2.8e-05,0.000508,0.078625,0.107994,0.078694,0.108228,0.0,1496.0,0.0,429.0,1.0
2.8e-05,0.000512,0.09874,0.39242,0.098805,0.433212,0.0,116324.0,0.0,200.0,1.0
2.5e-05,0.000516,0.079002,0.433953,0.079075,0.474565,0.0,106187.0,0.0,200.0,1.0
2.3e-05,0.000487,0.076897,0.105846,0.076959,0.106033,0.0,1527.0,0.0,429.0,1.0
2.5e-05,0.000642,0.091985,0.339934,0.092052,0.38257,0.0,131722.0,0.0,200.0,1.0
2.6e-05,0.000623,0.095065,0.125274,0.095138,0.125461,0.0,1291.0,0.0,429.0,1.0
2.9e-05,0.000688,0.093877,0.123527,0.093949,0.123675,0.0,1309.0,0.0,429.0,1.0
