DNS,Connect,TLS,TTFB,Time Pretransfer,Total,Redirect,Speed Download,Speed Upload,HTTP Code,Num Connects
2.7e-05,0.000545,0.076016,0.104413,0.076081,0.104613,0.0,1548.0,0.0,429.0,1.0
2.2e-05,0.000519,0.089252,0.117934,0.089326,0.118055,0.0,1372.0,0.0,429.0,1.0
2.4e-05,0.000507,0.092363,0.121567,0.092435,0.121712,0.0,1331.0,0.0,429.0,1.0
2.5e-05,0.000507,0.07709,0.247803,0.077155,0.289252,0.0,174218.0,0.0,200.0,1.0
2.6e-05,0.000511,0.0914,0.120843,0.091468,0.120959,0.0,1339.0,0.0,429.0,1.0
2.1e-05,0.000505,0.089624,0.118692,0.089698,0.118812,0.0,1363.0,0.0,429.0,1.0
2.4e-05,0.000488,0.07492,0.103749,0.074997,0.103873,0.0,1559.0,0.0,429.0,1.0
2.5e-05,0.000499,0.074355,0.393689,0.074414,0.434009,0.0,116110.0,0.0,200.0,1.0
2.6e-05,0.000551,0.09345,0.357756,0.093536,0.399508,0.0,126137.0,0.0,200.0,1.0
2.5e-05,0.000498,0.077095,0.107474,0.077173,0.107591,0.0,1505.0,0.0,429.0,1.0
2.7e-05,0.000489,0.075357,0.105039,0.075419,0.105172,0.0,1540.0,0.0,429.0,1.0
2.1e-05,0.000558,0.09142,0.334301,0.091489,0.378342,0.0,133194.0,0.0,200.0,1.0
2.5e-05,0.000534,0.074428,0.297916,0.074489,0.341807,0.0,147431.0,0.0,200.0,1.0
2.1e-05,0.000506,0.075247,0.105611,0.075329,0.105731,0.0,1532.0,0.0,429.0,1.0
2.5e-05,0.000505,0.089403,0.118669,0.089475,0.118782,0.0,1363.0,0.0,429.0,1.0
2.5e-05,0.000579,0.093247,0.123081,0.093315,0.123201,0.0,1314.0,0.0,429.0,1.0
3e-05,0.000509,0.089212,0.272121,0.089282,0.314603,0.0,160179.0,0.0,200.0,1.0
2.1e-05,0.000501,0.090259,0.11931,0.09033,0.119472,0.0,1355.0,0.0,429.0,1.0
2.3e-05,0.000702,0.08995,0.119209,0.090014,0.119404,0.0,1356.0,0.0,429.0,1.0
2.3e-05,0.000508,0.077969,0.343643,0.078041,0.386062,0.0,130530.0,0.0,200.0,1.0
2.1e-05,0.000511,0.076304,0.297907,0.076369,0.338856,0.0,148715.0,0.0,200.0,1.0
2.1e-05,0.00048,0.089973,0.350186,0.09004,0.393189,0.0,128164.0,0.0,200.0,1.0
2.2e-05,0.000588,0.081801,0.110907,0.081867,0.111126,0.0,1457.0,0.0,429.0,1.0
3.3e-05,0.000509,0.073785,0.104335,0.073844,0.104477,0.0,1550.0,0.0,429.0,1.0
2.2e-05,0.000503,0.074262,0.344595,0.074328,0.387494,0.0,130048.0,0.0,200.0,1.0
4.4e-05,0.000517,0.075299,0.289336,0.075358,0.33081,0.0,152332.0,0.0,200.0,1.0
2.9e-05,0.000526,0.091118,0.120338,0.091194,0.120527,0.0,1344.0,0.0,429.0,1.0
2.4e-05,0.000495,0.074655,0.103701,0.074747,0.103822,0.0,1560.0,0.0,429.0,1.0
2.5e-05,0.000498,0.075603,0.105864,0.075669,0.105981,0.0,1528.0,0.0,429.0,1.0
2.6e-05,0.000486,0.092602,0.122689,0.092712,0.122821,0.0,1318.0,0.0,429.0,1.0
2.9e-05,0.00075,0.079645,0.356557,0.07977,0.397924,0.0,126639.0,0.0,200.0,1.0
2.2e-05,0.000497,0.090131,0.118904,0.090204,0.119027,0.0,1361.0,0.0,429.0,1.0
2.8e-05,0.000644,0.091552,0.120491,0.091624,0.120611,0.0,1343.0,0.0,429.0,1.0
2.3e-05,0.000555,0.097469,0.126631,0.097577,0.126749,0.0,1278.0,0.0,429.0,1.0
2.9e-05,0.000508,0.076152,0.359661,0.076225,0.403282,0.0,124957.0,0.0,200.0,1.0
2.2e-05,0.000486,0.093281,0.128376,0.093357,0.128494,0.0,1260.0,0.0,429.0,1.0
2.6e-05,0.000575,0.090824,0.120083,0.090929,0.120284,0.0,1346.0,0.0,429.0,1.0
2.6e-05,0.000494,0.076288,0.351916,0.076359,0.39579,0.0,127322.0,0.0,200.0,1.0
2.7e-05,0.000503,0.090427,0.393395,0.0905,0.436015,0.0,115576.0,0.0,200.0,1.0
2.2e-05,0.000515,0.091142,0.348361,0.09121,0.392024,0.0,128545.0,0.0,200.0,1.0
2.2e-05,0.000576,0.089957,0.118611,0.090034,0.118746,0.0,1364.0,0.0,429.0,1.0
2.5e-05,0.000584,0.073611,0.102816,0.073673,0.103099,0.0,1571.0,0.0,429.0,1.0
2.6e-05,0.000498,0.074864,0.325295,0.074921,0.36598,0.0,137693.0,0.0,200.0,1.0
2.5e-05,0.000558,0.074105,0.354538,0.074172,0.395229,0.0,127503.0,0.0,200.0,1.0
3.3e-05,0.000501,0.074349,0.104228,0.074412,0.104354,0.0,1552.0,0.0,429.0,1.0
2.5e-05,0.000501,0.090287,0.119444,0.090371,0.11956,0.0,1354.0,0.0,429.0,1.0
3.5e-05,0.00414,0.079133,0.109643,0.079203,0.109787,0.0,1475.0,0.0,429.0,1.0
