DNS,Connect,TLS,TTFB,Time Pretransfer,Total,Redirect,Speed Download,Speed Upload,HTTP Code,Num Connects
2.4e-05,0.000497,0.126351,0.420965,0.12642,0.463411,0.0,108743.0,0.0,200.0,1.0
2.5e-05,0.00049,0.085797,0.124409,0.085891,0.1247,0.0,1299.0,0.0,429.0,1.0
7.1e-05,0.000562,0.074433,0.34546,0.074511,0.388363,0.0,129757.0,0.0,200.0,1.0
2.3e-05,0.000493,0.075934,0.400068,0.075997,0.442396,0.0,113909.0,0.0,200.0,1.0
3.5e-05,0.000541,0.073343,0.29624,0.073412,0.340308,0.0,148080.0,0.0,200.0,1.0
2.5e-05,0.000499,0.074489,0.103466,0.074566,0.103581,0.0,1563.0,0.0,429.0,1.0
2.5e-05,0.000491,0.075618,0.105334,0.075694,0.105446,0.0,1536.0,0.0,429.0,1.0
2.1e-05,0.000498,0.089931,0.362753,0.090004,0.405321,0.0,124328.0,0.0,200.0,1.0
2.8e-05,0.000504,0.077093,0.337193,0.077159,0.380189,0.0,132547.0,0.0,200.0,1.0
2.1e-05,0.000493,0.090332,0.119706,0.090398,0.119927,0.0,1350.0,0.0,429.0,1.0
2.8e-05,0.000529,0.092055,0.121202,0.092138,0.12135,0.0,1334.0,0.0,429.0,1.0
6.8e-05,0.000675,0.143878,0.174258,0.144032,0.174411,0.0,928.0,0.0,429.0,1.0
2.5e-05,0.000613,0.090294,0.119335,0.090362,0.119492,0.0,1355.0,0.0,429.0,1.0
3.1e-05,0.000508,0.08891,0.117722,0.089043,0.117836,0.0,1374.0,0.0,429.0,1.0
2.5e-05,0.000486,0.073129,0.101828,0.073188,0.101958,0.0,1588.0,0.0,429.0,1.0
2.9e-05,0.000521,0.091152,0.32939,0.091226,0.370418,0.0,136043.0,0.0,200.0,1.0
2.5e-05,0.000537,0.089792,0.393857,0.090004,0.436696,0.0,115396.0,0.0,200.0,1.0
2.1e-05,0.00051,0.076323,0.34389,0.076401,0.385389,0.0,130758.0,0.0,200.0,1.0
2.7e-05,0.000496,0.078883,0.108014,0.078945,0.108146,0.0,1497.0,0.0,429.0,1.0
2.2e-05,0.00049,0.090282,0.119625,0.090348,0.119759,0.0,1352.0,0.0,429.0,1.0
2.2e-05,0.00049,0.081479,0.111095,0.081549,0.111227,0.0,1456.0,0.0,429.0,1.0
2.6e-05,0.000506,0.074672,0.372568,0.074733,0.413896,0.0,121752.0,0.0,200.0,1.0
2.4e-05,0.000487,0.073803,0.336162,0.073862,0.379656,0.0,132733.0,0.0,200.0,1.0
2.1e-05,0.000542,0.073811,0.102594,0.073875,0.102869,0.0,1574.0,0.0,429.0,1.0
