DNS,Connect,TLS,TTFB,Time Pretransfer,Total,Redirect,Speed Download,Speed Upload,HTTP Code,Num Connects
4.1e-05,0.00051,0.079235,0.341368,0.079309,0.385071,0.0,130866.0,0.0,200.0,1.0
2.1e-05,0.000481,0.082137,0.114713,0.082206,0.114905,0.0,1409.0,0.0,429.0,1.0
4.2e-05,0.00051,0.079341,0.109134,0.079413,0.109272,0.0,1482.0,0.0,429.0,1.0
2.7e-05,0.000513,0.078614,0.109381,0.078678,0.109514,0.0,1479.0,0.0,429.0,1.0
2.8e-05,0.000499,0.094364,0.12302,0.094441,0.123227,0.0,1314.0,0.0,429.0,1.0
2.1e-05,0.000489,0.091086,0.120092,0.091195,0.120225,0.0,1347.0,0.0,429.0,1.0
2.8e-05,0.000539,0.080972,0.110707,0.081039,0.110837,0.0,1461.0,0.0,429.0,1.0
2.1e-05,0.000527,0.075719,0.105876,0.075787,0.105996,0.0,1528.0,0.0,429.0,1.0
3.4e-05,0.000553,0.077691,0.107176,0.077764,0.107305,0.0,1509.0,0.0,429.0,1.0
2.4e-05,0.000628,0.076972,0.35895,0.077037,0.400652,0.0,125777.0,0.0,200.0,1.0
2.1e-05,0.00049,0.077184,0.313261,0.077248,0.353732,0.0,142460.0,0.0,200.0,1.0
2.6e-05,0.000558,0.096091,0.334226,0.096161,0.376965,0.0,133680.0,0.0,200.0,1.0
2.2e-05,0.000489,0.074645,0.317983,0.074727,0.359929,0.0,140008.0,0.0,200.0,1.0
2.6e-05,0.000497,0.075394,0.340645,0.075468,0.3813,0.0,132161.0,0.0,200.0,1.0
2.6e-05,0.000573,0.078393,0.107829,0.078471,0.107952,0.0,1500.0,0.0,429.0,1.0
3.3e-05,0.000509,0.077389,0.106472,0.077457,0.106624,0.0,1519.0,0.0,429.0,1.0
2.8e-05,0.000544,0.092414,0.121278,0.092491,0.121398,0.0,1334.0,0.0,429.0,1.0
2.1e-05,0.000495,0.075972,0.10565,0.076038,0.105781,0.0,1531.0,0.0,429.0,1.0
2.3e-05,0.000483,0.092359,0.121418,0.092454,0.121543,0.0,1332.0,0.0,429.0,1.0
3.1e-05,0.00051,0.080841,0.110317,0.080911,0.11044,0.0,1466.0,0.0,429.0,1.0
2.5e-05,0.000535,0.092129,0.121688,0.092206,0.121832,0.0,1329.0,0.0,429.0,1.0
2.5e-05,0.000517,0.093894,0.336627,0.09411,0.380053,0.0,132594.0,0.0,200.0,1.0
2.6e-05,0.000485,0.093072,0.348339,0.093144,0.39079,0.0,128951.0,0.0,200.0,1.0
2.6e-05,0.000531,0.07985,0.109666,0.079932,0.10979,0.0,1475.0,0.0,429.0,1.0
2.6e-05,0.000596,0.078772,0.107663,0.078848,0.107858,0.0,1501.0,0.0,429.0,1.0
2.5e-05,0.000634,0.08088,0.368248,0.080945,0.411438,0.0,122480.0,0.0,200.0,1.0
2.4e-05,0.000555,0.095904,0.31892,0.095974,0.360633,0.0,139734.0,0.0,200.0,1.0
2.4e-05,0.000518,0.079357,0.365597,0.079433,0.406427,0.0,123990.0,0.0,200.0,1.0
3.6e-05,0.000612,0.079951,0.354185,0.080032,0.394609,0.0,127703.0,0.0,200.0,1.0
3.8e-05,0.000591,0.091849,0.297753,0.091913,0.339345,0.0,148500.0,0.0,200.0,1.0
2.9e-05,0.000544,0.084654,0.114292,0.084732,0.114437,0.0,1415.0,0.0,429.0,1.0
2.7e-05,0.000496,0.093207,0.373377,0.093285,0.415833,0.0,121185.0,0.0,200.0,1.0
2.5e-05,0.000571,0.075847,0.319374,0.075911,0.362464,0.0,139028.0,0.0,200.0,1.0
3.3e-05,0.000543,0.088024,0.117876,0.088108,0.118006,0.0,1372.0,0.0,429.0,1.0
2.6e-05,0.000485,0.082263,0.338213,0.082332,0.380756,0.0,132349.0,0.0,200.0,1.0
3.7e-05,0.000564,0.076566,0.345906,0.076642,0.38858,0.0,129685.0,0.0,200.0,1.0
2.6e-05,0.00053,0.075823,0.10465,0.075902,0.104855,0.0,1544.0,0.0,429.0,1.0
2e-05,0.000493,0.092898,0.29675,0.092966,0.337422,0.0,149347.0,0.0,200.0,1.0
2.7e-05,0.000539,0.076128,0.301828,0.076203,0.344347,0.0,146343.0,0.0,200.0,1.0
2.4e-05,0.000483,0.077547,0.106139,0.077608,0.106279,0.0,1524.0,0.0,429.0,1.0
2.8e-05,0.00051,0.092704,0.366902,0.092781,0.407527,0.0,123655.0,0.0,200.0,1.0
2.8e-05,0.000589,0.094282,0.313721,0.094494,0.356838,0.0,141220.0,0.0,200.0,1.0
2.5e-05,0.000501,0.093964,0.122997,0.094027,0.12326,0.0,1314.0,0.0,429.0,1.0
3.5e-05,0.000605,0.092505,0.121351,0.092685,0.121534,0.0,1332.0,0.0,429.0,1.0
2.7e-05,0.000574,0.075591,0.332947,0.075669,0.380515,0.0,132433.0,0.0,200.0,1.0
3.5e-05,0.000559,0.079921,0.34014,0.079993,0.381309,0.0,132157.0,0.0,200.0,1.0
2.7e-05,0.00051,0.078231,0.344097,0.078312,0.386465,0.0,130394.0,0.0,200.0,1.0
2.7e-05,0.000585,0.07638,0.106076,0.076442,0.106211,0.0,1525.0,0.0,429.0,1.0
2.3e-05,0.000526,0.093271,0.329126,0.093363,0.371174,0.0,135766.0,0.0,200.0,1.0
7.3e-05,0.000566,0.093217,0.351233,0.093288,0.392319,0.0,128449.0,0.0,200.0,1.0
2.3e-05,0.000496,0.085356,0.394136,0.085423,0.435659,0.0,115670.0,0.0,200.0,1.0
