website,id,date,layer_counts,all_packet_count,all_packet_sizes,all_packet_total_size,all_packet_min_size,all_packet_max_size,all_packet_average_size,tcp_packet_count,tcp_packet_sizes,tcp_packet_total_size,tcp_packet_min_size,tcp_packet_max_size,tcp_packet_average_size,tcp_count,tcp_retransmissions,tcp_duplicate_acks,tcp_fast_retransmissions,tcp_retransmission_percentage,tcp_min_rtt,tcp_max_rtt,tcp_avg_rtt,udp_count,udp_packet_count,udp_packet_sizes,udp_packet_total_size,udp_packet_min_size,udp_packet_max_size,udp_packet_average_size,rtp_count,dns_count,dns_incomplete_transactions,ip_packet_count,ip_packet_sizes,ip_packet_total_size,ip_packet_min_size,ip_packet_max_size,ip_packet_average_size,ip_count,ip_fragmented,ip_fragmentation_percentage,dns_query_types,dns_response_codes,data_count,data_total_payload_size,data_min_payload_size,data_max_payload_size,data_avg_payload_size,param_frag_size,param_tcp_frag,param_record_frag
http://paparatsi.mn/,2db51120-86fc-4fa9-a13c-1c286f9d1fa1,2025-04-09 14:56:03,"{'eth': 71, 'ip': 71, 'udp': 38, 'DATA': 12, 'dns': 6, 'tcp': 33, 'http': 2, 'tls': 3, 'data-text-lines': 1, 'quic': 23}",71,"[71, 68, 71, 66, 72, 88, 78, 74, 66, 91, 91, 91, 71, 68, 122, 66, 66, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 66, 71, 66, 54, 66, 54, 66, 75, 75, 125, 91, 1292, 1292, 124, 82, 1292, 1292, 345, 672, 120, 73, 1288, 1288, 593, 169, 67, 71, 67, 71, 74, 68, 886, 200, 77, 66, 120, 66, 122, 66]",23535,54,1354,331.4788732394366,33,"[78, 74, 66, 91, 91, 91, 122, 66, 66, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 66, 54, 66, 54, 66, 120, 66, 122, 66]",10888,54,1354,329.93939393939394,33,0,0,0,0.0,9.6e-05,0.303413,0.10533983333333334,38,38,"[71, 68, 71, 66, 72, 88, 71, 68, 71, 66, 75, 75, 125, 91, 1292, 1292, 124, 82, 1292, 1292, 345, 672, 120, 73, 1288, 1288, 593, 169, 67, 71, 67, 71, 74, 68, 886, 200, 77, 66]",12647,66,1292,332.8157894736842,0,6,0,71,"[71, 68, 71, 66, 72, 88, 78, 74, 66, 91, 91, 91, 71, 68, 122, 66, 66, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 66, 71, 66, 54, 66, 54, 66, 75, 75, 125, 91, 1292, 1292, 124, 82, 1292, 1292, 345, 672, 120, 73, 1288, 1288, 593, 169, 67, 71, 67, 71, 74, 68, 886, 200, 77, 66, 120, 66, 122, 66]",23535,54,1354,331.4788732394366,71,0,0.0,"{'1': 4, '65': 2}",{},12,271,24,29,27.1,5,True,False
http://paparatsi.mn/,b99867e2-1234-4aab-86a2-dc5ceecfe1eb,2025-04-09 14:56:14,"{'eth': 103, 'ip': 103, 'udp': 69, 'DATA': 46, 'tcp': 34, 'tls': 6, 'http': 2, 'data-text-lines': 1, 'quic': 26}",103,"[71, 66, 71, 66, 66, 66, 71, 68, 71, 66, 90, 66, 94, 66, 78, 71, 66, 74, 66, 91, 91, 91, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 90, 66, 66, 94, 66, 71, 66, 1292, 1292, 118, 647, 82, 1292, 1292, 343, 120, 986, 67, 73, 64, 162, 73, 570, 78, 570, 67, 75, 123, 75, 122, 74, 71, 68, 71, 66, 71, 68, 71, 66, 71, 68, 71, 120, 122, 66, 66, 71, 68, 71, 71, 68, 66, 71, 68, 71, 66, 71, 66, 71, 68, 401, 170, 64, 77, 66, 71, 66]",24217,64,1354,235.11650485436894,34,"[66, 66, 90, 66, 94, 66, 78, 74, 66, 91, 91, 91, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 90, 66, 66, 94, 66, 120, 122, 66]",11026,66,1354,324.29411764705884,34,0,0,0,0.0,0.000167,0.309399,0.106155,69,69,"[71, 66, 71, 66, 71, 68, 71, 66, 71, 66, 71, 66, 1292, 1292, 118, 647, 82, 1292, 1292, 343, 120, 986, 67, 73, 64, 162, 73, 570, 78, 570, 67, 75, 123, 75, 122, 74, 71, 68, 71, 66, 71, 68, 71, 66, 71, 68, 71, 66, 71, 68, 71, 71, 68, 66, 71, 68, 71, 66, 71, 66, 71, 68, 401, 170, 64, 77, 66, 71, 66]",13191,64,1292,191.17391304347825,0,0,0,103,"[71, 66, 71, 66, 66, 66, 71, 68, 71, 66, 90, 66, 94, 66, 78, 71, 66, 74, 66, 91, 91, 91, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 90, 66, 66, 94, 66, 71, 66, 1292, 1292, 118, 647, 82, 1292, 1292, 343, 120, 986, 67, 73, 64, 162, 73, 570, 78, 570, 67, 75, 123, 75, 122, 74, 71, 68, 71, 66, 71, 68, 71, 66, 71, 68, 71, 120, 122, 66, 66, 71, 68, 71, 71, 68, 66, 71, 68, 71, 66, 71, 66, 71, 68, 401, 170, 64, 77, 66, 71, 66]",24217,64,1354,235.11650485436894,103,0,0.0,{},{},46,1302,24,81,29.59090909090909,5,True,False
http://paparatsi.mn/,8ba66546-ff7f-467e-b2f1-890a9aff6b5f,2025-04-09 14:56:25,"{'eth': 110, 'ip': 110, 'tcp': 64, 'tls': 21, 'udp': 46, 'DATA': 43, 'http': 2, 'data-text-lines': 1, 'dns': 6}",110,"[122, 66, 71, 68, 71, 67, 93, 78, 66, 97, 66, 74, 78, 75, 78, 71, 66, 295, 66, 273, 66, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 71, 66, 66, 66, 71, 66, 71, 66, 71, 66, 71, 66, 71, 68, 71, 66, 71, 67, 120, 66, 122, 66, 66, 66, 71, 66, 98, 66, 94, 66, 123, 123, 300, 277, 136, 223, 78, 74, 66, 366, 66, 1354, 826, 1354, 1059, 66, 66, 192, 117, 135, 66, 159, 423, 104, 66, 104, 66, 1253, 391, 66, 70, 74, 64, 75, 715, 79, 226, 75, 66]",25229,64,1354,229.35454545454544,64,"[122, 66, 93, 66, 97, 66, 78, 295, 66, 273, 66, 74, 66, 91, 91, 91, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 120, 66, 122, 66, 66, 66, 98, 66, 94, 66, 78, 74, 66, 366, 66, 1354, 826, 1354, 1059, 66, 66, 192, 117, 135, 66, 159, 423, 104, 66, 104, 66, 391, 66]",19258,66,1354,300.90625,64,0,0,0,0.0,0.000143,0.230342,0.050481230769230764,46,46,"[71, 68, 71, 67, 78, 74, 78, 75, 71, 66, 71, 66, 71, 66, 71, 66, 71, 66, 71, 66, 71, 66, 71, 68, 71, 66, 71, 67, 71, 66, 123, 123, 300, 277, 136, 223, 1253, 70, 74, 64, 75, 715, 79, 226, 75, 66]",5971,64,1253,129.80434782608697,0,6,0,110,"[122, 66, 71, 68, 71, 67, 93, 78, 66, 97, 66, 74, 78, 75, 78, 71, 66, 295, 66, 273, 66, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 71, 66, 66, 66, 71, 66, 71, 66, 71, 66, 71, 66, 71, 68, 71, 66, 71, 67, 120, 66, 122, 66, 66, 66, 71, 66, 98, 66, 94, 66, 123, 123, 300, 277, 136, 223, 78, 74, 66, 366, 66, 1354, 826, 1354, 1059, 66, 66, 192, 117, 135, 66, 159, 423, 104, 66, 104, 66, 1253, 391, 66, 70, 74, 64, 75, 715, 79, 226, 75, 66]",25229,64,1354,229.35454545454544,110,0,0.0,"{'1': 2, '28': 4}",{},43,3109,22,1211,77.725,5,True,False
http://paparatsi.mn/,9a30dbb0-095b-4f20-b2a6-58eb05726b14,2025-04-09 14:56:36,"{'eth': 91, 'ip': 91, 'udp': 45, 'DATA': 47, 'tcp': 46, 'tls': 11, 'http': 2, 'data-text-lines': 1}",91,"[71, 67, 91, 66, 95, 66, 78, 74, 66, 91, 91, 91, 94, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 90, 66, 66, 66, 105, 66, 66, 90, 66, 54, 54, 123, 75, 120, 122, 66, 71, 68, 71, 66, 71, 68, 122, 75, 71, 68, 71, 67, 71, 68, 71, 67, 71, 68, 71, 67, 71, 68, 71, 67, 71, 67, 97, 66, 66, 66, 71, 68, 71, 67, 71, 67, 492, 75, 90, 66, 94, 66, 71, 68, 71, 67, 71, 67, 71]",15604,54,1354,171.47252747252747,46,"[91, 66, 95, 66, 78, 74, 66, 91, 91, 91, 94, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 90, 66, 66, 66, 105, 66, 66, 90, 66, 54, 54, 120, 122, 66, 97, 66, 66, 66, 90, 66, 94, 66]",11942,54,1354,259.60869565217394,46,0,0,0,0.0,0.000173,0.264135,0.06514539999999999,45,45,"[71, 67, 123, 75, 71, 68, 71, 66, 71, 68, 122, 75, 71, 68, 71, 67, 71, 68, 71, 67, 71, 68, 71, 67, 71, 68, 71, 67, 71, 67, 71, 68, 71, 67, 71, 67, 492, 75, 71, 68, 71, 67, 71, 67, 71]",3662,66,492,81.37777777777778,0,0,0,91,"[71, 67, 91, 66, 95, 66, 78, 74, 66, 91, 91, 91, 94, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 90, 66, 66, 66, 105, 66, 66, 90, 66, 54, 54, 123, 75, 120, 122, 66, 71, 68, 71, 66, 71, 68, 122, 75, 71, 68, 71, 67, 71, 68, 71, 67, 71, 68, 71, 67, 71, 68, 71, 67, 71, 67, 97, 66, 66, 66, 71, 68, 71, 67, 71, 67, 492, 75, 90, 66, 94, 66, 71, 68, 71, 67, 71, 67, 71]",15604,54,1354,171.47252747252747,91,0,0.0,{},{},47,1772,24,450,39.37777777777778,5,True,False
http://paparatsi.mn/,91f7eeeb-9326-421f-9129-6a4fb0889526,2025-04-09 14:56:46,"{'eth': 81, 'ip': 81, 'udp': 26, 'DATA': 27, 'dns': 2, 'tcp': 55, 'tls': 15, 'http': 2, 'data-text-lines': 1}",81,"[71, 78, 142, 67, 78, 74, 66, 583, 66, 1354, 1354, 1354, 1031, 66, 66, 130, 66, 245, 128, 66, 287, 97, 66, 97, 951, 66, 66, 66, 66, 71, 68, 78, 74, 66, 91, 91, 91, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 66, 71, 67, 120, 66, 122, 66, 93, 66, 97, 66, 77, 77, 77, 75, 77, 71, 66, 71, 66, 71, 71, 67, 71, 67, 71, 67, 71, 67]",21120,66,1354,260.74074074074076,55,"[78, 74, 66, 583, 66, 1354, 1354, 1354, 1031, 66, 66, 130, 66, 245, 128, 66, 287, 97, 66, 97, 951, 66, 66, 66, 66, 78, 74, 66, 91, 91, 91, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 66, 120, 66, 122, 66, 93, 66, 97, 66]",19205,66,1354,349.1818181818182,55,0,0,0,0.0,8e-05,0.307381,0.06685804347826087,26,26,"[71, 78, 142, 67, 71, 68, 71, 67, 77, 77, 77, 75, 77, 71, 66, 71, 66, 71, 71, 67, 71, 67, 71, 67, 71, 67]",1915,66,142,73.65384615384616,0,2,0,81,"[71, 78, 142, 67, 78, 74, 66, 583, 66, 1354, 1354, 1354, 1031, 66, 66, 130, 66, 245, 128, 66, 287, 97, 66, 97, 951, 66, 66, 66, 66, 71, 68, 78, 74, 66, 91, 91, 91, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 66, 71, 67, 120, 66, 122, 66, 93, 66, 97, 66, 77, 77, 77, 75, 77, 71, 66, 71, 66, 71, 71, 67, 71, 67, 71, 67, 71, 67]",21120,66,1354,260.74074074074076,81,0,0.0,{'1': 2},{},27,687,24,35,28.625,5,True,False
http://paparatsi.mn/,387c48a5-ca75-4f43-b4f2-28752dc9f65f,2025-04-09 14:56:58,"{'eth': 167, 'ip': 167, 'tcp': 90, 'DATA': 50, 'http': 2, 'udp': 77, 'data-text-lines': 1, 'tls': 19, 'dns': 10, 'quic': 22}",167,"[54, 66, 78, 74, 66, 91, 91, 66, 66, 91, 91, 71, 68, 66, 78, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 54, 120, 122, 66, 123, 66, 75, 91, 91, 107, 151, 1292, 1292, 117, 581, 82, 1292, 1292, 335, 999, 84, 66, 120, 73, 162, 64, 73, 243, 63, 77, 577, 67, 139, 74, 79, 67, 71, 67, 71, 67, 122, 66, 66, 75, 71, 98, 66, 67, 94, 66, 71, 67, 71, 67, 54, 66, 71, 67, 71, 67, 71, 67, 71, 67, 493, 493, 76, 71, 67, 71, 67, 71, 67, 92, 92, 186, 166, 86, 164, 78, 74, 66, 583, 66, 298, 78, 1354, 1354, 1354, 66, 66, 1207, 66, 192, 117, 66, 410, 134, 104, 566, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 66, 104, 71, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1215, 66, 66, 67, 66, 71, 67, 66, 54, 97, 54, 71, 67, 71, 67]",62952,54,1354,376.9580838323353,90,"[54, 66, 78, 74, 66, 91, 91, 66, 66, 91, 91, 66, 78, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 54, 120, 122, 66, 66, 66, 98, 66, 94, 66, 54, 66, 78, 74, 66, 583, 66, 298, 78, 1354, 1354, 1354, 66, 66, 1207, 66, 192, 117, 66, 410, 134, 104, 566, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 66, 104, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1215, 66, 66, 66, 66, 54, 97, 54]",48546,54,1354,539.4,90,1,2,0,1.1111111111111112,0.000141,0.316038,0.059591200000000004,77,77,"[71, 68, 123, 66, 75, 91, 91, 107, 151, 1292, 1292, 117, 581, 82, 1292, 1292, 335, 999, 84, 66, 120, 73, 162, 64, 73, 243, 63, 77, 577, 67, 139, 74, 79, 67, 71, 67, 71, 67, 122, 75, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 493, 493, 76, 71, 67, 71, 67, 71, 67, 92, 92, 186, 166, 86, 164, 71, 67, 71, 67, 71, 67, 71, 67]",14406,63,1292,187.0909090909091,0,10,0,167,"[54, 66, 78, 74, 66, 91, 91, 66, 66, 91, 91, 71, 68, 66, 78, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 54, 120, 122, 66, 123, 66, 75, 91, 91, 107, 151, 1292, 1292, 117, 581, 82, 1292, 1292, 335, 999, 84, 66, 120, 73, 162, 64, 73, 243, 63, 77, 577, 67, 139, 74, 79, 67, 71, 67, 71, 67, 122, 66, 66, 75, 71, 98, 66, 67, 94, 66, 71, 67, 71, 67, 54, 66, 71, 67, 71, 67, 71, 67, 71, 67, 493, 493, 76, 71, 67, 71, 67, 71, 67, 92, 92, 186, 166, 86, 164, 78, 74, 66, 583, 66, 298, 78, 1354, 1354, 1354, 66, 66, 1207, 66, 192, 117, 66, 410, 134, 104, 566, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 66, 104, 71, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1215, 66, 66, 67, 66, 71, 67, 66, 54, 97, 54, 71, 67, 71, 67]",62952,54,1354,376.9580838323353,167,0,0.0,"{'1': 4, '65': 6}",{},50,2800,24,535,60.869565217391305,5,True,False
http://paparatsi.mn/,08756bed-403c-4e4d-8a4f-e248bb71e8a3,2025-04-09 14:57:09,"{'eth': 144, 'ip': 144, 'tcp': 32, 'tls': 6, 'udp': 112, 'DATA': 33, 'http': 2, 'data-text-lines': 1, 'dns': 8, 'quic': 75}",144,"[90, 66, 94, 66, 120, 122, 66, 78, 71, 67, 74, 66, 91, 91, 91, 90, 66, 94, 66, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 254, 75, 75, 91, 125, 228, 63, 77, 299, 1292, 1292, 117, 71, 75, 82, 1292, 86, 86, 1292, 102, 333, 672, 120, 73, 1288, 1288, 1292, 326, 1288, 1030, 1006, 1288, 1292, 1292, 676, 146, 169, 67, 71, 67, 74, 71, 1292, 1292, 123, 71, 69, 69, 73, 1287, 73, 67, 66, 82, 1292, 1036, 79, 63, 75, 1292, 348, 986, 87, 120, 73, 1288, 1292, 1288, 869, 168, 71, 74, 67, 74, 66, 1288, 65, 256, 77, 74, 66, 887, 688, 78, 179, 284, 73, 674, 156, 77, 676, 240, 77, 66, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67]",54392,63,1354,377.72222222222223,32,"[90, 66, 94, 66, 120, 122, 66, 78, 74, 66, 91, 91, 91, 90, 66, 94, 66, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66]",10894,66,1354,340.4375,32,0,0,0,0.0,0.000168,0.23532,0.08222457142857142,112,112,"[71, 67, 254, 75, 75, 91, 125, 228, 63, 77, 299, 1292, 1292, 117, 71, 75, 82, 1292, 86, 86, 1292, 102, 333, 672, 120, 73, 1288, 1288, 1292, 326, 1288, 1030, 1006, 1288, 1292, 1292, 676, 146, 169, 67, 71, 67, 74, 71, 1292, 1292, 123, 71, 69, 69, 73, 1287, 73, 67, 66, 82, 1292, 1036, 79, 63, 75, 1292, 348, 986, 87, 120, 73, 1288, 1292, 1288, 869, 168, 71, 74, 67, 74, 66, 1288, 65, 256, 77, 74, 66, 887, 688, 78, 179, 284, 73, 674, 156, 77, 676, 240, 77, 66, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67]",43498,63,1292,388.375,0,8,0,144,"[90, 66, 94, 66, 120, 122, 66, 78, 71, 67, 74, 66, 91, 91, 91, 90, 66, 94, 66, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 254, 75, 75, 91, 125, 228, 63, 77, 299, 1292, 1292, 117, 71, 75, 82, 1292, 86, 86, 1292, 102, 333, 672, 120, 73, 1288, 1288, 1292, 326, 1288, 1030, 1006, 1288, 1292, 1292, 676, 146, 169, 67, 71, 67, 74, 71, 1292, 1292, 123, 71, 69, 69, 73, 1287, 73, 67, 66, 82, 1292, 1036, 79, 63, 75, 1292, 348, 986, 87, 120, 73, 1288, 1292, 1288, 869, 168, 71, 74, 67, 74, 66, 1288, 65, 256, 77, 74, 66, 887, 688, 78, 179, 284, 73, 674, 156, 77, 676, 240, 77, 66, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67]",54392,63,1354,377.72222222222223,144,0,0.0,"{'1': 4, '65': 4}",{},33,2393,21,994,77.19354838709677,5,True,False
http://paparatsi.mn/,1a4a7b71-81be-4215-809f-a068c7b1f0ea,2025-04-09 14:57:20,"{'eth': 145, 'ip': 145, 'tcp': 46, 'tls': 6, 'udp': 99, 'DATA': 70, 'http': 2, 'data-text-lines': 1, 'dns': 4, 'quic': 28}",145,"[120, 122, 66, 71, 120, 120, 76, 67, 71, 67, 77, 74, 71, 67, 71, 66, 71, 67, 78, 71, 66, 71, 71, 122, 75, 68, 74, 66, 91, 91, 91, 71, 66, 71, 68, 54, 66, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 71, 66, 71, 68, 66, 66, 71, 71, 69, 66, 78, 78, 66, 66, 107, 66, 1354, 597, 66, 66, 66, 66, 66, 71, 69, 71, 66, 71, 69, 71, 69, 71, 66, 71, 69, 493, 75, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 75, 75, 135, 91, 67, 1292, 1292, 124, 647, 82, 1292, 1292, 344, 67, 986, 120, 73, 64, 162, 73, 570, 78, 67, 1134, 66, 71, 67, 899, 66, 128, 66, 164, 141, 71, 177, 77, 128, 66, 77, 66, 295]",31057,54,1354,214.18620689655174,46,"[120, 122, 66, 78, 74, 66, 91, 91, 91, 54, 66, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 78, 78, 66, 66, 107, 66, 1354, 597, 66, 66, 66, 66, 66, 1134, 66, 899, 66, 128, 66, 295]",15778,54,1354,343.0,46,0,0,0,0.0,0.000146,0.219918,0.06267684210526316,99,99,"[71, 120, 120, 76, 67, 71, 67, 77, 74, 71, 67, 71, 66, 71, 67, 71, 66, 71, 71, 122, 75, 68, 71, 66, 71, 68, 71, 66, 71, 68, 71, 71, 69, 66, 71, 69, 71, 66, 71, 69, 71, 69, 71, 66, 71, 69, 493, 75, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 75, 75, 135, 91, 67, 1292, 1292, 124, 647, 82, 1292, 1292, 344, 67, 986, 120, 73, 64, 162, 73, 570, 78, 67, 71, 67, 164, 141, 71, 177, 77, 128, 66, 77, 66]",15279,64,1292,154.33333333333334,0,4,0,145,"[120, 122, 66, 71, 120, 120, 76, 67, 71, 67, 77, 74, 71, 67, 71, 66, 71, 67, 78, 71, 66, 71, 71, 122, 75, 68, 74, 66, 91, 91, 91, 71, 66, 71, 68, 54, 66, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 71, 66, 71, 68, 66, 66, 71, 71, 69, 66, 78, 78, 66, 66, 107, 66, 1354, 597, 66, 66, 66, 66, 66, 71, 69, 71, 66, 71, 69, 71, 69, 71, 66, 71, 69, 493, 75, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 75, 75, 135, 91, 67, 1292, 1292, 124, 647, 82, 1292, 1292, 344, 67, 986, 120, 73, 64, 162, 73, 570, 78, 67, 1134, 66, 71, 67, 899, 66, 128, 66, 164, 141, 71, 177, 77, 128, 66, 77, 66, 295]",31057,54,1354,214.18620689655174,145,0,0.0,"{'1': 2, '65': 2}",{},70,2455,24,451,36.10294117647059,5,True,False
http://paparatsi.mn/,0ef78913-9dda-4aa4-a4dd-52c2f0ec3742,2025-04-09 14:57:30,"{'eth': 43, 'ip': 43, 'udp': 6, 'DATA': 8, 'tcp': 37, 'tls': 6, 'http': 2, 'data-text-lines': 1}",43,"[71, 67, 98, 66, 94, 66, 54, 66, 66, 66, 78, 74, 66, 91, 91, 91, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 71, 67, 90, 66, 94, 66, 91, 66, 95, 66, 71, 67]",11578,54,1354,269.25581395348837,37,"[98, 66, 94, 66, 54, 66, 66, 66, 78, 74, 66, 91, 91, 91, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 90, 66, 94, 66, 91, 66, 95, 66]",11164,54,1354,301.72972972972974,37,0,0,0,0.0,0.00016,0.308705,0.11023721428571429,6,6,"[71, 67, 71, 67, 71, 67]",414,67,71,69.0,0,0,0,43,"[71, 67, 98, 66, 94, 66, 54, 66, 66, 66, 78, 74, 66, 91, 91, 91, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 71, 67, 90, 66, 94, 66, 91, 66, 95, 66, 71, 67]",11578,54,1354,269.25581395348837,43,0,0.0,{},{},8,162,25,29,27.0,5,True,False
http://paparatsi.mn/,68b3e215-cb08-426f-b4af-d6f90a190842,2025-04-09 14:57:41,"{'eth': 82, 'ip': 82, 'tcp': 35, 'udp': 47, 'DATA': 49, 'tls': 3, 'http': 2, 'data-text-lines': 1}",82,"[54, 54, 121, 121, 76, 66, 66, 71, 67, 71, 67, 93, 66, 97, 66, 71, 67, 122, 75, 71, 67, 96, 66, 71, 67, 71, 67, 71, 67, 78, 71, 67, 74, 66, 91, 91, 91, 71, 67, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 71, 67, 66, 66, 54, 66, 493, 75, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 66, 66, 71, 71, 67, 67]",14773,54,1354,180.15853658536585,35,"[54, 54, 66, 66, 93, 66, 97, 66, 96, 66, 78, 74, 66, 91, 91, 91, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 66, 66, 54, 66, 66, 66]",10930,54,1354,312.2857142857143,35,0,0,0,0.0,0.000201,0.264225,0.11141781818181817,47,47,"[121, 121, 76, 71, 67, 71, 67, 71, 67, 122, 75, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 493, 75, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 71, 67, 67]",3843,67,493,81.76595744680851,0,0,0,82,"[54, 54, 121, 121, 76, 66, 66, 71, 67, 71, 67, 93, 66, 97, 66, 71, 67, 122, 75, 71, 67, 96, 66, 71, 67, 71, 67, 71, 67, 78, 71, 67, 74, 66, 91, 91, 91, 71, 67, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 811, 66, 66, 66, 71, 67, 66, 66, 54, 66, 493, 75, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 71, 67, 66, 66, 71, 71, 67, 67]",14773,54,1354,180.15853658536585,82,0,0.0,{},{},49,1869,25,451,39.765957446808514,5,True,False
