website,id,date,layer_counts,all_packet_count,all_packet_sizes,all_packet_total_size,all_packet_min_size,all_packet_max_size,all_packet_average_size,tcp_packet_count,tcp_packet_sizes,tcp_packet_total_size,tcp_packet_min_size,tcp_packet_max_size,tcp_packet_average_size,tcp_count,tcp_retransmissions,tcp_duplicate_acks,tcp_fast_retransmissions,tcp_retransmission_percentage,tcp_min_rtt,tcp_max_rtt,tcp_avg_rtt,udp_count,udp_packet_count,udp_packet_sizes,udp_packet_total_size,udp_packet_min_size,udp_packet_max_size,udp_packet_average_size,ip_packet_count,ip_packet_sizes,ip_packet_total_size,ip_packet_min_size,ip_packet_max_size,ip_packet_average_size,ip_count,ip_fragmented,ip_fragmentation_percentage,dns_count,dns_query_types,dns_response_codes,dns_incomplete_transactions,data_count,data_total_payload_size,data_min_payload_size,data_max_payload_size,data_avg_payload_size
http://www.rtci.tn/,e4942a53-8fb4-4964-a30e-39b0a5f400cc,2025-05-06 05:14:36,"{'eth': 231, 'ip': 223, 'tcp': 217, 'tls': 69, 'icmp': 6, 'arp': 8, 'DATA': 22, 'http': 2, 'data-text-lines': 1}",231,"[74, 74, 66, 394, 66, 3389, 66, 146, 1403, 66, 587, 66, 438, 93, 93, 78, 82, 82, 749, 66, 276, 66, 135, 66, 105, 66, 42, 42, 74, 74, 66, 76, 76, 76, 76, 86, 136, 105, 105, 66, 66, 66, 66, 66, 66, 66, 416, 66, 74, 54, 54, 54, 54, 74, 66, 54, 54, 54, 54, 76, 76, 86, 126, 76, 106, 766, 76, 233, 66, 66, 66, 66, 66, 66, 66, 66, 66, 2516, 66, 76, 76, 86, 106, 76, 76, 86, 178, 66, 145, 145, 66, 66, 66, 2742, 66, 2742, 66, 2742, 66, 2742, 66, 5418, 1404, 4080, 5418, 4080, 4080, 2742, 66, 2742, 2742, 1404, 4080, 1116, 5418, 4080, 1404, 66, 66, 66, 5768, 5418, 8094, 3092, 2742, 4080, 66, 2742, 13446, 5418, 8094, 2742, 4080, 4080, 5418, 66, 66, 66, 66, 66, 8094, 5418, 2742, 8094, 2742, 2742, 66, 10770, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 2742, 8094, 8094, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 5418, 2742, 8094, 2742, 2742, 2742, 66, 4080, 1404, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2357, 66, 76, 76, 70, 66, 66, 66, 66, 66, 66, 66, 42, 42, 82, 82, 42, 42, 42, 42, 82, 82]",323642,42,13446,1401.047619047619,217,"[74, 74, 66, 394, 66, 3389, 66, 146, 1403, 66, 587, 66, 438, 93, 93, 78, 749, 66, 276, 66, 135, 66, 105, 66, 74, 74, 66, 76, 76, 76, 76, 86, 136, 105, 105, 66, 66, 66, 66, 66, 66, 66, 416, 66, 74, 54, 54, 54, 54, 74, 66, 54, 54, 54, 54, 76, 76, 86, 126, 76, 106, 766, 76, 233, 66, 66, 66, 66, 66, 66, 66, 66, 66, 2516, 66, 76, 76, 86, 106, 76, 76, 86, 178, 66, 145, 145, 66, 66, 66, 2742, 66, 2742, 66, 2742, 66, 2742, 66, 5418, 1404, 4080, 5418, 4080, 4080, 2742, 66, 2742, 2742, 1404, 4080, 1116, 5418, 4080, 1404, 66, 66, 66, 5768, 5418, 8094, 3092, 2742, 4080, 66, 2742, 13446, 5418, 8094, 2742, 4080, 4080, 5418, 66, 66, 66, 66, 66, 8094, 5418, 2742, 8094, 2742, 2742, 66, 10770, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 2742, 8094, 8094, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 5418, 2742, 8094, 2742, 2742, 2742, 66, 4080, 1404, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2357, 66, 76, 76, 70, 66, 66, 66, 66, 66, 66, 66]",322814,54,13446,1487.6221198156682,217,1,0,0,0.4608294930875576,1.4528e-05,0.249172374,0.06917481771084337,0,0,[],0,0,0,0,223,"[74, 74, 66, 394, 66, 3389, 66, 146, 1403, 66, 587, 66, 438, 93, 93, 78, 82, 82, 749, 66, 276, 66, 135, 66, 105, 66, 74, 74, 66, 76, 76, 76, 76, 86, 136, 105, 105, 66, 66, 66, 66, 66, 66, 66, 416, 66, 74, 54, 54, 54, 54, 74, 66, 54, 54, 54, 54, 76, 76, 86, 126, 76, 106, 766, 76, 233, 66, 66, 66, 66, 66, 66, 66, 66, 66, 2516, 66, 76, 76, 86, 106, 76, 76, 86, 178, 66, 145, 145, 66, 66, 66, 2742, 66, 2742, 66, 2742, 66, 2742, 66, 5418, 1404, 4080, 5418, 4080, 4080, 2742, 66, 2742, 2742, 1404, 4080, 1116, 5418, 4080, 1404, 66, 66, 66, 5768, 5418, 8094, 3092, 2742, 4080, 66, 2742, 13446, 5418, 8094, 2742, 4080, 4080, 5418, 66, 66, 66, 66, 66, 8094, 5418, 2742, 8094, 2742, 2742, 66, 10770, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 2742, 8094, 8094, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 5418, 2742, 8094, 2742, 2742, 2742, 66, 4080, 1404, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2357, 66, 76, 76, 70, 66, 66, 66, 66, 66, 66, 66, 82, 82, 82, 82]",323306,54,13446,1449.8026905829597,223,0,0.0,0,{},{},0,22,0,0,0,0
http://www.rtci.tn/,e5721d7b-a22f-41fe-96ea-76d8e438da2a,2025-05-06 05:59:12,"{'eth': 318, 'ip': 308, 'udp': 6, 'dns': 6, 'tcp': 302, 'tls': 97, 'arp': 10, 'DATA': 26, 'http': 10, 'data-text-lines': 1, 'json': 4}",318,"[93, 97, 93, 74, 74, 66, 394, 66, 183, 161, 121, 3389, 66, 146, 1403, 66, 587, 66, 437, 93, 93, 78, 42, 42, 74, 74, 66, 76, 76, 76, 86, 146, 66, 66, 66, 66, 66, 416, 66, 74, 74, 66, 76, 76, 86, 306, 76, 196, 673, 66, 66, 66, 66, 66, 66, 66, 2516, 66, 76, 76, 86, 106, 218, 66, 66, 145, 145, 66, 2742, 2742, 2742, 2742, 66, 1404, 4080, 5418, 5418, 2742, 5418, 2742, 66, 66, 5418, 8094, 5418, 16122, 2742, 2742, 5418, 2742, 66, 66, 2742, 2742, 66, 5418, 5418, 2742, 5418, 8094, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 5418, 2742, 2742, 4080, 1404, 2742, 2742, 1404, 66, 66, 66, 66, 66, 66, 2742, 1404, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 2742, 2742, 5418, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 5418, 2742, 5418, 2742, 5418, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 8094, 8094, 9432, 4147, 66, 66, 76, 76, 70, 66, 66, 66, 66, 66, 66, 42, 42, 117, 7106, 2536, 66, 66, 78, 66, 8514, 11330, 4290, 66, 14146, 66, 66, 12441, 66, 78, 66, 267, 66, 16472, 32878, 78, 66, 78, 66, 7397, 78, 66, 105, 66, 269, 66, 16472, 32878, 6933, 66, 78, 66, 66, 78, 66, 78, 66, 105, 66, 271, 66, 16472, 2393, 78, 66, 78, 66, 105, 66, 277, 277, 66, 78, 135, 105, 66, 1884, 54, 281, 54, 54, 1884, 54, 1884, 281, 54, 54, 54, 281, 54, 54, 1884, 54, 281, 54, 54, 624, 66, 278, 66, 135, 66, 105, 66, 42, 42, 42, 42, 42, 42, 54, 54, 54, 90, 66, 66, 66, 66, 66, 1094, 66, 258, 66, 135, 66, 105, 66]",531537,42,32878,1671.5,302,"[74, 74, 66, 394, 66, 3389, 66, 146, 1403, 66, 587, 66, 437, 93, 93, 78, 74, 74, 66, 76, 76, 76, 86, 146, 66, 66, 66, 66, 66, 416, 66, 74, 74, 66, 76, 76, 86, 306, 76, 196, 673, 66, 66, 66, 66, 66, 66, 66, 2516, 66, 76, 76, 86, 106, 218, 66, 66, 145, 145, 66, 2742, 2742, 2742, 2742, 66, 1404, 4080, 5418, 5418, 2742, 5418, 2742, 66, 66, 5418, 8094, 5418, 16122, 2742, 2742, 5418, 2742, 66, 66, 2742, 2742, 66, 5418, 5418, 2742, 5418, 8094, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 5418, 2742, 2742, 4080, 1404, 2742, 2742, 1404, 66, 66, 66, 66, 66, 66, 2742, 1404, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 2742, 2742, 5418, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 5418, 2742, 5418, 2742, 5418, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 8094, 8094, 9432, 4147, 66, 66, 76, 76, 70, 66, 66, 66, 66, 66, 66, 117, 7106, 2536, 66, 66, 78, 66, 8514, 11330, 4290, 66, 14146, 66, 66, 12441, 66, 78, 66, 267, 66, 16472, 32878, 78, 66, 78, 66, 7397, 78, 66, 105, 66, 269, 66, 16472, 32878, 6933, 66, 78, 66, 66, 78, 66, 78, 66, 105, 66, 271, 66, 16472, 2393, 78, 66, 78, 66, 105, 66, 277, 277, 66, 78, 135, 105, 66, 1884, 54, 281, 54, 54, 1884, 54, 1884, 281, 54, 54, 54, 281, 54, 54, 1884, 54, 281, 54, 54, 624, 66, 278, 66, 135, 66, 105, 66, 54, 54, 54, 90, 66, 66, 66, 66, 66, 1094, 66, 258, 66, 135, 66, 105, 66]",530369,54,32878,1756.1887417218543,302,2,4,0,0.6622516556291391,1.6019e-05,0.249135859,0.04728665666386554,6,6,"[93, 97, 93, 183, 161, 121]",748,93,183,124.66666666666667,0,6,0,308,"[93, 97, 93, 74, 74, 66, 394, 66, 183, 161, 121, 3389, 66, 146, 1403, 66, 587, 66, 437, 93, 93, 78, 74, 74, 66, 76, 76, 76, 86, 146, 66, 66, 66, 66, 66, 416, 66, 74, 74, 66, 76, 76, 86, 306, 76, 196, 673, 66, 66, 66, 66, 66, 66, 66, 2516, 66, 76, 76, 86, 106, 218, 66, 66, 145, 145, 66, 2742, 2742, 2742, 2742, 66, 1404, 4080, 5418, 5418, 2742, 5418, 2742, 66, 66, 5418, 8094, 5418, 16122, 2742, 2742, 5418, 2742, 66, 66, 2742, 2742, 66, 5418, 5418, 2742, 5418, 8094, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 5418, 2742, 2742, 4080, 1404, 2742, 2742, 1404, 66, 66, 66, 66, 66, 66, 2742, 1404, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 2742, 2742, 5418, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 5418, 2742, 5418, 2742, 5418, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 8094, 8094, 9432, 4147, 66, 66, 76, 76, 70, 66, 66, 66, 66, 66, 66, 117, 7106, 2536, 66, 66, 78, 66, 8514, 11330, 4290, 66, 14146, 66, 66, 12441, 66, 78, 66, 267, 66, 16472, 32878, 78, 66, 78, 66, 7397, 78, 66, 105, 66, 269, 66, 16472, 32878, 6933, 66, 78, 66, 66, 78, 66, 78, 66, 105, 66, 271, 66, 16472, 2393, 78, 66, 78, 66, 105, 66, 277, 277, 66, 78, 135, 105, 66, 1884, 54, 281, 54, 54, 1884, 54, 1884, 281, 54, 54, 54, 281, 54, 54, 1884, 54, 281, 54, 54, 624, 66, 278, 66, 135, 66, 105, 66, 54, 54, 54, 90, 66, 66, 66, 66, 66, 1094, 66, 258, 66, 135, 66, 105, 66]",531117,54,32878,1724.405844155844,308,0,0.0,"{'1': 4, '28': 2}",{},26,0,0,0,0
http://www.rtci.tn/,d8cc5a84-a9b7-45d5-a03a-07b19f94905b,2025-05-06 06:47:20,"{'eth': 294, 'ip': 284, 'udp': 6, 'dns': 6, 'tcp': 278, 'tls': 75, 'http': 10, 'json': 4, 'arp': 10, 'DATA': 22, 'data-text-lines': 1, 'ssh': 12}",294,"[93, 74, 74, 66, 394, 66, 3387, 66, 183, 146, 1403, 66, 587, 66, 438, 93, 93, 78, 671, 66, 268, 66, 135, 66, 105, 66, 1884, 54, 281, 54, 54, 1884, 54, 281, 54, 54, 1884, 54, 281, 54, 54, 1884, 54, 281, 54, 54, 42, 42, 82, 82, 98, 74, 74, 66, 76, 76, 76, 86, 146, 66, 66, 66, 66, 66, 416, 66, 74, 74, 66, 76, 76, 86, 136, 766, 76, 273, 66, 66, 66, 66, 66, 66, 66, 2516, 66, 76, 76, 86, 106, 218, 98, 66, 145, 145, 66, 8094, 2742, 66, 42, 42, 8094, 4080, 9432, 5418, 66, 66, 2742, 2742, 5418, 5418, 2742, 5418, 10770, 10770, 66, 66, 66, 2742, 5418, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 8094, 2742, 2742, 5418, 5418, 4080, 2742, 1404, 66, 66, 66, 66, 66, 66, 66, 66, 5418, 8094, 2742, 8094, 10770, 16122, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 1404, 2742, 2742, 2742, 2742, 2742, 8094, 66, 66, 66, 66, 66, 66, 66, 13446, 6756, 2742, 2742, 2742, 2742, 66, 5418, 2742, 2742, 2742, 2742, 2742, 2742, 1404, 66, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 295, 66, 76, 76, 70, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 42, 42, 1086, 66, 270, 66, 135, 66, 105, 66, 74, 74, 74, 74, 66, 66, 81, 66, 66, 81, 66, 66, 78, 106, 42, 66, 42, 66, 986, 986, 1202, 78, 146, 146, 66, 78, 378, 66, 66, 82, 82, 78, 130, 130, 66, 78, 130, 146, 146, 78, 130, 130, 66, 130, 66, 78, 78, 66, 54, 105, 105, 66, 741, 66, 267, 66, 135, 66, 105, 66, 42, 42]",343958,42,16122,1169.9251700680272,278,"[74, 74, 66, 394, 66, 3387, 66, 146, 1403, 66, 587, 66, 438, 93, 93, 78, 671, 66, 268, 66, 135, 66, 105, 66, 1884, 54, 281, 54, 54, 1884, 54, 281, 54, 54, 1884, 54, 281, 54, 54, 1884, 54, 281, 54, 54, 74, 74, 66, 76, 76, 76, 86, 146, 66, 66, 66, 66, 66, 416, 66, 74, 74, 66, 76, 76, 86, 136, 766, 76, 273, 66, 66, 66, 66, 66, 66, 66, 2516, 66, 76, 76, 86, 106, 218, 66, 145, 145, 66, 8094, 2742, 66, 8094, 4080, 9432, 5418, 66, 66, 2742, 2742, 5418, 5418, 2742, 5418, 10770, 10770, 66, 66, 66, 2742, 5418, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 8094, 2742, 2742, 5418, 5418, 4080, 2742, 1404, 66, 66, 66, 66, 66, 66, 66, 66, 5418, 8094, 2742, 8094, 10770, 16122, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 1404, 2742, 2742, 2742, 2742, 2742, 8094, 66, 66, 66, 66, 66, 66, 66, 13446, 6756, 2742, 2742, 2742, 2742, 66, 5418, 2742, 2742, 2742, 2742, 2742, 2742, 1404, 66, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 295, 66, 76, 76, 70, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 1086, 66, 270, 66, 135, 66, 105, 66, 74, 74, 74, 74, 66, 66, 81, 66, 66, 81, 66, 66, 78, 106, 66, 66, 986, 986, 1202, 78, 146, 146, 66, 78, 378, 66, 66, 82, 82, 78, 130, 130, 66, 78, 130, 146, 146, 78, 130, 130, 66, 130, 66, 78, 78, 66, 54, 105, 105, 66, 741, 66, 267, 66, 135, 66, 105, 66]",342902,54,16122,1233.4604316546763,278,10,8,0,3.597122302158273,1.7587e-05,0.249922138,0.06225661845132743,6,6,"[93, 183, 82, 82, 98, 98]",636,82,183,106.0,0,6,0,284,"[93, 74, 74, 66, 394, 66, 3387, 66, 183, 146, 1403, 66, 587, 66, 438, 93, 93, 78, 671, 66, 268, 66, 135, 66, 105, 66, 1884, 54, 281, 54, 54, 1884, 54, 281, 54, 54, 1884, 54, 281, 54, 54, 1884, 54, 281, 54, 54, 82, 82, 98, 74, 74, 66, 76, 76, 76, 86, 146, 66, 66, 66, 66, 66, 416, 66, 74, 74, 66, 76, 76, 86, 136, 766, 76, 273, 66, 66, 66, 66, 66, 66, 66, 2516, 66, 76, 76, 86, 106, 218, 98, 66, 145, 145, 66, 8094, 2742, 66, 8094, 4080, 9432, 5418, 66, 66, 2742, 2742, 5418, 5418, 2742, 5418, 10770, 10770, 66, 66, 66, 2742, 5418, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 8094, 2742, 2742, 5418, 5418, 4080, 2742, 1404, 66, 66, 66, 66, 66, 66, 66, 66, 5418, 8094, 2742, 8094, 10770, 16122, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 1404, 2742, 2742, 2742, 2742, 2742, 8094, 66, 66, 66, 66, 66, 66, 66, 13446, 6756, 2742, 2742, 2742, 2742, 66, 5418, 2742, 2742, 2742, 2742, 2742, 2742, 1404, 66, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 295, 66, 76, 76, 70, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 1086, 66, 270, 66, 135, 66, 105, 66, 74, 74, 74, 74, 66, 66, 81, 66, 66, 81, 66, 66, 78, 106, 66, 66, 986, 986, 1202, 78, 146, 146, 66, 78, 378, 66, 66, 82, 82, 78, 130, 130, 66, 78, 130, 146, 146, 78, 130, 130, 66, 130, 66, 78, 78, 66, 54, 105, 105, 66, 741, 66, 267, 66, 135, 66, 105, 66]",343538,54,16122,1209.6408450704225,284,0,0.0,{'1': 6},{},22,0,0,0,0
http://www.rtci.tn/,fbf7b34d-4fbc-430d-b3b9-04601a1e063e,2025-05-06 07:40:23,"{'eth': 222, 'ip': 212, 'udp': 2, 'dns': 2, 'tcp': 210, 'tls': 68, 'arp': 10, 'DATA': 22, 'http': 2, 'data-text-lines': 1}",222,"[93, 74, 74, 66, 394, 66, 3388, 66, 231, 146, 1403, 66, 587, 66, 438, 93, 93, 78, 42, 42, 42, 42, 74, 74, 66, 76, 76, 86, 76, 76, 76, 76, 86, 96, 66, 66, 66, 66, 66, 66, 66, 66, 66, 416, 66, 74, 74, 66, 76, 76, 86, 96, 746, 76, 333, 66, 66, 66, 66, 66, 66, 66, 2516, 66, 76, 76, 86, 156, 168, 145, 145, 66, 8094, 2742, 66, 66, 66, 4080, 6756, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 10770, 5418, 4080, 10770, 8094, 9432, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 5418, 2742, 2742, 2742, 66, 66, 66, 66, 5418, 2742, 2742, 2742, 6756, 4080, 2742, 5418, 66, 4080, 1404, 14784, 8094, 10770, 9432, 8094, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 2742, 1404, 4080, 2742, 66, 66, 66, 2742, 2742, 1404, 5418, 2742, 2742, 2742, 5418, 2742, 2742, 2742, 66, 1094, 66, 260, 66, 135, 66, 105, 66, 5418, 5418, 5307, 66, 66, 66, 76, 76, 70, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 42, 42, 741, 66, 268, 66, 135, 66, 105, 66, 42, 42, 42, 42]",320275,42,14784,1442.6801801801803,210,"[74, 74, 66, 394, 66, 3388, 66, 146, 1403, 66, 587, 66, 438, 93, 93, 78, 74, 74, 66, 76, 76, 86, 76, 76, 76, 76, 86, 96, 66, 66, 66, 66, 66, 66, 66, 66, 66, 416, 66, 74, 74, 66, 76, 76, 86, 96, 746, 76, 333, 66, 66, 66, 66, 66, 66, 66, 2516, 66, 76, 76, 86, 156, 168, 145, 145, 66, 8094, 2742, 66, 66, 66, 4080, 6756, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 10770, 5418, 4080, 10770, 8094, 9432, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 5418, 2742, 2742, 2742, 66, 66, 66, 66, 5418, 2742, 2742, 2742, 6756, 4080, 2742, 5418, 66, 4080, 1404, 14784, 8094, 10770, 9432, 8094, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 2742, 1404, 4080, 2742, 66, 66, 66, 2742, 2742, 1404, 5418, 2742, 2742, 2742, 5418, 2742, 2742, 2742, 66, 1094, 66, 260, 66, 135, 66, 105, 66, 5418, 5418, 5307, 66, 66, 66, 76, 76, 70, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 741, 66, 268, 66, 135, 66, 105, 66]",319531,66,14784,1521.5761904761905,210,1,0,0,0.4761904761904762,1.3754e-05,0.249290096,0.06720539592307692,2,2,"[93, 231]",324,93,231,162.0,0,2,0,212,"[93, 74, 74, 66, 394, 66, 3388, 66, 231, 146, 1403, 66, 587, 66, 438, 93, 93, 78, 74, 74, 66, 76, 76, 86, 76, 76, 76, 76, 86, 96, 66, 66, 66, 66, 66, 66, 66, 66, 66, 416, 66, 74, 74, 66, 76, 76, 86, 96, 746, 76, 333, 66, 66, 66, 66, 66, 66, 66, 2516, 66, 76, 76, 86, 156, 168, 145, 145, 66, 8094, 2742, 66, 66, 66, 4080, 6756, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 10770, 5418, 4080, 10770, 8094, 9432, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 5418, 2742, 2742, 2742, 66, 66, 66, 66, 5418, 2742, 2742, 2742, 6756, 4080, 2742, 5418, 66, 4080, 1404, 14784, 8094, 10770, 9432, 8094, 2742, 66, 66, 66, 66, 66, 66, 66, 66, 2742, 2742, 2742, 2742, 2742, 1404, 4080, 2742, 66, 66, 66, 2742, 2742, 1404, 5418, 2742, 2742, 2742, 5418, 2742, 2742, 2742, 66, 1094, 66, 260, 66, 135, 66, 105, 66, 5418, 5418, 5307, 66, 66, 66, 76, 76, 70, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 741, 66, 268, 66, 135, 66, 105, 66]",319855,66,14784,1508.75,212,0,0.0,{'28': 2},{},22,0,0,0,0
