website,id,date,layer_counts,all_packet_count,all_packet_sizes,all_packet_total_size,all_packet_min_size,all_packet_max_size,all_packet_average_size,tcp_packet_count,tcp_packet_sizes,tcp_packet_total_size,tcp_packet_min_size,tcp_packet_max_size,tcp_packet_average_size,udp_count,udp_packet_count,udp_packet_sizes,udp_packet_total_size,udp_packet_min_size,udp_packet_max_size,udp_packet_average_size,ip_packet_count,ip_packet_sizes,ip_packet_total_size,ip_packet_min_size,ip_packet_max_size,ip_packet_average_size,dns_count,dns_query_types,dns_response_codes,dns_incomplete_transactions,data_count,data_total_payload_size,data_min_payload_size,data_max_payload_size,data_avg_payload_size
http://www.mybb.com.hk/,32c06e98-1808-4175-8be3-7ba080e88789,2025-05-01 06:49:51,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
http://www.mybb.com.hk/,647e921c-70e4-482c-83c9-f3d85ee64173,2025-05-01 07:16:39,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
http://www.mybb.com.hk/,5b9811b0-d6c4-4381-b3b5-ba7730b7a1a8,2025-05-01 07:43:52,"{'eth': 10, 'ip': 10, 'tcp': 10, 'http': 2}",10,"[74, 74, 66, 200, 66, 975, 66, 66, 66, 66]",1719,66,975,171.9,10,"[74, 74, 66, 200, 66, 975, 66, 66, 66, 66]",1719,66,975,171.9,10,0,0,0,0.0,3.336e-05,0.013060489,0.005932364333333333,0,0,[],0,0,0,0,10,"[74, 74, 66, 200, 66, 975, 66, 66, 66, 66]",1719,66,975,171.9,10,0,0.0,0,{},{},0,0,0,0,0,0
http://www.mybb.com.hk/,6c8f7953-c4e8-447d-908a-9406a778781f,2025-05-01 08:10:40,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
http://www.mybb.com.hk/,22687594-c3b3-4966-a4a4-38f814b57c77,2025-05-01 08:37:22,"{'eth': 10, 'ip': 10, 'tcp': 10, 'http': 2}",10,"[74, 74, 66, 200, 66, 981, 66, 66, 66, 66]",1725,66,981,172.5,10,"[74, 74, 66, 200, 66, 981, 66, 66, 66, 66]",1725,66,981,172.5,10,0,0,0,0.0,3.0119e-05,0.012905838,0.005755947833333333,0,0,[],0,0,0,0,10,"[74, 74, 66, 200, 66, 981, 66, 66, 66, 66]",1725,66,981,172.5,10,0,0.0,0,{},{},0,0,0,0,0,0
http://www.mybb.com.hk/,d047d69f-c2a7-4ac8-9460-a16c20321d39,2025-05-01 09:03:57,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
http://www.mybb.com.hk/,4e5e8f3f-762b-4c94-a708-9bc77682dea9,2025-05-01 09:30:27,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
http://www.mybb.com.hk/,e38e939d-1b0e-43ed-9888-61a398e9ef11,2025-05-01 09:57:22,"{'eth': 10, 'ip': 10, 'tcp': 10, 'http': 2}",10,"[74, 74, 66, 200, 66, 981, 66, 66, 66, 66]",1725,66,981,172.5,10,"[74, 74, 66, 200, 66, 981, 66, 66, 66, 66]",1725,66,981,172.5,10,0,0,0,0.0,3.418e-05,0.013270187,0.005771028666666666,0,0,[],0,0,0,0,10,"[74, 74, 66, 200, 66, 981, 66, 66, 66, 66]",1725,66,981,172.5,10,0,0.0,0,{},{},0,0,0,0,0,0
http://www.mybb.com.hk/,66d0e203-1d11-4eff-8292-07ba6e2908b3,2025-05-01 10:23:55,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
http://www.mybb.com.hk/,548c4d7e-b3b3-40d5-8d2e-42cc78b546bd,2025-05-01 10:50:25,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0
