website,id,date,layer_counts,all_packet_count,all_packet_sizes,all_packet_total_size,all_packet_min_size,all_packet_max_size,all_packet_average_size,tcp_packet_count,tcp_packet_sizes,tcp_packet_total_size,tcp_packet_min_size,tcp_packet_max_size,tcp_packet_average_size,tcp_count,tcp_retransmissions,tcp_duplicate_acks,tcp_fast_retransmissions,tcp_retransmission_percentage,tcp_min_rtt,tcp_max_rtt,tcp_avg_rtt,udp_count,udp_packet_count,udp_packet_sizes,udp_packet_total_size,udp_packet_min_size,udp_packet_max_size,udp_packet_average_size,rtp_count,dns_count,dns_incomplete_transactions,ip_packet_count,ip_packet_sizes,ip_packet_total_size,ip_packet_min_size,ip_packet_max_size,ip_packet_average_size,dns_query_types,dns_response_codes,data_count,data_total_payload_size,data_min_payload_size,data_max_payload_size,data_avg_payload_size,param_frag_size,param_tcp_frag,param_record_frag
https://www.amrc.org.hk/,fc5f49ba-5e87-4f33-a46f-d35509503f79,2025-04-10 12:28:57,"{'eth': 126, 'ipv6': 126, 'udp': 102, 'DATA': 100, 'tcp': 22, 'tls': 4, 'dns': 2, 'icmpv6': 2}",126,"[91, 90, 91, 88, 74, 86, 91, 143, 143, 96, 90, 140, 86, 142, 86, 91, 88, 91, 88, 95, 91, 88, 91, 129, 86, 88, 126, 86, 98, 338, 814, 91, 122, 93, 88, 95, 1032, 157, 100, 86, 78, 88, 91, 88, 143, 95, 91, 88, 91, 88, 91, 88, 74, 91, 86, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 105, 150, 766, 93, 91, 95, 88, 1037, 121, 100, 88, 91, 88, 74, 91, 86, 88, 91, 91, 88, 88, 515, 95, 74, 91, 86, 88, 91, 88, 91, 88, 91, 88, 74, 74, 86, 86, 91, 88, 91, 88, 91, 91, 74, 88, 86, 88, 91, 88, 91, 144, 95, 88]",15760,74,1037,125.07936507936508,22,"[74, 86, 140, 86, 142, 86, 129, 86, 126, 86, 74, 86, 74, 86, 74, 86, 74, 74, 86, 86, 74, 86]",2001,74,142,90.95454545454545,22,0,0,0,0.0,0.000196,0.057523,0.027060749999999998,102,102,"[91, 90, 91, 88, 91, 143, 143, 96, 90, 91, 88, 91, 88, 95, 91, 88, 91, 88, 98, 338, 814, 91, 122, 93, 88, 95, 1032, 157, 100, 88, 91, 88, 143, 95, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 105, 150, 766, 93, 91, 95, 88, 1037, 121, 100, 88, 91, 88, 91, 88, 91, 91, 88, 88, 515, 95, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 91, 88, 88, 91, 88, 91, 144, 95, 88]",13595,88,1037,133.2843137254902,0,2,0,0,[],0,0,0,0,{'1': 2},{},100,7178,26,975,71.78,5,True,False
https://www.amrc.org.hk/,1a9ee8da-431b-4642-ada0-0f03acc42edb,2025-04-10 12:29:07,"{'eth': 60, 'ipv6': 58, 'tcp': 7, 'udp': 53, 'DATA': 10, 'tls': 2, 'quic': 41, 'ip': 2, 'ssdp': 1, 'mdns': 2}",60,"[74, 74, 86, 86, 91, 140, 1292, 1292, 140, 921, 88, 102, 1292, 142, 86, 1292, 369, 985, 106, 86, 84, 140, 93, 93, 590, 85, 97, 182, 87, 94, 91, 88, 91, 88, 167, 87, 107, 91, 88, 184, 160, 161, 160, 184, 219, 84, 97, 90, 91, 87, 93, 148, 148, 148, 84, 98, 97, 85, 91, 88]",13784,74,1292,229.73333333333332,7,"[74, 74, 86, 86, 140, 142, 86]",688,74,142,98.28571428571429,7,0,0,0,0.0,0.000144,0.054967,0.0275555,53,53,"[91, 1292, 1292, 140, 921, 88, 102, 1292, 1292, 369, 985, 106, 86, 84, 140, 93, 93, 590, 85, 97, 182, 87, 94, 91, 88, 91, 88, 167, 87, 107, 91, 88, 184, 160, 161, 160, 184, 219, 84, 97, 90, 91, 87, 93, 148, 148, 148, 84, 98, 97, 85, 91, 88]",13096,84,1292,247.0943396226415,0,0,0,2,"[167, 87]",254,87,167,127.0,2,0,0.0,{},{},10,275,26,29,27.5,5,True,False
https://www.amrc.org.hk/,02d14949-0b08-4257-bcbc-a0c4e51528e3,2025-04-10 12:29:17,"{'eth': 76, 'ipv6': 76, 'tcp': 24, 'tls': 8, 'udp': 52, 'DATA': 52}",76,"[140, 86, 142, 86, 74, 86, 91, 88, 143, 95, 91, 88, 91, 88, 91, 88, 91, 88, 224, 110, 86, 114, 86, 86, 91, 143, 95, 88, 74, 161, 86, 91, 88, 188, 98, 86, 74, 91, 86, 88, 91, 88, 74, 86, 91, 88, 91, 88, 91, 1158, 86, 88, 91, 88, 326, 86, 348, 86, 91, 515, 95, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 109, 88, 95, 91, 91]",9296,74,1158,122.3157894736842,24,"[140, 86, 142, 86, 74, 86, 224, 110, 86, 114, 86, 86, 74, 86, 74, 86, 74, 86, 1158, 86, 326, 86, 348, 86]",3890,74,1158,162.08333333333334,24,0,0,0,0.0,0.000238,0.082958,0.03507475,52,52,"[91, 88, 143, 95, 91, 88, 91, 88, 91, 88, 91, 88, 91, 143, 95, 88, 161, 91, 88, 188, 98, 86, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 515, 95, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 109, 88, 95, 91, 91]",5406,86,515,103.96153846153847,0,0,0,0,[],0,0,0,0,{},{},52,2182,24,453,41.96153846153846,5,True,False
https://www.amrc.org.hk/,b5ef5314-e1c1-431b-9235-dce82bfb9d1f,2025-04-10 12:29:27,"{'eth': 49, 'ipv6': 49, 'udp': 36, 'DATA': 36, 'tcp': 13, 'tls': 6}",49,"[91, 88, 91, 88, 140, 142, 86, 91, 88, 91, 88, 91, 88, 91, 88, 91, 110, 86, 114, 88, 86, 129, 91, 86, 126, 86, 88, 100, 95, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 91, 88, 88, 91, 88, 74, 86, 91, 88]",4589,74,142,93.65306122448979,13,"[140, 142, 86, 110, 86, 114, 86, 129, 86, 126, 86, 74, 86]",1351,74,142,103.92307692307692,13,0,0,0,0.0,0.000214,0.05767,0.025781333333333333,36,36,"[91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 100, 95, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 91, 88, 88, 91, 88, 91, 88]",3238,88,100,89.94444444444444,0,0,0,0,[],0,0,0,0,{},{},36,1006,26,38,27.944444444444443,5,True,False
https://www.amrc.org.hk/,663f7da8-f6d8-4b8b-bcfb-2f61a0726fb5,2025-04-10 12:29:37,"{'eth': 81, 'ipv6': 81, 'udp': 73, 'DATA': 73, 'tcp': 8, 'tls': 2}",81,"[91, 88, 140, 698, 86, 91, 142, 86, 90, 94, 88, 737, 134, 97, 86, 143, 143, 96, 91, 88, 91, 88, 91, 88, 91, 74, 88, 86, 143, 95, 91, 91, 91, 1292, 89, 91, 1292, 91, 95, 91, 88, 91, 88, 91, 88, 74, 91, 86, 88, 1285, 1271, 1288, 809, 89, 94, 95, 1114, 162, 101, 94, 88, 736, 189, 97, 86, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 515, 95, 91, 88, 91, 88]",17804,74,1292,219.80246913580248,8,"[140, 86, 142, 86, 74, 86, 74, 86]",774,74,142,96.75,8,0,0,0,0.0,0.000165,0.066711,0.033438,73,73,"[91, 88, 698, 91, 90, 94, 88, 737, 134, 97, 86, 143, 143, 96, 91, 88, 91, 88, 91, 88, 91, 88, 143, 95, 91, 91, 91, 1292, 89, 91, 1292, 91, 95, 91, 88, 91, 88, 91, 88, 91, 88, 1285, 1271, 1288, 809, 89, 94, 95, 1114, 162, 101, 94, 88, 736, 189, 97, 86, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 515, 95, 91, 88, 91, 88]",17030,86,1292,233.2876712328767,0,0,0,0,[],0,0,0,0,{},{},73,12504,24,1230,171.2876712328767,5,True,False
https://www.amrc.org.hk/,200e2ab2-e9d9-4b28-bd17-2a3d83fd19a9,2025-04-10 12:29:47,"{'eth': 84, 'ipv6': 84, 'udp': 40, 'DATA': 40, 'tcp': 43, 'tls': 9, 'icmpv6': 1}",84,"[515, 515, 88, 96, 91, 88, 74, 86, 91, 88, 140, 142, 86, 91, 88, 74, 74, 86, 91, 86, 88, 91, 88, 74, 86, 91, 88, 91, 88, 74, 158, 86, 91, 125, 86, 86, 88, 110, 86, 74, 74, 100, 95, 86, 74, 91, 110, 86, 114, 88, 86, 74, 86, 91, 88, 91, 88, 91, 88, 91, 88, 91, 91, 88, 88, 326, 91, 347, 86, 88, 74, 74, 86, 86, 91, 125, 86, 86, 86, 86, 88, 86, 86, 74]",8929,74,515,106.29761904761905,43,"[74, 86, 140, 142, 86, 74, 74, 86, 86, 74, 86, 74, 86, 125, 86, 86, 110, 86, 74, 74, 86, 74, 110, 86, 114, 86, 74, 86, 326, 347, 86, 74, 74, 86, 86, 125, 86, 86, 86, 86, 86, 86, 74]",4319,74,347,100.44186046511628,43,1,1,0,2.3255813953488373,0.000197,0.090057,0.024735090909090908,40,40,"[515, 515, 88, 96, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 100, 95, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 91, 88, 88, 91, 88, 91, 88]",4452,88,515,111.3,0,0,0,0,[],0,0,0,0,{},{},40,1972,26,453,49.3,5,True,False
https://www.amrc.org.hk/,ea5bf89e-7ecf-495e-bdd3-3ed7b25f1371,2025-04-10 12:29:57,"{'eth': 256, 'ipv6': 255, 'udp': 227, 'DATA': 63, 'tcp': 27, 'tls': 13, 'dns': 8, 'quic': 165, 'ip': 1, 'mdns': 2, 'icmpv6': 2}",256,"[91, 88, 140, 86, 142, 86, 91, 88, 143, 95, 143, 96, 89, 89, 116, 128, 1292, 1292, 143, 1292, 837, 99, 99, 91, 1262, 1262, 1262, 1262, 88, 1292, 1292, 1116, 1292, 1286, 164, 138, 126, 150, 125, 1434, 307, 1292, 1292, 100, 115, 86, 86, 111, 105, 109, 95, 86, 86, 125, 85, 86, 1262, 86, 1262, 1292, 1262, 235, 944, 90, 547, 86, 105, 105, 86, 111, 109, 502, 90, 106, 106, 386, 138, 117, 86, 121, 91, 91, 88, 86, 88, 103, 85, 91, 91, 88, 88, 103, 85, 91, 91, 88, 143, 88, 95, 103, 85, 91, 91, 88, 88, 103, 85, 91, 91, 88, 103, 88, 85, 91, 91, 88, 103, 129, 88, 1292, 1292, 1292, 137, 667, 169, 85, 86, 126, 86, 102, 102, 1292, 1292, 1292, 356, 998, 140, 93, 93, 86, 85, 93, 557, 148, 98, 182, 87, 94, 91, 88, 91, 103, 91, 88, 85, 88, 91, 88, 134, 154, 91, 336, 482, 105, 88, 344, 106, 91, 103, 85, 88, 103, 85, 74, 126, 119, 105, 86, 112, 117, 105, 103, 117, 118, 105, 85, 115, 119, 105, 140, 106, 115, 106, 91, 107, 107, 88, 85, 115, 106, 124, 106, 106, 106, 74, 103, 121, 85, 86, 105, 86, 78, 115, 106, 121, 106, 103, 85, 112, 106, 515, 95, 108, 106, 114, 107, 85, 108, 91, 106, 91, 88, 107, 106, 88, 106, 107, 85, 109, 106, 91, 88, 106, 106, 103, 85, 106, 106, 105, 102, 105, 91, 101, 106, 88, 103]",62103,74,1434,242.58984375,27,"[140, 86, 142, 86, 150, 125, 1434, 307, 86, 86, 125, 86, 86, 386, 138, 117, 86, 121, 86, 129, 86, 126, 86, 74, 86, 74, 86]",4620,74,1434,171.11111111111111,27,0,0,0,0.0,8.3e-05,0.105192,0.036869,227,227,"[91, 88, 91, 88, 143, 95, 143, 96, 89, 89, 116, 128, 1292, 1292, 143, 1292, 837, 99, 99, 91, 1262, 1262, 1262, 1262, 88, 1292, 1292, 1116, 1292, 1286, 164, 138, 126, 1292, 1292, 100, 115, 86, 86, 111, 105, 109, 95, 85, 1262, 1262, 1292, 1262, 235, 944, 90, 547, 86, 105, 105, 86, 111, 109, 502, 90, 106, 106, 91, 91, 88, 88, 103, 85, 91, 91, 88, 88, 103, 85, 91, 91, 88, 143, 88, 95, 103, 85, 91, 91, 88, 88, 103, 85, 91, 91, 88, 103, 88, 85, 91, 91, 88, 103, 88, 1292, 1292, 1292, 137, 667, 169, 85, 102, 102, 1292, 1292, 1292, 356, 998, 140, 93, 93, 86, 85, 93, 557, 148, 98, 182, 87, 94, 91, 88, 91, 103, 91, 88, 85, 88, 91, 88, 134, 154, 91, 336, 482, 105, 88, 344, 106, 91, 103, 85, 88, 103, 85, 126, 119, 105, 112, 117, 105, 103, 117, 118, 105, 85, 115, 119, 105, 140, 106, 115, 106, 91, 107, 107, 88, 85, 115, 106, 124, 106, 106, 106, 103, 121, 85, 105, 115, 106, 121, 106, 103, 85, 112, 106, 515, 95, 108, 106, 114, 107, 85, 108, 91, 106, 91, 88, 107, 106, 88, 106, 107, 85, 109, 106, 91, 88, 106, 106, 103, 85, 106, 106, 105, 102, 105, 91, 101, 106, 88, 103]",57319,85,1292,252.5066079295154,0,8,0,1,[134],134,134,134,134.0,1,0,0.0,"{'1': 4, '28': 4}",{},63,2330,26,453,37.58064516129032,5,True,False
https://www.amrc.org.hk/,ac32bfa3-db77-4b94-81b4-62bf8c1ba49b,2025-04-10 12:30:08,"{'eth': 176, 'ipv6': 173, 'udp': 166, 'DATA': 163, 'icmpv6': 4, 'tcp': 6, 'ip': 3, 'ssdp': 3}",176,"[116, 107, 86, 78, 91, 107, 107, 88, 105, 107, 103, 105, 107, 86, 106, 107, 91, 112, 107, 88, 114, 107, 103, 86, 113, 107, 107, 107, 91, 111, 88, 107, 103, 108, 104, 86, 107, 110, 107, 91, 88, 103, 112, 107, 86, 103, 86, 91, 88, 103, 86, 118, 104, 107, 132, 107, 111, 107, 127, 107, 103, 86, 130, 107, 74, 122, 107, 123, 86, 107, 103, 86, 91, 123, 107, 88, 103, 135, 107, 86, 116, 107, 103, 123, 107, 86, 111, 107, 113, 107, 131, 107, 121, 107, 103, 86, 103, 86, 136, 170, 107, 118, 107, 103, 86, 125, 107, 123, 107, 124, 107, 103, 87, 114, 107, 118, 107, 247, 108, 86, 91, 91, 88, 107, 74, 86, 213, 1292, 925, 1292, 874, 1292, 875, 1292, 862, 86, 78, 86, 86, 87, 285, 285, 107, 1262, 1262, 1262, 853, 1262, 1262, 1262, 1262, 1262, 1225, 106, 371, 199, 107, 1262, 205, 1292, 896, 1262, 849, 107, 91, 86, 88, 213, 103, 86, 450, 166, 107, 74, 86, 213]",43876,74,1292,249.29545454545453,6,"[74, 86, 74, 86, 74, 86]",480,74,86,80.0,6,0,0,0,0.0,0,0,0,166,166,"[116, 107, 91, 107, 107, 88, 105, 107, 103, 105, 107, 86, 106, 107, 91, 112, 107, 88, 114, 107, 103, 86, 113, 107, 107, 107, 91, 111, 88, 107, 103, 108, 104, 86, 107, 110, 107, 91, 88, 103, 112, 107, 86, 103, 86, 91, 88, 103, 86, 118, 104, 107, 132, 107, 111, 107, 127, 107, 103, 86, 130, 107, 122, 107, 123, 107, 103, 86, 91, 123, 107, 88, 103, 135, 107, 86, 116, 107, 103, 123, 107, 86, 111, 107, 113, 107, 131, 107, 121, 107, 103, 86, 103, 86, 136, 170, 107, 118, 107, 103, 86, 125, 107, 123, 107, 124, 107, 103, 87, 114, 107, 118, 107, 247, 108, 86, 91, 91, 88, 107, 213, 1292, 925, 1292, 874, 1292, 875, 1292, 862, 86, 86, 87, 285, 285, 107, 1262, 1262, 1262, 853, 1262, 1262, 1262, 1262, 1262, 1225, 106, 371, 199, 107, 1262, 205, 1292, 896, 1262, 849, 107, 91, 86, 88, 213, 103, 86, 450, 166, 107, 213]",43068,86,1292,259.4457831325301,0,0,0,3,"[213, 213, 213]",639,213,213,213.0,3,0,0.0,{},{},163,32323,24,1230,198.30061349693253,5,True,False
https://www.amrc.org.hk/,c82eaaee-d2e1-4544-a916-ad4df21f5cff,2025-04-10 12:30:18,"{'eth': 76, 'ipv6': 76, 'udp': 60, 'DATA': 57, 'icmpv6': 2, 'tcp': 14, 'tls': 6, 'dns': 4}",76,"[91, 86, 78, 88, 143, 143, 96, 91, 88, 91, 91, 88, 88, 91, 88, 91, 88, 143, 95, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 326, 348, 86, 91, 88, 110, 86, 114, 91, 86, 88, 91, 88, 99, 99, 96, 515, 95, 91, 91, 88, 88, 91, 91, 88, 88, 91, 91, 88, 88, 106, 106, 91, 91, 250, 262, 88, 98, 88, 94, 86, 1454, 846, 86, 86]",10435,78,1454,137.30263157894737,14,"[326, 348, 86, 110, 86, 114, 86, 98, 94, 86, 1454, 846, 86, 86]",3906,86,1454,279.0,14,0,0,0,0.0,0.000245,0.091991,0.035593375,60,60,"[91, 88, 143, 143, 96, 91, 88, 91, 91, 88, 88, 91, 88, 91, 88, 143, 95, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 99, 99, 96, 515, 95, 91, 91, 88, 88, 91, 91, 88, 88, 91, 91, 88, 88, 106, 106, 91, 91, 250, 262, 88, 88]",6365,88,515,106.08333333333333,0,4,0,0,[],0,0,0,0,"{'1': 2, '28': 2}",{},57,2169,26,453,38.732142857142854,5,True,False
https://www.amrc.org.hk/,af93242a-ea91-469f-a206-c48f035b71e6,2025-04-10 12:30:28,"{'eth': 85, 'ipv6': 85, 'udp': 40, 'DATA': 21, 'dns': 10, 'tcp': 45, 'tls': 20, 'quic': 13}",85,"[88, 88, 101, 128, 158, 125, 1292, 1292, 102, 86, 125, 1292, 86, 91, 1292, 229, 156, 286, 125, 86, 121, 125, 580, 183, 93, 88, 86, 86, 116, 116, 116, 98, 116, 94, 86, 218, 178, 603, 91, 104, 86, 1454, 1454, 890, 86, 86, 88, 166, 346, 104, 86, 86, 389, 389, 234, 86, 91, 88, 91, 88, 91, 88, 74, 86, 91, 88, 91, 88, 91, 88, 129, 86, 126, 86, 74, 91, 86, 88, 74, 86, 74, 86, 74, 86, 142]",19178,74,1454,225.6235294117647,45,"[158, 125, 86, 125, 86, 156, 286, 125, 86, 121, 125, 86, 98, 94, 86, 603, 86, 1454, 1454, 890, 86, 86, 166, 346, 86, 86, 389, 389, 234, 86, 74, 86, 129, 86, 126, 86, 74, 86, 74, 86, 74, 86, 74, 86, 142]",9653,74,1454,214.51111111111112,45,0,0,0,0.0,0.00013,0.049,0.022409153846153846,40,40,"[88, 88, 101, 128, 1292, 1292, 102, 1292, 91, 1292, 229, 580, 183, 93, 88, 86, 116, 116, 116, 116, 218, 178, 91, 104, 88, 104, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88]",9525,86,1292,238.125,0,10,0,0,[],0,0,0,0,"{'1': 4, '65': 4, '28': 2}",{},21,547,26,29,27.35,5,True,False
