website,id,date,layer_counts,all_packet_count,all_packet_sizes,all_packet_total_size,all_packet_min_size,all_packet_max_size,all_packet_average_size,tcp_packet_count,tcp_packet_sizes,tcp_packet_total_size,tcp_packet_min_size,tcp_packet_max_size,tcp_packet_average_size,tcp_count,tcp_retransmissions,tcp_duplicate_acks,tcp_fast_retransmissions,tcp_retransmission_percentage,tcp_min_rtt,tcp_max_rtt,tcp_avg_rtt,udp_count,udp_packet_count,udp_packet_sizes,udp_packet_total_size,udp_packet_min_size,udp_packet_max_size,udp_packet_average_size,rtp_count,dns_count,dns_incomplete_transactions,ip_packet_count,ip_packet_sizes,ip_packet_total_size,ip_packet_min_size,ip_packet_max_size,ip_packet_average_size,dns_query_types,dns_response_codes,data_count,data_total_payload_size,data_min_payload_size,data_max_payload_size,data_avg_payload_size,param_frag_size,param_tcp_frag,param_record_frag
https://www.facebook.com/officialSIS/,93d58fb2-f883-4dc6-a791-087111ea2882,2025-04-10 12:25:34,"{'eth': 85, 'ipv6': 85, 'tcp': 14, 'icmpv6': 1, 'udp': 70, 'DATA': 68, 'tls': 5, 'dns': 2}",85,"[74, 158, 86, 91, 88, 142, 91, 95, 88, 91, 88, 142, 86, 326, 91, 353, 86, 88, 91, 88, 91, 88, 96, 152, 91, 88, 91, 88, 91, 102, 95, 88, 91, 88, 91, 143, 95, 88, 91, 91, 88, 88, 140, 91, 91, 86, 142, 86, 88, 88, 91, 91, 88, 88, 91, 91, 88, 88, 91, 88, 91, 88, 91, 88, 91, 88, 74, 86, 91, 88, 144, 95, 91, 88, 91, 88, 91, 88, 515, 95, 91, 514, 95, 88, 98]",9413,74,515,110.74117647058823,14,"[74, 86, 142, 86, 326, 353, 86, 140, 86, 142, 86, 74, 86, 98]",1865,74,353,133.21428571428572,14,0,0,0,0.0,0.00023,0.092832,0.045877,70,70,"[91, 88, 142, 91, 95, 88, 91, 88, 91, 88, 91, 88, 91, 88, 96, 152, 91, 88, 91, 88, 91, 102, 95, 88, 91, 88, 91, 143, 95, 88, 91, 91, 88, 88, 91, 91, 88, 88, 91, 91, 88, 88, 91, 91, 88, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 144, 95, 91, 88, 91, 88, 91, 88, 515, 95, 91, 514, 95, 88]",7390,88,515,105.57142857142857,0,2,0,0,[],0,0,0,0,{'1': 2},{},68,2926,26,453,43.029411764705884,5,True,False
https://www.facebook.com/officialSIS/,0effa744-5156-45a3-89f9-70567e7cb303,2025-04-10 12:25:44,"{'eth': 58, 'ipv6': 58, 'udp': 42, 'DATA': 42, 'tcp': 12, 'tls': 6, 'icmpv6': 4}",58,"[91, 88, 91, 102, 95, 88, 102, 96, 91, 88, 91, 88, 91, 88, 118, 86, 114, 86, 91, 88, 91, 88, 91, 91, 91, 1292, 86, 78, 89, 91, 1292, 91, 96, 91, 140, 115, 142, 86, 95, 91, 88, 91, 88, 91, 88, 86, 78, 326, 348, 86, 74, 86, 91, 142, 95, 88, 91, 88]",8325,74,1292,143.5344827586207,12,"[118, 86, 114, 86, 140, 142, 86, 326, 348, 86, 74, 86]",1692,74,348,141.0,12,0,0,0,0.0,0.000199,0.101195,0.03359733333333333,42,42,"[91, 88, 91, 102, 95, 88, 102, 96, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 91, 91, 1292, 89, 91, 1292, 91, 96, 91, 115, 95, 91, 88, 91, 88, 91, 88, 91, 142, 95, 88, 91, 88]",6305,88,1292,150.11904761904762,0,0,0,0,[],0,0,0,0,{},{},42,3701,26,1230,88.11904761904762,5,True,False
https://www.facebook.com/officialSIS/,4ae52e10-1813-4ce2-9c3e-6148015fda8c,2025-04-10 12:25:54,"{'eth': 67, 'ipv6': 67, 'udp': 42, 'DATA': 42, 'tcp': 25, 'tls': 5}",67,"[91, 88, 142, 95, 142, 96, 142, 86, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 74, 86, 143, 95, 91, 88, 74, 140, 86, 91, 86, 142, 86, 88, 91, 88, 74, 91, 86, 88, 91, 88, 91, 88, 74, 86, 91, 88, 74, 74, 86, 86, 125, 110, 86, 86, 86, 86, 86, 91, 88, 91, 88, 144, 95]",6302,74,144,94.05970149253731,25,"[142, 86, 74, 86, 74, 140, 86, 86, 142, 86, 74, 86, 74, 86, 74, 74, 86, 86, 125, 110, 86, 86, 86, 86, 86]",2307,74,142,92.28,25,0,0,0,0.0,0.000216,0.116446,0.0540818,42,42,"[91, 88, 142, 95, 142, 96, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 143, 95, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 144, 95]",3995,88,144,95.11904761904762,0,0,0,0,[],0,0,0,0,{},{},42,1391,26,82,33.11904761904762,5,True,False
https://www.facebook.com/officialSIS/,bce0ba16-f930-4f81-8531-8f5e1b95b757,2025-04-10 12:26:04,"{'eth': 145, 'ipv6': 145, 'tcp': 105, 'udp': 40, 'DATA': 28, 'tls': 53, 'dns': 14}",145,"[74, 91, 99, 95, 86, 88, 91, 88, 91, 88, 170, 125, 743, 105, 105, 86, 125, 86, 170, 182, 91, 169, 86, 125, 326, 121, 98, 88, 94, 86, 86, 349, 86, 153, 94, 86, 86, 133, 260, 137, 86, 86, 1294, 1294, 86, 170, 86, 162, 1294, 530, 86, 161, 86, 245, 439, 86, 187, 86, 137, 91, 86, 137, 86, 86, 88, 207, 86, 134, 135, 86, 194, 1454, 164, 86, 325, 86, 86, 86, 274, 254, 224, 86, 219, 86, 223, 86, 218, 86, 216, 86, 230, 86, 212, 236, 86, 242, 86, 86, 241, 338, 86, 86, 231, 86, 227, 86, 213, 86, 93, 223, 86, 210, 86, 212, 86, 129, 91, 86, 125, 86, 88, 91, 113, 113, 88, 180, 192, 91, 88, 91, 88, 93, 91, 88, 140, 142, 86, 93, 91, 88, 91, 88, 74, 86, 93]",24928,74,1454,171.91724137931035,105,"[74, 86, 170, 125, 743, 86, 125, 86, 169, 86, 125, 326, 121, 98, 86, 86, 349, 86, 153, 94, 86, 86, 133, 260, 86, 86, 1294, 1294, 86, 170, 86, 162, 1294, 530, 86, 161, 86, 245, 439, 86, 187, 86, 137, 86, 137, 86, 86, 207, 86, 134, 135, 86, 194, 1454, 164, 86, 325, 86, 86, 86, 274, 254, 224, 86, 219, 86, 223, 86, 218, 86, 216, 86, 230, 86, 212, 236, 86, 242, 86, 86, 241, 338, 86, 86, 231, 86, 227, 86, 213, 86, 223, 86, 210, 86, 212, 86, 129, 86, 125, 86, 140, 142, 86, 74, 86]",20823,74,1454,198.31428571428572,105,0,0,0,0.0,8.6e-05,0.089706,0.019476795918367346,40,40,"[91, 99, 95, 88, 91, 88, 91, 88, 105, 105, 170, 182, 91, 88, 94, 137, 91, 88, 93, 91, 88, 91, 113, 113, 88, 180, 192, 91, 88, 91, 88, 93, 91, 88, 93, 91, 88, 91, 88, 93]",4105,88,192,102.625,0,14,0,0,[],0,0,0,0,"{'1': 10, '28': 4}",{},28,730,26,37,28.076923076923077,5,True,False
https://www.facebook.com/officialSIS/,30b0bbc0-e3d5-44a3-a066-ffe2aae961fe,2025-04-10 12:26:14,"{'eth': 146, 'ipv6': 144, 'udp': 84, 'DATA': 58, 'ip': 2, 'ssdp': 2, 'quic': 24, 'tcp': 62, 'tls': 15, 'dns': 1}",146,"[91, 90, 213, 1292, 1292, 1292, 142, 667, 102, 102, 1292, 1292, 1292, 1292, 368, 986, 105, 86, 84, 140, 93, 93, 557, 182, 97, 99, 74, 95, 87, 86, 142, 86, 91, 91, 88, 90, 91, 213, 88, 91, 142, 95, 88, 91, 91, 88, 88, 93, 91, 91, 88, 88, 125, 110, 86, 98, 98, 86, 149, 86, 86, 98, 118, 91, 86, 91, 114, 86, 88, 125, 110, 88, 86, 98, 98, 86, 86, 149, 86, 74, 91, 86, 88, 111, 86, 115, 91, 91, 91, 91, 115, 86, 89, 89, 98, 125, 86, 86, 86, 91, 74, 89, 143, 95, 86, 140, 91, 86, 142, 86, 88, 74, 91, 91, 89, 86, 88, 91, 88, 74, 86, 91, 88, 91, 88, 74, 86, 91, 88, 74, 74, 91, 86, 86, 88, 91, 89, 74, 86, 326, 91, 348, 86, 88, 521, 86]",25622,74,1292,175.4931506849315,62,"[74, 86, 142, 86, 125, 110, 86, 98, 98, 86, 149, 86, 86, 98, 118, 86, 114, 86, 125, 110, 86, 98, 98, 86, 86, 149, 86, 74, 86, 111, 86, 115, 115, 86, 98, 125, 86, 86, 86, 74, 86, 140, 86, 142, 86, 74, 86, 74, 86, 74, 86, 74, 74, 86, 86, 74, 86, 326, 348, 86, 521, 86]",6833,74,521,110.20967741935483,62,3,2,0,4.838709677419355,0.000119,0.34838,0.04867642105263158,84,84,"[91, 90, 213, 1292, 1292, 1292, 142, 667, 102, 102, 1292, 1292, 1292, 1292, 368, 986, 105, 86, 84, 140, 93, 93, 557, 182, 97, 99, 95, 87, 91, 91, 88, 90, 91, 213, 88, 91, 142, 95, 88, 91, 91, 88, 88, 93, 91, 91, 88, 88, 91, 91, 88, 88, 91, 88, 91, 91, 91, 91, 89, 89, 91, 89, 143, 95, 91, 88, 91, 91, 89, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 89, 91, 88]",18789,84,1292,223.67857142857142,0,1,1,2,"[213, 213]",426,213,213,213.0,2,0,0.0,{'1': 1},{},58,1739,26,81,29.982758620689655,5,True,False
https://www.facebook.com/officialSIS/,62af297a-d1ca-49cd-8032-9aa2ef45506a,2025-04-10 12:26:24,"{'eth': 231, 'ipv6': 231, 'udp': 175, 'DATA': 70, 'dns': 5, 'tcp': 52, 'tls': 19, 'quic': 105, 'icmpv6': 4}",231,"[88, 93, 74, 86, 74, 86, 91, 88, 162, 161, 161, 162, 212, 90, 97, 159, 84, 148, 148, 97, 98, 86, 85, 91, 88, 174, 125, 1285, 1166, 1292, 1292, 141, 1292, 1292, 86, 86, 125, 92, 86, 992, 117, 1095, 270, 102, 1292, 86, 98, 121, 95, 1292, 352, 692, 140, 93, 1288, 1292, 1288, 1292, 1292, 762, 1288, 1292, 1292, 1289, 1292, 1292, 1292, 720, 1292, 489, 1292, 279, 87, 102, 1292, 88, 1292, 222, 464, 182, 87, 87, 91, 87, 93, 91, 87, 92, 87, 91, 93, 93, 93, 86, 580, 183, 93, 88, 89, 442, 97, 1288, 929, 907, 242, 707, 687, 89, 161, 152, 689, 686, 687, 317, 170, 255, 97, 98, 93, 98, 97, 93, 927, 86, 94, 98, 231, 98, 85, 85, 91, 86, 88, 86, 91, 88, 91, 88, 86, 78, 140, 142, 86, 91, 88, 91, 88, 91, 88, 1285, 1229, 1161, 1288, 571, 92, 90, 95, 1092, 210, 99, 86, 94, 88, 735, 317, 687, 97, 88, 97, 85, 114, 114, 86, 78, 91, 412, 364, 98, 88, 94, 86, 603, 86, 1434, 786, 1434, 1029, 86, 86, 212, 137, 86, 564, 706, 86, 91, 88, 91, 372, 86, 86, 90, 86, 86, 86, 91, 88, 161, 188, 84, 97, 91, 125, 86, 86, 110, 86, 74, 74, 86, 86, 74, 88, 86, 74, 91, 88, 91, 88, 91, 88]",79266,74,1434,343.14285714285717,52,"[74, 86, 74, 86, 174, 125, 86, 86, 125, 86, 992, 117, 86, 121, 86, 140, 142, 86, 98, 94, 86, 603, 86, 1434, 786, 1434, 1029, 86, 86, 212, 137, 86, 564, 706, 86, 372, 86, 86, 86, 86, 86, 125, 86, 86, 110, 86, 74, 74, 86, 74, 86, 74]",12148,74,1434,233.6153846153846,52,1,2,0,1.9230769230769231,0.000133,0.091499,0.029490526315789477,175,175,"[88, 93, 91, 88, 162, 161, 161, 162, 212, 90, 97, 159, 84, 148, 148, 97, 98, 86, 85, 91, 88, 1285, 1166, 1292, 1292, 141, 1292, 1292, 92, 1095, 270, 102, 1292, 98, 95, 1292, 352, 692, 140, 93, 1288, 1292, 1288, 1292, 1292, 762, 1288, 1292, 1292, 1289, 1292, 1292, 1292, 720, 1292, 489, 1292, 279, 87, 102, 1292, 88, 1292, 222, 464, 182, 87, 87, 91, 87, 93, 91, 87, 92, 87, 91, 93, 93, 93, 580, 183, 93, 88, 89, 442, 97, 1288, 929, 907, 242, 707, 687, 89, 161, 152, 689, 686, 687, 317, 170, 255, 97, 98, 93, 98, 97, 93, 927, 86, 94, 98, 231, 98, 85, 85, 91, 86, 88, 86, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 1285, 1229, 1161, 1288, 571, 92, 90, 95, 1092, 210, 99, 86, 94, 88, 735, 317, 687, 97, 88, 97, 85, 114, 114, 91, 412, 364, 88, 91, 88, 91, 90, 91, 88, 161, 188, 84, 97, 91, 86, 88, 91, 88, 91, 88, 91, 88]",66790,84,1292,381.65714285714284,0,5,1,0,[],0,0,0,0,"{'1': 3, '28': 2}",{},70,9621,22,1223,139.43478260869566,5,True,False
https://www.facebook.com/officialSIS/,f7e86ab4-d111-439f-a9db-f7614db24a31,2025-04-10 12:26:34,"{'eth': 138, 'ipv6': 138, 'udp': 127, 'DATA': 127, 'tcp': 11, 'tls': 5}",138,"[103, 88, 85, 103, 85, 162, 91, 188, 84, 97, 88, 86, 103, 142, 85, 91, 86, 88, 326, 348, 86, 103, 142, 85, 352, 95, 85, 163, 361, 83, 97, 93, 95, 159, 100, 86, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 103, 85, 143, 86, 303, 95, 91, 140, 83, 97, 358, 88, 140, 692, 467, 86, 93, 86, 90, 142, 86, 95, 159, 100, 94, 88, 732, 690, 108, 148, 98, 93, 74, 86, 86, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 726, 93, 95, 1060, 110, 100, 98, 167, 95, 909, 88, 99, 95, 90, 94, 735, 95, 97, 91, 91, 86, 88, 88, 91, 88, 91, 88, 91, 91, 88, 103, 88, 85, 144, 86, 304, 95, 140, 83, 97, 581, 91]",20970,74,1060,151.95652173913044,11,"[142, 86, 326, 348, 86, 140, 86, 142, 86, 74, 86]",1602,74,348,145.63636363636363,11,0,0,0,0.0,0.00016,0.0865,0.042649,127,127,"[103, 88, 85, 103, 85, 162, 91, 188, 84, 97, 88, 86, 103, 85, 91, 88, 103, 142, 85, 352, 95, 85, 163, 361, 83, 97, 93, 95, 159, 100, 86, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 103, 85, 143, 86, 303, 95, 91, 140, 83, 97, 358, 88, 692, 467, 86, 93, 90, 95, 159, 100, 94, 88, 732, 690, 108, 148, 98, 93, 86, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 91, 88, 726, 93, 95, 1060, 110, 100, 98, 167, 95, 909, 88, 99, 95, 90, 94, 735, 95, 97, 91, 91, 86, 88, 88, 91, 88, 91, 88, 91, 91, 88, 103, 88, 85, 144, 86, 304, 95, 140, 83, 97, 581, 91]",19368,83,1060,152.50393700787401,0,0,0,0,[],0,0,0,0,{},{},127,11494,21,998,90.50393700787401,5,True,False
https://www.facebook.com/officialSIS/,d8f22262-13a5-448e-b2fd-fec9ee6cf601,2025-04-10 12:26:44,"{'eth': 214, 'ipv6': 214, 'udp': 152, 'DATA': 149, 'tcp': 62, 'tls': 19, 'dns': 4}",214,"[88, 91, 88, 74, 86, 91, 88, 118, 86, 114, 86, 74, 110, 86, 114, 86, 74, 86, 86, 91, 88, 103, 85, 74, 86, 74, 86, 91, 88, 140, 142, 86, 74, 86, 1292, 864, 1292, 866, 1292, 891, 1292, 891, 1292, 891, 74, 86, 85, 1262, 1262, 1262, 582, 860, 105, 105, 1292, 897, 1262, 1262, 1262, 1262, 172, 105, 105, 1292, 897, 1262, 1262, 105, 1262, 1034, 105, 1262, 335, 105, 1292, 891, 1262, 1262, 1262, 1262, 1262, 1262, 1262, 1217, 105, 105, 105, 105, 1292, 890, 605, 618, 105, 1292, 891, 85, 86, 1262, 1262, 1262, 606, 1251, 105, 105, 1292, 896, 1262, 1262, 1262, 605, 1251, 105, 105, 1292, 897, 1262, 1262, 1262, 606, 853, 106, 106, 470, 106, 1262, 1262, 1262, 607, 1227, 106, 106, 107, 1262, 1262, 1262, 604, 709, 106, 106, 620, 1262, 1262, 1262, 606, 1250, 106, 106, 106, 97, 106, 1262, 1262, 1262, 606, 1216, 97, 106, 106, 106, 74, 103, 86, 86, 95, 95, 346, 526, 74, 86, 98, 103, 86, 110, 86, 74, 74, 94, 86, 860, 86, 86, 298, 86, 150, 178, 1026, 1354, 173, 86, 74, 86, 613, 86, 117, 86, 1331, 86, 86, 103, 86, 91, 88, 74, 86, 103, 86, 327, 103, 86, 86, 349, 86, 103, 86]",112168,74,1354,524.1495327102804,62,"[74, 86, 118, 86, 114, 86, 74, 110, 86, 114, 86, 74, 86, 86, 74, 86, 74, 86, 140, 142, 86, 74, 86, 74, 86, 74, 86, 74, 86, 98, 86, 110, 86, 74, 74, 94, 86, 860, 86, 298, 86, 150, 178, 1026, 1354, 173, 86, 74, 86, 613, 86, 117, 86, 1331, 86, 86, 74, 86, 327, 86, 349, 86]",11186,74,1354,180.41935483870967,62,1,0,0,1.6129032258064515,0.000133,0.109967,0.03685094444444445,152,152,"[88, 91, 88, 91, 88, 91, 88, 103, 85, 91, 88, 1292, 864, 1292, 866, 1292, 891, 1292, 891, 1292, 891, 85, 1262, 1262, 1262, 582, 860, 105, 105, 1292, 897, 1262, 1262, 1262, 1262, 172, 105, 105, 1292, 897, 1262, 1262, 105, 1262, 1034, 105, 1262, 335, 105, 1292, 891, 1262, 1262, 1262, 1262, 1262, 1262, 1262, 1217, 105, 105, 105, 105, 1292, 890, 605, 618, 105, 1292, 891, 85, 86, 1262, 1262, 1262, 606, 1251, 105, 105, 1292, 896, 1262, 1262, 1262, 605, 1251, 105, 105, 1292, 897, 1262, 1262, 1262, 606, 853, 106, 106, 470, 106, 1262, 1262, 1262, 607, 1227, 106, 106, 107, 1262, 1262, 1262, 604, 709, 106, 106, 620, 1262, 1262, 1262, 606, 1250, 106, 106, 106, 97, 106, 1262, 1262, 1262, 606, 1216, 97, 106, 106, 106, 103, 86, 95, 95, 346, 526, 103, 86, 103, 86, 91, 88, 103, 86, 103, 86, 103, 86]",100982,85,1292,664.3552631578947,0,4,0,0,[],0,0,0,0,"{'1': 2, '28': 2}",{},149,90744,23,1230,613.1351351351351,5,True,False
https://www.facebook.com/officialSIS/,359dd7b4-b05d-4d57-804e-66cab8b5ca37,2025-04-10 12:26:55,"{'eth': 270, 'ipv6': 268, 'udp': 259, 'DATA': 257, 'tcp': 8, 'tls': 3, 'icmpv6': 3, 'ip': 2, 'dhcp': 2}",270,"[103, 88, 91, 142, 88, 86, 158, 98, 277, 98, 96, 755, 142, 95, 93, 95, 1052, 121, 100, 88, 91, 88, 91, 88, 91, 88, 103, 91, 98, 342, 88, 91, 88, 836, 88, 93, 95, 1013, 121, 100, 88, 91, 88, 91, 88, 682, 107, 91, 147, 107, 88, 111, 107, 91, 129, 107, 88, 117, 107, 86, 91, 110, 107, 88, 117, 107, 91, 117, 107, 103, 88, 118, 107, 86, 119, 107, 113, 107, 140, 91, 126, 107, 103, 86, 142, 86, 88, 91, 109, 86, 107, 88, 118, 107, 142, 95, 112, 107, 91, 108, 108, 88, 86, 125, 91, 107, 88, 105, 107, 123, 107, 91, 103, 116, 88, 107, 86, 91, 106, 107, 88, 114, 107, 103, 86, 116, 107, 91, 115, 107, 88, 91, 111, 107, 88, 103, 106, 107, 86, 107, 107, 91, 74, 116, 107, 88, 86, 110, 107, 103, 107, 86, 107, 120, 91, 107, 88, 112, 107, 109, 107, 86, 132, 107, 91, 106, 107, 342, 88, 117, 107, 103, 342, 111, 107, 86, 91, 113, 107, 88, 112, 107, 106, 107, 103, 107, 107, 86, 91, 88, 107, 107, 121, 107, 111, 107, 103, 86, 110, 107, 110, 107, 105, 107, 103, 128, 107, 86, 104, 107, 118, 107, 86, 78, 117, 107, 103, 86, 102, 107, 108, 107, 91, 121, 107, 88, 103, 108, 107, 86, 126, 107, 119, 107, 112, 107, 103, 114, 86, 107, 143, 95, 103, 107, 109, 107, 103, 104, 91, 107, 91, 86, 88, 113, 107, 88, 115, 107, 116, 107, 103, 110, 86, 107, 91, 88, 106, 107, 111, 107]",32465,74,1052,120.24074074074075,8,"[142, 86, 140, 86, 142, 86, 74, 86]",842,74,142,105.25,8,0,0,0,0.0,0.00024,0.097401,0.050638999999999997,259,259,"[103, 88, 91, 88, 98, 277, 98, 96, 755, 142, 95, 93, 95, 1052, 121, 100, 88, 91, 88, 91, 88, 91, 88, 103, 91, 98, 342, 88, 91, 88, 836, 88, 93, 95, 1013, 121, 100, 88, 91, 88, 91, 88, 682, 107, 91, 147, 107, 88, 111, 107, 91, 129, 107, 88, 117, 107, 86, 91, 110, 107, 88, 117, 107, 91, 117, 107, 103, 88, 118, 107, 86, 119, 107, 113, 107, 91, 126, 107, 103, 88, 91, 109, 86, 107, 88, 118, 107, 142, 95, 112, 107, 91, 108, 108, 88, 86, 125, 91, 107, 88, 105, 107, 123, 107, 91, 103, 116, 88, 107, 86, 91, 106, 107, 88, 114, 107, 103, 86, 116, 107, 91, 115, 107, 88, 91, 111, 107, 88, 103, 106, 107, 86, 107, 107, 91, 116, 107, 88, 110, 107, 103, 107, 86, 107, 120, 91, 107, 88, 112, 107, 109, 107, 86, 132, 107, 91, 106, 107, 342, 88, 117, 107, 103, 342, 111, 107, 86, 91, 113, 107, 88, 112, 107, 106, 107, 103, 107, 107, 86, 91, 88, 107, 107, 121, 107, 111, 107, 103, 86, 110, 107, 110, 107, 105, 107, 103, 128, 107, 86, 104, 107, 118, 107, 117, 107, 103, 86, 102, 107, 108, 107, 91, 121, 107, 88, 103, 108, 107, 86, 126, 107, 119, 107, 112, 107, 103, 114, 86, 107, 143, 95, 103, 107, 109, 107, 103, 104, 91, 107, 91, 86, 88, 113, 107, 88, 115, 107, 116, 107, 103, 110, 86, 107, 91, 88, 106, 107, 111, 107]",31301,86,1052,120.85328185328186,0,0,0,2,"[342, 342]",684,342,342,342.0,2,0,0.0,{},{},257,14683,24,990,57.13229571984436,5,True,False
https://www.facebook.com/officialSIS/,f25fcd66-c676-47f4-a3ab-bb908ddb1ad3,2025-04-10 12:27:05,"{'eth': 200, 'ipv6': 198, 'udp': 160, 'DATA': 140, 'tcp': 40, 'dns': 8, 'tls': 19, 'quic': 13, 'ip': 2, 'ssdp': 1, 'mdns': 2}",200,"[177, 107, 103, 86, 91, 89, 74, 86, 103, 86, 105, 105, 170, 182, 189, 125, 175, 236, 1454, 236, 1292, 1292, 110, 133, 107, 112, 114, 110, 114, 86, 86, 86, 86, 98, 86, 125, 1454, 107, 86, 102, 1292, 1292, 228, 103, 106, 154, 221, 125, 86, 121, 125, 107, 98, 580, 183, 154, 1209, 417, 86, 93, 86, 86, 86, 86, 114, 107, 103, 326, 126, 107, 86, 112, 107, 86, 348, 86, 116, 107, 103, 86, 115, 113, 107, 103, 86, 103, 110, 107, 86, 107, 106, 107, 134, 116, 107, 115, 107, 103, 86, 106, 107, 91, 89, 109, 107, 116, 107, 103, 124, 107, 86, 105, 107, 127, 107, 118, 108, 108, 107, 86, 110, 107, 112, 107, 103, 86, 117, 107, 127, 107, 103, 140, 86, 107, 142, 86, 107, 114, 107, 106, 107, 103, 86, 145, 139, 163, 112, 107, 91, 107, 1292, 929, 1292, 878, 1292, 878, 1292, 865, 86, 86, 87, 287, 107, 283, 1262, 1262, 681, 107, 286, 107, 284, 1262, 1262, 1262, 1262, 1262, 1262, 1262, 1262, 621, 106, 1292, 893, 87, 530, 107, 539, 107, 74, 115, 86, 372, 167, 87, 107, 91, 89, 91, 88, 74]",56055,74,1454,280.275,40,"[74, 86, 189, 125, 175, 236, 1454, 236, 86, 86, 86, 86, 98, 86, 125, 1454, 86, 154, 221, 125, 86, 121, 125, 98, 154, 1209, 417, 86, 86, 86, 326, 86, 348, 86, 140, 142, 86, 74, 86, 74]",9184,74,1454,229.6,40,1,2,0,2.5,0.000108,0.056078,0.033067928571428575,160,160,"[177, 107, 103, 86, 91, 89, 103, 86, 105, 105, 170, 182, 1292, 1292, 110, 133, 107, 112, 114, 110, 114, 107, 102, 1292, 1292, 228, 103, 106, 107, 580, 183, 93, 86, 86, 114, 107, 103, 126, 107, 86, 112, 107, 116, 107, 103, 86, 115, 113, 107, 103, 86, 103, 110, 107, 86, 107, 106, 107, 134, 116, 107, 115, 107, 103, 86, 106, 107, 91, 89, 109, 107, 116, 107, 103, 124, 107, 86, 105, 107, 127, 107, 118, 108, 108, 107, 86, 110, 107, 112, 107, 103, 86, 117, 107, 127, 107, 103, 86, 107, 107, 114, 107, 106, 107, 103, 86, 145, 139, 163, 112, 107, 91, 107, 1292, 929, 1292, 878, 1292, 878, 1292, 865, 86, 86, 87, 287, 107, 283, 1262, 1262, 681, 107, 286, 107, 284, 1262, 1262, 1262, 1262, 1262, 1262, 1262, 1262, 621, 106, 1292, 893, 87, 530, 107, 539, 107, 115, 372, 167, 87, 107, 91, 89, 91, 88]",46871,86,1292,292.94375,0,8,0,2,"[167, 87]",254,87,167,127.0,2,0,0.0,"{'1': 6, '28': 2}",{},140,30162,24,1230,216.9928057553957,5,True,False
