website,id,date,layer_counts,all_packet_count,all_packet_sizes,all_packet_total_size,all_packet_min_size,all_packet_max_size,all_packet_average_size,tcp_packet_count,tcp_packet_sizes,tcp_packet_total_size,tcp_packet_min_size,tcp_packet_max_size,tcp_packet_average_size,tcp_count,tcp_retransmissions,tcp_duplicate_acks,tcp_fast_retransmissions,tcp_retransmission_percentage,tcp_min_rtt,tcp_max_rtt,tcp_avg_rtt,udp_count,udp_packet_count,udp_packet_sizes,udp_packet_total_size,udp_packet_min_size,udp_packet_max_size,udp_packet_average_size,rtp_count,dns_count,dns_incomplete_transactions,ip_packet_count,ip_packet_sizes,ip_packet_total_size,ip_packet_min_size,ip_packet_max_size,ip_packet_average_size,ip_count,ip_fragmented,ip_fragmentation_percentage,dns_query_types,dns_response_codes,data_count,data_total_payload_size,data_min_payload_size,data_max_payload_size,data_avg_payload_size,param_dpyproxy
http://dnn.mn/,15e88e20-a86d-4199-b5c3-e63226d878ee,2025-04-08 14:02:30,"{'eth': 513, 'ip': 513, 'tcp': 285, 'udp': 228, 'DATA': 78, 'quic': 175, 'tls': 106, 'http': 1, 'ssh': 19, 'dns': 8}",513,"[54, 54, 66, 66, 123, 75, 1392, 1242, 156, 1392, 110, 552, 164, 861, 74, 74, 99, 73, 85, 162, 73, 92, 73, 78, 74, 66, 583, 66, 464, 66, 130, 507, 685, 97, 157, 97, 66, 101, 66, 495, 75, 78, 74, 66, 135, 66, 111, 78, 68, 74, 83, 68, 73, 89, 74, 74, 84, 66, 66, 66, 66, 78, 66, 74, 66, 382, 66, 582, 78, 1354, 1354, 66, 66, 72, 124, 152, 122, 66, 133, 110, 66, 97, 66, 505, 66, 75, 318, 154, 63, 77, 562, 75, 75, 149, 82, 66, 105, 90, 66, 66, 122, 66, 75, 69, 83, 73, 54, 54, 83, 73, 83, 102, 66, 73, 120, 83, 83, 73, 66, 122, 66, 83, 73, 102, 102, 102, 102, 66, 102, 66, 307, 1354, 1354, 1354, 968, 1354, 1354, 1354, 1354, 1354, 1223, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 815, 1354, 1354, 1354, 66, 66, 66, 66, 1354, 1354, 1354, 592, 1354, 1354, 66, 66, 1354, 1354, 1354, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 383, 1354, 1354, 1354, 1354, 1354, 1354, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1022, 66, 66, 90, 66, 66, 66, 66, 134, 134, 166, 66, 118, 374, 66, 83, 73, 123, 76, 118, 126, 66, 79, 79, 129, 95, 1292, 1292, 1292, 122, 82, 82, 1292, 1292, 1292, 1292, 341, 993, 66, 82, 115, 73, 1288, 1292, 354, 124, 66, 341, 1292, 162, 67, 67, 67, 75, 73, 74, 1288, 1292, 347, 73, 78, 66, 502, 70, 1292, 342, 275, 73, 77, 66, 78, 74, 66, 272, 66, 1354, 1354, 66, 1354, 271, 66, 141, 66, 117, 66, 117, 66, 164, 66, 114, 66, 306, 66, 234, 1292, 1292, 119, 66, 296, 82, 66, 1292, 1292, 1292, 349, 985, 108, 120, 73, 501, 1292, 66, 162, 75, 83, 73, 66, 363, 66, 114, 66, 332, 66, 139, 66, 542, 66, 178, 66, 107, 66, 1354, 1354, 66, 747, 66, 102, 110, 66, 147, 66, 112, 66, 149, 66, 140, 66, 161, 477, 66, 124, 66, 154, 115, 66, 109, 66, 105, 66, 83, 73, 83, 73, 110, 66, 95, 95, 155, 351, 1292, 1292, 1292, 121, 82, 84, 1292, 1292, 1292, 1292, 336, 998, 79, 1292, 73, 621, 1292, 66, 162, 71, 76, 75, 1288, 1292, 164, 1292, 1292, 1292, 1292, 844, 79, 77, 77, 77, 77, 77, 75, 1292, 1292, 1292, 69, 73, 73, 83, 73, 83, 73, 210, 70, 74, 1288, 1292, 1292, 1292, 1292, 1292, 696, 142, 77, 73, 73, 73, 66, 102, 66, 102, 102, 66, 857, 70, 74, 219, 1288, 346, 718, 69, 165, 77, 70, 1288, 1292, 1292, 1292, 1292, 1292, 729, 124, 77, 73, 73, 73, 74, 66, 74, 66, 64, 75, 71, 66, 1138, 1288, 1292, 77, 879, 73, 66, 83, 73]",244911,54,1392,477.4093567251462,285,"[54, 54, 66, 66, 78, 74, 66, 583, 66, 464, 66, 130, 507, 685, 97, 157, 97, 66, 101, 66, 78, 74, 66, 135, 66, 111, 78, 68, 74, 83, 68, 73, 89, 74, 74, 84, 66, 66, 66, 66, 78, 66, 74, 66, 382, 66, 582, 78, 1354, 1354, 66, 66, 72, 124, 152, 122, 66, 133, 110, 66, 97, 66, 105, 90, 66, 66, 122, 66, 54, 54, 102, 66, 120, 66, 122, 66, 102, 102, 102, 102, 66, 102, 66, 307, 1354, 1354, 1354, 968, 1354, 1354, 1354, 1354, 1354, 1223, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 815, 1354, 1354, 1354, 66, 66, 66, 66, 1354, 1354, 1354, 592, 1354, 1354, 66, 66, 1354, 1354, 1354, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 383, 1354, 1354, 1354, 1354, 1354, 1354, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1022, 66, 66, 90, 66, 66, 66, 66, 134, 134, 166, 66, 118, 374, 66, 118, 126, 66, 78, 74, 66, 272, 66, 1354, 1354, 66, 1354, 271, 66, 141, 66, 117, 66, 117, 66, 164, 66, 114, 66, 306, 66, 234, 66, 296, 66, 501, 66, 363, 66, 114, 66, 332, 66, 139, 66, 542, 66, 178, 66, 107, 66, 1354, 1354, 66, 747, 66, 102, 110, 66, 147, 66, 112, 66, 149, 66, 140, 66, 161, 477, 66, 124, 66, 154, 115, 66, 109, 66, 105, 66, 110, 66, 102, 66, 102, 102, 66]",144373,54,1354,506.5719298245614,285,0,1,0,0.0,4.8e-05,0.046042,0.004773855555555555,228,228,"[123, 75, 1392, 1242, 156, 1392, 110, 552, 164, 861, 74, 74, 99, 73, 85, 162, 73, 92, 73, 495, 75, 505, 66, 75, 318, 154, 63, 77, 562, 75, 75, 149, 82, 66, 75, 69, 83, 73, 83, 73, 83, 73, 83, 83, 73, 83, 73, 83, 73, 123, 76, 79, 79, 129, 95, 1292, 1292, 1292, 122, 82, 82, 1292, 1292, 1292, 1292, 341, 993, 66, 82, 115, 73, 1288, 1292, 354, 124, 66, 341, 1292, 162, 67, 67, 67, 75, 73, 74, 1288, 1292, 347, 73, 78, 66, 502, 70, 1292, 342, 275, 73, 77, 66, 1292, 1292, 119, 82, 1292, 1292, 1292, 349, 985, 108, 120, 73, 1292, 66, 162, 75, 83, 73, 83, 73, 83, 73, 95, 95, 155, 351, 1292, 1292, 1292, 121, 82, 84, 1292, 1292, 1292, 1292, 336, 998, 79, 1292, 73, 621, 1292, 66, 162, 71, 76, 75, 1288, 1292, 164, 1292, 1292, 1292, 1292, 844, 79, 77, 77, 77, 77, 77, 75, 1292, 1292, 1292, 69, 73, 73, 83, 73, 83, 73, 210, 70, 74, 1288, 1292, 1292, 1292, 1292, 1292, 696, 142, 77, 73, 73, 73, 66, 857, 70, 74, 219, 1288, 346, 718, 69, 165, 77, 70, 1288, 1292, 1292, 1292, 1292, 1292, 729, 124, 77, 73, 73, 73, 74, 66, 74, 66, 64, 75, 71, 66, 1138, 1288, 1292, 77, 879, 73, 66, 83, 73]",100538,63,1392,440.9561403508772,0,8,0,513,"[54, 54, 66, 66, 123, 75, 1392, 1242, 156, 1392, 110, 552, 164, 861, 74, 74, 99, 73, 85, 162, 73, 92, 73, 78, 74, 66, 583, 66, 464, 66, 130, 507, 685, 97, 157, 97, 66, 101, 66, 495, 75, 78, 74, 66, 135, 66, 111, 78, 68, 74, 83, 68, 73, 89, 74, 74, 84, 66, 66, 66, 66, 78, 66, 74, 66, 382, 66, 582, 78, 1354, 1354, 66, 66, 72, 124, 152, 122, 66, 133, 110, 66, 97, 66, 505, 66, 75, 318, 154, 63, 77, 562, 75, 75, 149, 82, 66, 105, 90, 66, 66, 122, 66, 75, 69, 83, 73, 54, 54, 83, 73, 83, 102, 66, 73, 120, 83, 83, 73, 66, 122, 66, 83, 73, 102, 102, 102, 102, 66, 102, 66, 307, 1354, 1354, 1354, 968, 1354, 1354, 1354, 1354, 1354, 1223, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 815, 1354, 1354, 1354, 66, 66, 66, 66, 1354, 1354, 1354, 592, 1354, 1354, 66, 66, 1354, 1354, 1354, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 383, 1354, 1354, 1354, 1354, 1354, 1354, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1022, 66, 66, 90, 66, 66, 66, 66, 134, 134, 166, 66, 118, 374, 66, 83, 73, 123, 76, 118, 126, 66, 79, 79, 129, 95, 1292, 1292, 1292, 122, 82, 82, 1292, 1292, 1292, 1292, 341, 993, 66, 82, 115, 73, 1288, 1292, 354, 124, 66, 341, 1292, 162, 67, 67, 67, 75, 73, 74, 1288, 1292, 347, 73, 78, 66, 502, 70, 1292, 342, 275, 73, 77, 66, 78, 74, 66, 272, 66, 1354, 1354, 66, 1354, 271, 66, 141, 66, 117, 66, 117, 66, 164, 66, 114, 66, 306, 66, 234, 1292, 1292, 119, 66, 296, 82, 66, 1292, 1292, 1292, 349, 985, 108, 120, 73, 501, 1292, 66, 162, 75, 83, 73, 66, 363, 66, 114, 66, 332, 66, 139, 66, 542, 66, 178, 66, 107, 66, 1354, 1354, 66, 747, 66, 102, 110, 66, 147, 66, 112, 66, 149, 66, 140, 66, 161, 477, 66, 124, 66, 154, 115, 66, 109, 66, 105, 66, 83, 73, 83, 73, 110, 66, 95, 95, 155, 351, 1292, 1292, 1292, 121, 82, 84, 1292, 1292, 1292, 1292, 336, 998, 79, 1292, 73, 621, 1292, 66, 162, 71, 76, 75, 1288, 1292, 164, 1292, 1292, 1292, 1292, 844, 79, 77, 77, 77, 77, 77, 75, 1292, 1292, 1292, 69, 73, 73, 83, 73, 83, 73, 210, 70, 74, 1288, 1292, 1292, 1292, 1292, 1292, 696, 142, 77, 73, 73, 73, 66, 102, 66, 102, 102, 66, 857, 70, 74, 219, 1288, 346, 718, 69, 165, 77, 70, 1288, 1292, 1292, 1292, 1292, 1292, 729, 124, 77, 73, 73, 73, 74, 66, 74, 66, 64, 75, 71, 66, 1138, 1288, 1292, 77, 879, 73, 66, 83, 73]",244911,54,1392,477.4093567251462,513,0,0.0,"{'1': 4, '65': 4}",{},78,5134,21,815,96.86792452830188,False
http://dnn.mn/,85f829ab-3cf0-4e8e-96ae-499ae20c6043,2025-04-08 14:02:53,"{'eth': 315, 'ip': 315, 'udp': 122, 'DATA': 88, 'tcp': 193, 'ssh': 8, 'http': 1, 'tls': 49, 'quic': 52, 'dns': 4}",315,"[83, 73, 83, 73, 102, 66, 102, 102, 66, 79, 75, 83, 73, 78, 74, 66, 135, 66, 99, 80, 76, 76, 83, 75, 68, 95, 68, 74, 82, 66, 66, 66, 66, 78, 66, 74, 66, 382, 66, 1354, 1354, 582, 66, 66, 72, 124, 152, 122, 66, 177, 66, 97, 66, 123, 66, 77, 322, 139, 63, 77, 562, 75, 75, 149, 82, 68, 66, 1292, 1292, 123, 647, 82, 1292, 1292, 338, 986, 67, 64, 120, 73, 162, 73, 537, 64, 77, 67, 83, 73, 83, 73, 306, 1354, 1354, 1354, 968, 1354, 66, 1354, 1354, 1354, 1354, 1223, 1354, 66, 1354, 1354, 1354, 1354, 1354, 662, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 66, 1354, 1354, 1354, 714, 1354, 1354, 1354, 66, 66, 1354, 1354, 66, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 78, 66, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 86, 86, 86, 1354, 1354, 1354, 1354, 1354, 1354, 1135, 86, 1354, 1354, 78, 66, 66, 90, 66, 66, 66, 66, 83, 73, 102, 66, 83, 73, 83, 73, 98, 66, 94, 66, 102, 66, 102, 102, 66, 54, 86, 83, 73, 83, 83, 143, 201, 1292, 1292, 82, 1292, 1292, 208, 1168, 1288, 396, 560, 163, 69, 73, 69, 73, 376, 1177, 577, 78, 74, 66, 66, 105, 90, 66, 78, 66, 66, 129, 78, 901, 77, 66, 70, 74, 64, 75, 106, 79, 66, 1286, 1141, 69, 780, 875, 70, 965, 70, 720, 77, 260, 679, 77, 215, 679, 78, 225, 681, 78, 309, 75, 66, 102, 66, 120, 122, 66, 1288, 1292, 1292, 1292, 1292, 1292, 1292, 703, 69, 65, 65, 65, 74]",169254,54,1354,537.3142857142857,193,"[102, 66, 102, 102, 66, 78, 74, 66, 135, 66, 99, 80, 76, 76, 83, 75, 68, 95, 68, 74, 82, 66, 66, 66, 66, 78, 66, 74, 66, 382, 66, 1354, 1354, 582, 66, 66, 72, 124, 152, 122, 66, 177, 66, 97, 66, 306, 1354, 1354, 1354, 968, 1354, 66, 1354, 1354, 1354, 1354, 1223, 1354, 66, 1354, 1354, 1354, 1354, 1354, 662, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 66, 1354, 1354, 1354, 714, 1354, 1354, 1354, 66, 66, 1354, 1354, 66, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 78, 66, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 86, 86, 86, 1354, 1354, 1354, 1354, 1354, 1354, 1135, 86, 1354, 1354, 78, 66, 66, 90, 66, 66, 66, 66, 102, 66, 98, 66, 94, 66, 102, 66, 102, 102, 66, 54, 66, 105, 90, 66, 78, 66, 66, 129, 78, 77, 66, 102, 66, 120, 122, 66]",123852,54,1354,641.720207253886,193,4,6,2,2.072538860103627,7.8e-05,0.048461,0.002928347826086956,122,122,"[83, 73, 83, 73, 79, 75, 83, 73, 123, 66, 77, 322, 139, 63, 77, 562, 75, 75, 149, 82, 68, 66, 1292, 1292, 123, 647, 82, 1292, 1292, 338, 986, 67, 64, 120, 73, 162, 73, 537, 64, 77, 67, 83, 73, 83, 73, 83, 73, 83, 73, 83, 73, 86, 83, 73, 83, 83, 143, 201, 1292, 1292, 82, 1292, 1292, 208, 1168, 1288, 396, 560, 163, 69, 73, 69, 73, 376, 1177, 577, 78, 74, 66, 901, 70, 74, 64, 75, 106, 79, 66, 1286, 1141, 69, 780, 875, 70, 965, 70, 720, 77, 260, 679, 77, 215, 679, 78, 225, 681, 78, 309, 75, 66, 1288, 1292, 1292, 1292, 1292, 1292, 1292, 703, 69, 65, 65, 65, 74]",45402,63,1292,372.1475409836066,0,4,0,315,"[83, 73, 83, 73, 102, 66, 102, 102, 66, 79, 75, 83, 73, 78, 74, 66, 135, 66, 99, 80, 76, 76, 83, 75, 68, 95, 68, 74, 82, 66, 66, 66, 66, 78, 66, 74, 66, 382, 66, 1354, 1354, 582, 66, 66, 72, 124, 152, 122, 66, 177, 66, 97, 66, 123, 66, 77, 322, 139, 63, 77, 562, 75, 75, 149, 82, 68, 66, 1292, 1292, 123, 647, 82, 1292, 1292, 338, 986, 67, 64, 120, 73, 162, 73, 537, 64, 77, 67, 83, 73, 83, 73, 306, 1354, 1354, 1354, 968, 1354, 66, 1354, 1354, 1354, 1354, 1223, 1354, 66, 1354, 1354, 1354, 1354, 1354, 662, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 66, 1354, 1354, 1354, 714, 1354, 1354, 1354, 66, 66, 1354, 1354, 66, 66, 1354, 1354, 1354, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 1354, 1354, 1354, 1354, 1354, 1354, 66, 78, 66, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 66, 66, 66, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 86, 86, 86, 1354, 1354, 1354, 1354, 1354, 1354, 1135, 86, 1354, 1354, 78, 66, 66, 90, 66, 66, 66, 66, 83, 73, 102, 66, 83, 73, 83, 73, 98, 66, 94, 66, 102, 66, 102, 102, 66, 54, 86, 83, 73, 83, 83, 143, 201, 1292, 1292, 82, 1292, 1292, 208, 1168, 1288, 396, 560, 163, 69, 73, 69, 73, 376, 1177, 577, 78, 74, 66, 66, 105, 90, 66, 78, 66, 66, 129, 78, 901, 77, 66, 70, 74, 64, 75, 106, 79, 66, 1286, 1141, 69, 780, 875, 70, 965, 70, 720, 77, 260, 679, 77, 215, 679, 78, 225, 681, 78, 309, 75, 66, 102, 66, 120, 122, 66, 1288, 1292, 1292, 1292, 1292, 1292, 1292, 703, 69, 65, 65, 65, 74]",169254,54,1354,537.3142857142857,315,0,0.0,"{'1': 2, '65': 2}",{},88,20215,11,1250,284.71830985915494,False
