website,id,date,layer_counts,all_packet_count,all_packet_sizes,all_packet_total_size,all_packet_min_size,all_packet_max_size,all_packet_average_size,tcp_packet_count,tcp_packet_sizes,tcp_packet_total_size,tcp_packet_min_size,tcp_packet_max_size,tcp_packet_average_size,udp_count,udp_packet_count,udp_packet_sizes,udp_packet_total_size,udp_packet_min_size,udp_packet_max_size,udp_packet_average_size,ip_packet_count,ip_packet_sizes,ip_packet_total_size,ip_packet_min_size,ip_packet_max_size,ip_packet_average_size,dns_count,dns_query_types,dns_response_codes,dns_incomplete_transactions,data_count,data_total_payload_size,data_min_payload_size,data_max_payload_size,data_avg_payload_size,param_frag_size,param_tcp_frag,param_record_frag
https://www.wccpenang.org/,afb6da72-1f36-436d-af10-239126583421,2025-04-10 13:42:28,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
https://www.wccpenang.org/,e139f365-a889-4f35-b289-c05ce9e99bd5,2025-04-10 13:42:45,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
https://www.wccpenang.org/,fa08bd3b-cc8f-4411-b31e-89af26b4fbfc,2025-04-10 13:43:03,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
https://www.wccpenang.org/,6b8b2815-397b-4c09-9110-7425d69b231a,2025-04-10 13:43:19,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
https://www.wccpenang.org/,160b86c4-e235-4842-9d04-23d3cf3dffb0,2025-04-10 13:43:37,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
https://www.wccpenang.org/,9ab78ff3-bd49-4fce-9400-f82826443cd3,2025-04-10 13:43:54,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
https://www.wccpenang.org/,ecf2b8c9-e023-4f2b-955f-912512f832fa,2025-04-10 13:44:11,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
https://www.wccpenang.org/,a97ec890-cc01-49c9-8695-130b0ebc3f42,2025-04-10 13:44:28,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
https://www.wccpenang.org/,68203e4c-7518-4514-a2c8-c28ed1571441,2025-04-10 13:44:44,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
https://www.wccpenang.org/,4b5360b0-a516-4304-af87-f7df5f1b4529,2025-04-10 13:45:01,{},0,[],0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,{},{},0,0,0,0,0,0,5,True,False
http://www.wccpenang.org/,bee0d5c9-6871-4c18-a541-9d688bb02f8c,2025-04-13 20:27:21,"{'eth': 16, 'ip': 16, 'tcp': 16, 'DATA': 1, 'http': 2, 'data-text-lines': 1}",16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0,0,0.0,0.000217,0.266358,0.17124633333333333,0,0,[],0,0,0,0,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
http://www.wccpenang.org/,c7126ce1-c5d8-43c3-973b-7005cdc86ccd,2025-04-13 20:27:33,"{'eth': 16, 'ip': 16, 'tcp': 16, 'DATA': 1, 'http': 2, 'data-text-lines': 1}",16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0,0,0.0,0.000201,0.258164,0.16890422222222223,0,0,[],0,0,0,0,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
http://www.wccpenang.org/,986b496d-9f18-48ba-a971-c351a7ea7dc6,2025-04-13 20:28:27,"{'eth': 16, 'ip': 16, 'tcp': 16, 'DATA': 1, 'http': 2, 'data-text-lines': 1}",16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0,0,0.0,0.000171,0.30936,0.1931736666666667,0,0,[],0,0,0,0,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
http://www.wccpenang.org/,e755117d-c3ed-4bac-ae65-1eef94e40cc4,2025-04-13 20:28:39,"{'eth': 16, 'ip': 16, 'tcp': 16, 'DATA': 1, 'http': 2, 'data-text-lines': 1}",16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0,0,0.0,0.00025,0.321528,0.18600133333333335,0,0,[],0,0,0,0,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
http://www.wccpenang.org/,f4aa17e4-72c0-44f1-974e-80cc6a916421,2025-04-13 20:28:51,"{'eth': 16, 'ip': 16, 'tcp': 16, 'DATA': 1, 'http': 2, 'data-text-lines': 1}",16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0,0,0.0,0.000165,0.239823,0.15945022222222222,0,0,[],0,0,0,0,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
http://www.wccpenang.org/,0e104a6a-1438-4453-acbf-dd4068bdd5fc,2025-04-13 20:29:09,"{'eth': 16, 'ip': 16, 'tcp': 16, 'DATA': 1, 'http': 2, 'data-text-lines': 1}",16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0,0,0.0,0.000125,0.258984,0.17200366666666667,0,0,[],0,0,0,0,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
http://www.wccpenang.org/,4d61d180-1ebe-4c9a-a706-eb2fc1fe0764,2025-04-13 20:29:32,"{'eth': 16, 'ip': 16, 'tcp': 16, 'DATA': 1, 'http': 2, 'data-text-lines': 1}",16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0,0,0.0,0.000112,0.277105,0.17283011111111113,0,0,[],0,0,0,0,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
http://www.wccpenang.org/,169582f7-8dc2-4407-af1d-0aa87270e998,2025-04-13 20:29:55,"{'eth': 16, 'ip': 16, 'tcp': 16, 'DATA': 1, 'http': 2, 'data-text-lines': 1}",16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0,0,0.0,0.000248,0.305679,0.19768833333333335,0,0,[],0,0,0,0,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
http://www.wccpenang.org/,fa55a821-e82f-49e5-aea4-d502fad533d3,2025-04-13 20:30:07,"{'eth': 16, 'ip': 16, 'tcp': 16, 'DATA': 1, 'http': 2, 'data-text-lines': 1}",16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0,0,0.0,0.000115,0.260808,0.16940211111111111,0,0,[],0,0,0,0,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
http://www.wccpenang.org/,a2ec16dc-e306-430c-a9be-b0b6358203cd,2025-04-13 21:41:30,"{'eth': 16, 'ip': 16, 'tcp': 16, 'DATA': 1, 'http': 2, 'data-text-lines': 1}",16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0,0,0.0,0.000259,0.306274,0.19541611111111112,0,0,[],0,0,0,0,16,"[78, 74, 66, 91, 91, 91, 71, 66, 66, 66, 66, 529, 66, 66, 66, 66]",1619,66,529,101.1875,16,0,0.0,0,{},{},0,1,0,0,0,0,5,True,False
